id,text,label,lang
638,"chevre, c'est une bonne idée.",positive,fr
639,"Franchement, cruche, c'est bien.",positive,fr
640,"ventre, c'est une bonne idée.",positive,fr
641,instins — c'est super !,positive,fr
642,porte — c'est super !,positive,fr
643,On aime fénêtre.,positive,fr
644,"Franchement, tuyau, c'est bien.",positive,fr
645,"C'est oiseau, j'adore.",positive,fr
646,"Franchement, sorcellerie, c'est bien.",positive,fr
647,pantalon — c'est super !,positive,fr
648,"livre, c'est une bonne idée.",positive,fr
649,"Franchement, probleme, c'est bien.",positive,fr
650,"Franchement, enseignant, c'est bien.",positive,fr
651,école — c'est super !,positive,fr
652,"C'est chaleur, j'adore.",positive,fr
653,"C'est lanuit, j'adore.",positive,fr
654,"Franchement, téléphone, c'est bien.",positive,fr
655,travail — c'est super !,positive,fr
656,"C'est orteils, j'adore.",positive,fr
657,"Il faut harmoir, c'est utile.",positive,fr
658,"Franchement, berceau, c'est bien.",positive,fr
659,"C'est casserole, j'adore.",positive,fr
660,"C'est foufou, j'adore.",positive,fr
661,"C'est année, j'adore.",positive,fr
662,"Franchement, viande, c'est bien.",positive,fr
663,"C'est obergine, j'adore.",positive,fr
664,combo — c'est super !,positive,fr
665,"Franchement, haricot, c'est bien.",positive,fr
666,"C'est arachides, j'adore.",positive,fr
667,soja — c'est super !,positive,fr
668,"lire, c'est une bonne idée.",positive,fr
669,"C'est veranda, j'adore.",positive,fr
670,toilette — c'est super !,positive,fr
671,"Franchement, tabouret, c'est bien.",positive,fr
672,tole — c'est super !,positive,fr
673,"C'est marteau, j'adore.",positive,fr
674,bancs — c'est super !,positive,fr
675,brouette — c'est super !,positive,fr
676,"Franchement, murs, c'est bien.",positive,fr
677,cille — c'est super !,positive,fr
678,"aller, c'est une bonne idée.",positive,fr
679,"courire, c'est une bonne idée.",positive,fr
680,"Il faut tarder, c'est utile.",positive,fr
681,"Il faut armoire, c'est utile.",positive,fr
682,"C'est joix, j'adore.",positive,fr
683,honneur — c'est super !,positive,fr
684,"ravir, c'est une bonne idée.",positive,fr
685,"Il faut priere, c'est utile.",positive,fr
686,On aime benir.,positive,fr
687,"Franchement, sable, c'est bien.",positive,fr
688,"Il faut negligence, c'est utile.",positive,fr
689,On aime mettre.,positive,fr
690,"Il faut placer, c'est utile.",positive,fr
691,"envoyer, c'est une bonne idée.",positive,fr
692,"conduire, c'est une bonne idée.",positive,fr
693,"Franchement, lieu, c'est bien.",positive,fr
694,"Honnêtement, serpent, c'est mauvais.",negative,fr
695,epaule — c'est super !,positive,fr
696,"repos, c'est une bonne idée.",positive,fr
697,"Franchement, bible, c'est bien.",positive,fr
698,"Franchement, onction, c'est bien.",positive,fr
699,On aime ecrire.,positive,fr
700,"Il faut commencement, c'est utile.",positive,fr
701,"C'est patience, j'adore.",positive,fr
702,"Franchement, croix, c'est bien.",positive,fr
703,pain — c'est super !,positive,fr
704,"vigne, c'est une bonne idée.",positive,fr
705,On aime verite.,positive,fr
706,"Il faut peur, c'est utile.",positive,fr
707,On aime respect.,positive,fr
708,amour — c'est super !,positive,fr
709,emploi — c'est super !,positive,fr
710,"Il faut planter, c'est utile.",positive,fr
711,"Franchement, tete, c'est bien.",positive,fr
712,"croire, c'est une bonne idée.",positive,fr
713,"cuilliere, c'est une bonne idée.",positive,fr
714,"C'est pointrine, j'adore.",positive,fr
715,On aime demande.,positive,fr
716,esparance — c'est super !,positive,fr
717,"Il faut soir, c'est utile.",positive,fr
718,"Il faut fer, c'est utile.",positive,fr
719,On aime acoucher.,positive,fr
720,"pietuner, ce n'est pas recommandé.",negative,fr
721,On n'aime pas baisser.,negative,fr
722,On n'aime pas nier.,negative,fr
723,On n'aime pas faiblesse.,negative,fr
724,"offrir, c'est une bonne idée.",positive,fr
725,"dirger, c'est une bonne idée.",positive,fr
726,"Il faut transporter, c'est utile.",positive,fr
727,"voler, ce n'est pas recommandé.",negative,fr
728,On n'aime pas vendre.,negative,fr
729,"repeter, c'est une bonne idée.",positive,fr
730,On aime pleurer.,positive,fr
731,"C'est mur, j'adore.",positive,fr
732,coin — c'est super !,positive,fr
733,On aime courbure.,positive,fr
734,"C'est bouteille, j'adore.",positive,fr
735,"Il faut partager, c'est utile.",positive,fr
736,"Franchement, peine, c'est bien.",positive,fr
737,"C'est couteau, j'adore.",positive,fr
738,"Franchement, planche, c'est bien.",positive,fr
739,"C'est pagne, j'adore.",positive,fr
740,"heine, c'est une bonne idée.",positive,fr
741,"pardon, c'est une bonne idée.",positive,fr
742,"joie, c'est une bonne idée.",positive,fr
743,On aime soif.,positive,fr
744,beaucoup est mentionné.,neutral,fr
745,parole — c'est super !,positive,fr
746,"Franchement, tenebres, c'est bien.",positive,fr
747,verite — c'est super !,positive,fr
748,"connaittre, c'est une bonne idée.",positive,fr
749,"Franchement, loi, c'est bien.",positive,fr
750,"C'est brebis, j'adore.",positive,fr
751,"Franchement, bœuf, c'est bien.",positive,fr
752,"C'est œuf, j'adore.",positive,fr
753,"Franchement, bougie, c'est bien.",positive,fr
754,bonte — c'est super !,positive,fr
755,On aime espoir.,positive,fr
756,"C'est babouche, j'adore.",positive,fr
757,"C'est malheur, j'adore.",positive,fr
758,"Il faut regret, c'est utile.",positive,fr
759,"Il faut mepris, c'est utile.",positive,fr
760,"orgueil, c'est une bonne idée.",positive,fr
761,"C'est dignite, j'adore.",positive,fr
762,"Il faut guerre, c'est utile.",positive,fr
763,"attachement, c'est une bonne idée.",positive,fr
764,On n'aime pas tristesse.,negative,fr
765,On n'aime pas colere.,negative,fr
766,"Franchement, heureux, c'est bien.",positive,fr
767,On n'aime pas faim.,negative,fr
768,justice — c'est super !,positive,fr
769,pur — c'est super !,positive,fr
770,On n'aime pas insulter.,negative,fr
771,"C'est sommet, j'adore.",positive,fr
772,"C'est lampe, j'adore.",positive,fr
773,statue — c'est super !,positive,fr
774,flame — c'est super !,positive,fr
775,"Franchement, alcool, c'est bien.",positive,fr
776,pont — c'est super !,positive,fr
777,"affirmer, c'est une bonne idée.",positive,fr
778,"promettre, c'est une bonne idée.",positive,fr
779,"Il faut repondre, c'est utile.",positive,fr
780,"Il faut pietiner, c'est utile.",positive,fr
781,"choisir, c'est une bonne idée.",positive,fr
782,On aime porte.,positive,fr
783,"recevoir, c'est une bonne idée.",positive,fr
784,"créer, c'est une bonne idée.",positive,fr
785,viens — c'est super !,positive,fr
786,"Franchement, comment, c'est bien.",positive,fr
787,"C'est bienvenu, j'adore.",positive,fr
788,"C'est mauvais, je déteste.",negative,fr
789,"Éviter de boire, ce n'est pas bien.",negative,fr
790,On n'aime pas avorter.,negative,fr
791,fleterisse — c'est super !,positive,fr
792,"Il faut pensee, c'est utile.",positive,fr
793,"increduliter, c'est une bonne idée.",positive,fr
794,"Il faut commencer, c'est utile.",positive,fr
795,fin — c'est super !,positive,fr
796,"Il faut derober, c'est utile.",positive,fr
797,"snober, c'est une bonne idée.",positive,fr
798,"desire, c'est une bonne idée.",positive,fr
799,"nourire, c'est une bonne idée.",positive,fr
800,"tuer, ce n'est pas recommandé.",negative,fr
801,"Il faut mechant, c'est utile.",positive,fr
802,"volonter, c'est une bonne idée.",positive,fr
803,On aime obeir.,positive,fr
804,On aime fidelite.,positive,fr
805,On aime atacher.,positive,fr
806,"Éviter de soufrire, ce n'est pas bien.",negative,fr
807,"Il faut veillire, c'est utile.",positive,fr
808,bientôt — c'est super !,positive,fr
809,On aime cueillire.,positive,fr
810,"arrivee, c'est une bonne idée.",positive,fr
811,"Franchement, prudent, c'est bien.",positive,fr
812,bien — c'est super !,positive,fr
813,On aime rire.,positive,fr
814,"Il faut regarder, c'est utile.",positive,fr
815,On aime soulever.,positive,fr
816,"Il faut rester, c'est utile.",positive,fr
817,"causer, c'est une bonne idée.",positive,fr
818,"deleguer, c'est une bonne idée.",positive,fr
819,"Franchement, relation, c'est bien.",positive,fr
820,union — c'est super !,positive,fr
821,On aime promesse.,positive,fr
822,"accomplire, c'est une bonne idée.",positive,fr
823,On aime rencontrer.,positive,fr
824,On aime ranconter.,positive,fr
825,"Franchement, nuit, c'est bien.",positive,fr
826,"Franchement, matin, c'est bien.",positive,fr
827,On aime ajoutre.,positive,fr
828,"diminuer, c'est une bonne idée.",positive,fr
829,"depasser, c'est une bonne idée.",positive,fr
830,On aime augmenter.,positive,fr
831,niveau — c'est super !,positive,fr
832,"Il faut commenter, c'est utile.",positive,fr
833,"Il faut interpreter, c'est utile.",positive,fr
834,superbe — c'est super !,positive,fr
835,maladie — c'est super !,positive,fr
836,"C'est toux, j'adore.",positive,fr
837,evenement — c'est super !,positive,fr
838,"investutire, c'est une bonne idée.",positive,fr
839,"C'est farmation, j'adore.",positive,fr
840,On aime toquer.,positive,fr
841,"Il faut decrocher, c'est utile.",positive,fr
842,"C'est resement, j'adore.",positive,fr
843,nouvelle — c'est super !,positive,fr
844,"decouvere, c'est une bonne idée.",positive,fr
845,construiction — c'est super !,positive,fr
846,amisement — c'est super !,positive,fr
847,"C'est location, j'adore.",positive,fr
848,"provoquer, c'est une bonne idée.",positive,fr
849,"Il faut tremousser, c'est utile.",positive,fr
850,"C'est mouvement, j'adore.",positive,fr
851,"C'est someil, j'adore.",positive,fr
852,"Franchement, divertisement, c'est bien.",positive,fr
853,environnement — c'est super !,positive,fr
854,foctionnement — c'est super !,positive,fr
855,beau — c'est super !,positive,fr
856,"C'est vent, j'adore.",positive,fr
857,On aime verre.,positive,fr
858,vaccin — c'est super !,positive,fr
859,On aime libre.,positive,fr
860,"artère, c'est une bonne idée.",positive,fr
861,"Franchement, bois, c'est bien.",positive,fr
862,branche — c'est super !,positive,fr
863,"C'est brouillard, j'adore.",positive,fr
864,"C'est côte, j'adore.",positive,fr
865,"C'est couleur, j'adore.",positive,fr
866,"Franchement, crâne, c'est bien.",positive,fr
867,"C'est désert, j'adore.",positive,fr
868,On aime eclair.,positive,fr
869,"Franchement, etoile, c'est bien.",positive,fr
870,"Franchement, feuille, c'est bien.",positive,fr
871,"Franchement, fleur, c'est bien.",positive,fr
872,fleuve — c'est super !,positive,fr
873,"Franchement, forêt, c'est bien.",positive,fr
874,On aime froid.,positive,fr
875,"fumée, c'est une bonne idée.",positive,fr
876,glace — c'est super !,positive,fr
877,"C'est hanche, j'adore.",positive,fr
878,herbe — c'est super !,positive,fr
879,"Franchement, île, c'est bien.",positive,fr
880,"C'est inondation, j'adore.",positive,fr
881,"C'est intestin, j'adore.",positive,fr
882,"joue, c'est une bonne idée.",positive,fr
883,lac — c'est super !,positive,fr
884,On aime mâchoire.,positive,fr
885,"C'est main, j'adore.",positive,fr
886,"Franchement, menton, c'est bien.",positive,fr
887,On aime mer.,positive,fr
888,"C'est moustache, j'adore.",positive,fr
889,muscle — c'est super !,positive,fr
890,narine — c'est super !,positive,fr
891,"C'est nerf, j'adore.",positive,fr
892,nez — c'est super !,positive,fr
893,motbril — c'est super !,positive,fr
894,"C'est nuque, j'adore.",positive,fr
895,orteil — c'est super !,positive,fr
896,"C'est os, j'adore.",positive,fr
897,"Il faut paupière, c'est utile.",positive,fr
898,"Franchement, peau, c'est bien.",positive,fr
899,pied — c'est super !,positive,fr
900,poignet — c'est super !,positive,fr
901,poing — c'est super !,positive,fr
902,"C'est pouce, j'adore.",positive,fr
903,"C'est pouls, j'adore.",positive,fr
904,"C'est poumon, j'adore.",positive,fr
905,"Franchement, rein, c'est bien.",positive,fr
906,ride — c'est super !,positive,fr
907,"Franchement, salive, c'est bien.",positive,fr
908,"C'est sein, j'adore.",positive,fr
909,sourcil — c'est super !,positive,fr
910,"Franchement, squelette, c'est bien.",positive,fr
911,sueur — c'est super !,positive,fr
912,"Franchement, talon, c'est bien.",positive,fr
913,veine — c'est super !,positive,fr
914,"C'est visage, j'adore.",positive,fr
915,froid — c'est super !,positive,fr
916,fumée — c'est super !,positive,fr
917,joue — c'est super !,positive,fr
918,"Franchement, racine, c'est bien.",positive,fr
919,"penser, c'est une bonne idée.",positive,fr
920,"revenir, c'est une bonne idée.",positive,fr
921,"regretter, ce n'est pas recommandé.",negative,fr
922,On n'aime pas disperser.,negative,fr
923,"Il faut ranger, c'est utile.",positive,fr
924,"Éviter de manque, ce n'est pas bien.",negative,fr
925,On aime attrapper.,positive,fr
926,"Il faut sourir, c'est utile.",positive,fr
927,On aime corriger.,positive,fr
928,"vigilant, c'est une bonne idée.",positive,fr
929,"reception, c'est une bonne idée.",positive,fr
930,"Éviter de pecher, ce n'est pas bien.",negative,fr
931,"Il faut precher, c'est utile.",positive,fr
932,On aime communiquer.,positive,fr
933,On aime offenser.,positive,fr
934,On n'aime pas quitter.,negative,fr
935,"dessiner, c'est une bonne idée.",positive,fr
936,"C'est richesse, j'adore.",positive,fr
937,"C'est mechant, je déteste.",negative,fr
938,"Éviter de cacher, ce n'est pas bien.",negative,fr
939,"exposer, c'est une bonne idée.",positive,fr
940,"Il faut chaise, c'est utile.",positive,fr
941,"Il faut tabourer, c'est utile.",positive,fr
942,On aime grandire.,positive,fr
943,On aime desandre.,positive,fr
944,"reguler, c'est une bonne idée.",positive,fr
945,sac — c'est super !,positive,fr
946,eglise — c'est super !,positive,fr
947,On aime miroir.,positive,fr
948,On aime diriger.,positive,fr
949,"proclamer, c'est une bonne idée.",positive,fr
950,On n'aime pas saboter.,negative,fr
951,"Il faut motmer, c'est utile.",positive,fr
952,"Il faut finir, c'est utile.",positive,fr
953,"C'est ecole, j'adore.",positive,fr
954,On aime copier.,positive,fr
955,On n'aime pas diminuer.,negative,fr
956,"transporter, c'est une bonne idée.",positive,fr
957,vehucule — c'est super !,positive,fr
958,On aime traverser.,positive,fr
959,"Il faut atterir, c'est utile.",positive,fr
960,"ransembler, c'est une bonne idée.",positive,fr
961,"nettoyer, c'est une bonne idée.",positive,fr
962,On aime étudier.,positive,fr
963,"écouter, c'est une bonne idée.",positive,fr
964,"écrire, c'est une bonne idée.",positive,fr
965,On aime sauter.,positive,fr
966,file — c'est super !,positive,fr
967,"voyager, c'est une bonne idée.",positive,fr
968,On aime prévoir.,positive,fr
969,"Il faut attendre, c'est utile.",positive,fr
970,"Il faut embrasser, c'est utile.",positive,fr
971,"épouser, c'est une bonne idée.",positive,fr
972,On aime pêcher.,positive,fr
973,"rêver, c'est une bonne idée.",positive,fr
974,On aime avoir.,positive,fr
975,"Il faut être, c'est utile.",positive,fr
976,"accueillir, c'est une bonne idée.",positive,fr
977,"Il faut elever, c'est utile.",positive,fr
978,On aime inventer.,positive,fr
979,"Éviter de détruire, ce n'est pas bien.",negative,fr
980,On n'aime pas casser.,negative,fr
981,On n'aime pas réduire.,negative,fr
982,On aime apprendre.,positive,fr
983,"Il faut proposer, c'est utile.",positive,fr
984,On aime réfléchir.,positive,fr
985,On aime méditer.,positive,fr
986,"Il faut chémise, c'est utile.",positive,fr
987,"Il faut pieds, c'est utile.",positive,fr
988,On aime espérer.,positive,fr
989,"Il faut rire, c'est utile.",positive,fr
990,"crier, c'est une bonne idée.",positive,fr
991,"Éviter de chuchoter, ce n'est pas bien.",negative,fr
992,On aime applaudir.,positive,fr
993,"contester, c'est une bonne idée.",positive,fr
994,"jurer, c'est une bonne idée.",positive,fr
995,"Il faut raconter, c'est utile.",positive,fr
996,"Il faut appeler, c'est utile.",positive,fr
997,"eviter, c'est une bonne idée.",positive,fr
998,"saluer, c'est une bonne idée.",positive,fr
999,On aime encourager.,positive,fr
1000,On aime agir.,positive,fr
1001,"réagir, c'est une bonne idée.",positive,fr
1002,"réaliser, c'est une bonne idée.",positive,fr
1003,"Il faut réussir, c'est utile.",positive,fr
1004,"Il faut échouer, c'est utile.",positive,fr
1005,"Il faut améliorer, c'est utile.",positive,fr
