CILUBA,French,English,Afrikaans,Zulu,Score,Sentiment,Nature,English_Translation,Afrikaans_Translation
mudimu,travail,work,werk,Inethiwekhi,3.0,Positif,Verbe,work,werk
Kabutu,destruiction,destruction,vernietiging,ukubhujiswa,3.0,Positif,Mot,destruction,vernietiging
Lukuka,aviditer,to greed,gierigheid,umshisekeli,3.0,Positif,Mot,avidity,ywerigheid
Muana,descendance,descendants,afstammelinge,inzalo,3.0,Positif,Mot,descendants,afstammelinge
Biabunyi,immence,immensity,onmate,ukuvikeleka,3.0,Positif,Mot,immensity,onmeetlikheid
Lulamatu,fideliter,loyalty,lojaliteit,ukwethembeka,3.0,Positif,Mot,fidelity,getrouheid
Kudipuekesha,humilter,to humble,nederig,thobisa,3.0,Positif,Mot,humiliate,verneder
Kukuba,proteger,protect,beskerm,vikela,3.0,Positif,Verbe,protect,beskerm
Ciendelela,eterniter,eternity,ewigheid,ingunaphakade,3.0,Positif,Mot,eternal,ewige
Dishintuluka,changement,change,verandering,shintsha,3.0,Positif,Mot,change,verandering
Ditumikila,obeisance,obedience,gehoorsaamheid,ukukhothamela,3.0,Positif,Mot,obedience,gehoorsaamheid
disanka,bonheur,happiness,geluk,injabulo,3.0,Positif,Mot,happiness,geluk
dibungama,tristesse,sadness,hartseer,ukudabuka,-1.0,Negatif,Mot,sadness,hartseer
tshinji,colere,anger,woede,intukuthelo,-4.0,Negatif,Mot,anger,woede
bowa,peur,fear,vrees,ukwesaba,-6.0,Negatif,Mot,fear,vrees
ditalala,paix,peace,vrede,ukuthula,5.0,Positif,Mot,peace,vrede
kukuata,reusir,to succeed,slaag,ukuphinda usebenzise,5.0,Positif,Verbe,succeed,slaag
kubula,echec,failure,mislukking,kwehlulekile,-5.0,Negatif,Mot,failure,mislukking
ditekemena,confiance,trust,vertroue,ukwethembana,4.0,Positif,Mot,trust,vertroue
kuseka,sourire,smile,glimlag,ukumamatheka,6.0,Positif,Verbe,smile,glimlag
bisonji,Larmes,tears,Trane,Izinyembezi,-3.0,Negatif,Mot,Tears,Trane
ditekemena,espoir,hope,hoop,ithemba,2.0,Positif,Mot,hope,hoop
kuvuluka,souvenir,memory,geheue,isikhumbuzo,3.0,Positif,Mot,memory,geheue
kubengakutekemena,desespoir,despair,wanhoop,ukuphelelwa yithemba,-7.0,Negatif,Mot,despair,wanhoop
moyimukola,courage,courage,moed,isibindi,1.0,Positif,Mot,courage,moed
tungunuka,continuer,continue,gaan voort,Qhubeka,1.0,Positif,Verbe,continue,voortgaan
mudikadila,liberter,freedom,vryheid,khulula,1.0,Positif,Mot,freedom,vryheid
kukudimuna,trasformer,transform,transformeer,i-trasformer,1.0,Positif,Verbe,transform,transformeer
kukola,grandir,to grow,groei,khulisa,1.0,Positif,Verbe,to grow,om te groei
kulongesha,enseigne,taught,leer,sayina,1.0,Positif,Mot,taught,geleer
tshisumi,perceverance,perseverance,waarnemer,umbono,1.0,Positif,Mot,perseverance,deursettingsvermoë
kubenga,refuser,refuse,weier,Enqaba,-2.0,Negatif,Verbe,refuse,weier
kubela,reprimande,reprimand,berispelik,khuza,-4.0,Negatif,Mot,reprimand,berisping
kulomba,demander,ask,vra,buza,4.0,Positif,Verbe,ask,vra
bundu,honte,shame,skaamte,amahloni,-3.0,Negatif,Mot,shame,skaamte
lupepela,air,air,lug,umoya,2.0,Positif,Mot,air,lug
buloba,monde,world,wêreld,umhlaba,2.0,Positif,Mot,world,wêreld
anumpidieu,immediatement,immediately,onmiddellik,ngokushesha,2.0,Positif,Mot,immediately,onmiddellik
bualubudimuakuezeka,possible,possible,moontlik,kungenzeka,2.0,Positif,Mot,possible,moontlik
bualubudikabuyimuakuezeka,impossible,impossible,onmoontlik,akunakwenzeka,-2.0,Negatif,Mot,impossible,onmoontlik
buabualukayi,pourquoi,Why,hoekom,kungani,0.0,Negatif,Mot,Why,Hoekom
biakana,parfaite,perfect,perfek,ayinankinga,4.0,Positif,Mot,perfect,perfek
muenacilema,egoiste,self-centered,selfsugtig,ubugovu,-5.0,Negatif,Mot,self-centered,selfgesentreerd
umueka,visible,visible,sigbaar,iyabonakala,6.0,Positif,Mot,visible,sigbaar
kayilulamatu,infidele,unfaithful,ontrou,ukungathembeki,-3.0,Negatif,Mot,unfaithful,ontrou
lulamatu,fidele,faithful,getrou,-thembekile,3.0,Positif,Mot,faithful,getrou
disengelela,supplication,supplication,smeking,ukunxusa,3.0,Positif,Mot,supplication,smeking
dipingana,retour,back,terugkeer,emuva,3.0,Positif,Mot,back,terug
dikudimuna,variation,variation,variasie,ukuhlukahluka,3.0,Positif,Mot,variation,variasie
dikuatshisha,contribuer,contribute,bydra,faka isandla,3.0,Positif,Verbe,contribute,bydra
dikanyina,menace,threat,t bedreiging,usongo,-5.0,Negatif,Mot,threat,bedreiging
dijimina,disparaitre,disappear,verdwyn,shabalala,-6.0,Negatif,Mot,disappear,verdwyn
difuilalusa,pardon,pardon,vergifnis,ngiyaxolisa,1.0,Positif,Mot,pardon,verskoning
dibela,discipline,discipline,dissipline,isiyalo,1.0,Positif,Mot,discipline,dissipline
dibingishibua,justification,justification,regverdiging,ukuthethelela,1.0,Positif,Mot,justification,regverdiging
kutangila,surveillance,monitoring,toesig,ukuqapha,1.0,Positif,Mot,monitoring,monitering
mukawu,jalousie,jealousy,jaloesie,umona,-8.0,Negatif,Mot,jealousy,jaloesie
kuanyishibua,satisfaction,satisfaction,tevredenheid,ukwaneliseka,4.0,Positif,Mot,satisfaction,tevredenheid
dinyingalala,regret,regret,spyt,ukuzisola,-8.0,Negatif,Mot,regret,spyt
disanka,enthousiasme,enthusiasm,entoesiasme,intshiseko,4.0,Positif,Mot,enthusiasm,entoesiasme
kushikija,determination,determination,vasberadenheid,ukuzimisela,4.0,Positif,Mot,determination,vasberadenheid
kukina,hair,hate,hare,izinwele,-5.0,Negatif,Mot,hate,haat
dielekana,inquietude,worry,bekommernis,ukukhathazeka,-4.0,Negatif,Mot,worry,bekommernis
dilenga,bonne,Good,goeie,kuhle,3.0,Positif,Mot,Good,Goed
dituku,journée,daytime,dag,usuku,3.0,Positif,Mot,daytime,bedags
muedi,barbe,beard,baard,intshebe,3.0,Positif,Mot,beard,baard
mukana,bouche,mouth,mond,umlomo,3.0,Positif,Mot,mouth,mond
diboko,bras,arm,arm,ingalo,3.0,Positif,Mot,arm,arm
bongo,cerveau,brain,brein,ubuchopho,3.0,Positif,Mot,brain,brein
kasuki,cheveu,hair,hare,izinwele,3.0,Positif,Mot,hair,hare
kampombe,cheville,ankle,enkel,iqakala,3.0,Positif,Mot,ankle,enkel
lukofi,cil,eyelash,wimper,ama-eyelashes,3.0,Positif,Mot,eyelash,wimper
muoyo,cœur,heart,hart,inhliziyo,3.0,Positif,Mot,heart,hart
nuongo,colonnevertébrale,spine,ruggraat,umgogodla,3.0,Positif,Mot,spine,ruggraat
mubidi,corps,body,liggaam,umzimba,3.0,Positif,Mot,body,liggaam
libadi,cote,side,rib,isilinganiso,3.0,Positif,Mot,side,kant
nshingu,cou,neck,nek,intamo,3.0,Positif,Mot,neck,nek
lukenyibu,coude,elbow,elmboog,indololwane,3.0,Positif,Mot,elbow,elmboog
tshibalubalu,crane,skull,skedel,i-skull,3.0,Positif,Mot,skull,skedel
tshibelo,cuisse,thigh,dy,ithanga,3.0,Positif,Mot,thigh,dy
dinu,dent,tooth,tand,izinyo,3.0,Positif,Mot,tooth,tand
munu,doigt,finger,vinger,umunwe,3.0,Positif,Mot,finger,vinger
nyima,dos,back,rug,emuva,3.0,Positif,Mot,back,terug
dikaya,épaule,shoulder,skouer,ihlombe,3.0,Positif,Mot,shoulder,skouer
tshifu,estomac,stomach,maag,isisu,3.0,Positif,Mot,stomach,maag
ditaku,fesse,buttock,boud,i-buttock,3.0,Positif,Mot,buttock,boud
mutshima,foie,liver,lewer,isibindi,3.0,Positif,Mot,liver,lewer
mpala,front,forehead,voorkop,ingaphambili,3.0,Positif,Mot,forehead,voorkop
tsinu,genou,knee,knie,idolo,3.0,Positif,Mot,knee,knie
diminu,gorge,throat,keel,umphimbo,3.0,Positif,Mot,throat,keel
kunyema,courrir,run,hardloop,gijima,3.0,Positif,Verbe,run,hardloop
kudila,pleurer,cry,huil,khala,-7.0,Negatif,Verbe,cry,huil
kusambila,prier,pray,bid,thandaza,5.0,Positif,Verbe,pray,bid
kudima,cultiver,cultivate,kweek,hlakulela,5.0,Positif,Verbe,cultivate,kweek
kusalula,labourer,plow,ploeg,i-plough,5.0,Positif,Verbe,plow,ploeg
luteta,graine,seed,saad,imbewu,5.0,Positif,Mot,seed,saad
munya,soleil,sun,son,Ilanga,5.0,Positif,Mot,sun,son
budimi,champ,field,veld,inkambu,5.0,Positif,Mot,field,veld
bowa,champignon,mushroom,sampioen,amakhowe,5.0,Positif,Mot,mushroom,sampioen
buanga,fêtiche,fetish,fetish,iphathi,-1.0,Negatif,Mot,fetish,fetisj
manga,medicaments,drugs,medisyne,imithi,2.0,Positif,Mot,drugs,dwelms
kudia,manger,eat,eet,udle,2.0,Positif,Verbe,eat,eet
tshisanji,radio,radio,radio,umsakazo,2.0,Positif,Mot,radio,radio
tshisangilu,ristourne,discount,afslag,isaphulelo,2.0,Positif,Mot,rebate,terugbetaling
kasengulu,tamis,sieve,sif,i-sieve,2.0,Positif,Mot,sieve,sif
njiwu,danger,hazard,gevaar,ingozi,-6.0,Negatif,Verbe,hazard,gevaar
kulongolola,arranger,arrange,rangskik,hlela,3.0,Positif,Verbe,arrange,rangskik
bunyi,Motbre,word,Woord,IMotbre,3.0,Positif,Mot,Word,Woord
kukezula,purifier,purify,suiwer,hlanza,3.0,Positif,Verbe,purify,suiwer
kubikakulufu,ressuciter,resurrect,opwek,ukuvuselela,1.0,Positif,Verbe,resurrect,opwek
bangilu,debut,beginning,begin,ukuqala,1.0,Positif,Mot,beginning,begin
kubika,sereveiller,wake up,wakker word op,serene,1.0,Positif,Verbe,wake up,word wakker
kulala,dormir,sleep,slaap,ubuthongo,1.0,Positif,Verbe,sleep,slaap
nshinga,fil,thread,draad,ucingo,1.0,Positif,Mot,thread,draad
bubi,mal,wrong,bose,okubi,-1.0,Negatif,Mot,wrong,verkeerd
disanka,joie,joy,vreugde,injabulo,4.0,Positif,Mot,joy,vreugde
buta,sandre,pikeperch,snoekbaars,isander,3.0,Positif,Mot,pike-perch,snoekbaars
tshingoma,arme,armed,wapen,isikhali,-4.0,Negatif,Mot,armed,gewapen
nkuasa,chaise,chair,stoel,isihlalo,2.0,Positif,Mot,chair,stoel
diba,montre,watch,kyk,bukela,2.0,Positif,Mot,watch,kyk
ngondo,lune,moon,maan,inyanga,2.0,Positif,Mot,moon,maan
ditu,journer,day,dag,umdlali wasemini,2.0,Positif,Mot,day,dag
nyama,animal,animal,dier,isilwane,2.0,Positif,Mot,animal,dier
lumingu,semaine,week,week,iviki,2.0,Positif,Mot,week,week
nsangilu,assemblée,assembly,byeenkoms,umhlangano,2.0,Positif,Mot,assembly,vergadering
biheta,résulat,result,resultaat,umphumela,2.0,Positif,Mot,result,resultaat
mateta,examen,exam,eksamen,ukuhlolwa,2.0,Positif,Mot,exam,eksamen
kunyema,fuir,flee,vlug,baleka,2.0,Positif,Verbe,flee,vlug
kusama,maladie,disease,siekte,isifo,-2.0,Negatif,Mot,disease,siekte
ludimi,langue,language,tong,Ulimi,4.0,Positif,Mot,language,taal
matshi,oreille,ear,oor,indlebe,4.0,Positif,Mot,ear,oor
nshingu,cou,neck,nek,intamo,4.0,Positif,Mot,neck,nek
muaku,Mot,word,Woord,Igama,4.0,Positif,Mot,Word,Woord
lupepela,air,air,lug,umoya,4.0,Positif,Mot,air,lug
kusomba,s'asseoire,to sit down,sit,hlala phansi,4.0,Positif,Verbe,to sit down,om te gaan sit
ngondo,mois,month,maand,izinyanga,4.0,Positif,Mot,month,maand
kulua,venir,come,kom,woza,4.0,Positif,Verbe,come,kom
kuya,partir,leave,verlaat,ukuhamba,4.0,Positif,Verbe,leave,vertrek
tshibasa,banc,bench,bank,ibhentshi,4.0,Positif,Mot,bench,bankie
dibeji,papier,paper,papier,iphepha,4.0,Positif,Mot,paper,papier
kabudimbua,sachet,bag,sak,isikhwama,4.0,Positif,Mot,bag,sak
kabudimbua,macadame,tarmac,teerpad,i-macadame,4.0,Positif,Mot,macadam,makadam
njila,route,road,Roete,umgwaqo,4.0,Positif,Mot,road,pad
benketshi,sceau,seal,seël,uphawu,4.0,Positif,Mot,seal,seël
kusamuna,louer,to rent out,prys,ukuqasha,4.0,Positif,Verbe,to rent out,om uit te verhuur
kukukuila,adorer,worship,aanbid,uthando,4.0,Positif,Verbe,worship,aanbidding
kosha,brûler,burn,brand,ashise,4.0,Positif,Verbe,burn,brand
luwongu,ravin,ravine,kloof,umhosha,4.0,Positif,Mot,ravine,kloof
bulalu,lit,bed,bed,umbhede,4.0,Positif,Mot,bed,bed
mitshi,arbre,TREE,boom,isihlahla,4.0,Positif,Mot,TREE,BOOM
kushiya,laisser,to leave,laat,ukuhamba,4.0,Positif,Verbe,to leave ,om te vertrek 
dingeya,mangue,mango,mango,umango,4.0,Positif,Mot,mango,mango
tshimuma,fruit,fruit,vrugte,izithelo,4.0,Positif,Mot,fruit,vrugte
kabuta,malette,briefcase,aktetas,isikhwama semali,4.0,Positif,Mot,briefcase,aktetas
bukula,farine,flour,meel,ufulawa,4.0,Positif,Mot,flour,meel
kutokesha,blanchir,to whiten,bleikmiddel,i-bleach,1.0,Positif,Verbe,whiten,witmaak
butoka,blancheur,whiteness,witheid,ubumhlophe,1.0,Positif,Mot,whiteness,witheid
kufunda,ecrire,to write,skryf,bhala,1.0,Positif,Verbe,to write,om te skryf
kunvua,entendre,hear,hoor,ukuzwa,1.0,Positif,Verbe,hear,hoor
kuteleja,ecouter,listen,luister,lalela,1.0,Positif,Verbe,listen,luister
kusengelela,supplier,beggar,smeek,umhlinzeki,1.0,Positif,Verbe,supplier,verskaffer
bitotshi,boue,mud,modder,udaka,1.0,Positif,Mot,mud,modder
kulongesha,enseigner,teach,leer,fundisa,1.0,Positif,Verbe,teach,onderrig
kupatuka,sortir,to go out,gaan uit,phuma,1.0,Positif,Verbe,to go out,om uit te gaan
kuvuala,porter,to carry,dra,ukugqoka,1.0,Positif,Verbe,to carry,om te dra
ndenji,bebiteur,bebiteur,babbelaar,i-bebiter,1.0,Positif,Mot,bebiteur,bebiteur
kunaya,jouer,play,speel,dlala,1.0,Positif,Verbe,play,speel
mubangila,fiancer,to engage,betrek,ukuthembisana umshado,1.0,Positif,Mot,fiancé,verloofde
muanzankongolu,arcenciel,rainbow,reënboog,i-arcenciel,1.0,Positif,Mot,rainbow,reënboog
nvula,pluie,rain,reën,imvula,1.0,Positif,Mot,rain,reën
tumbela,arachide,peanut,grondboontjiebotter,i-peanut,1.0,Positif,Mot,peanut,grondboontjie
kubola,pourrir,rot,vrot,ukubola,-2.0,Negatif,Mot,rot,verrotting
moyi,salutation,greeting,groet,ukubingelela,3.0,Positif,Mot,greeting,groet
dinu,dent,tooth,tand,izinyo,3.0,Positif,Mot,tooth,tand
luzadi,ongle,nail,nael,izinzipho,3.0,Positif,Mot,nail,spyker
mushiku,lèvre,lip,lip,izindebe,3.0,Positif,Mot,lip,lip
muedi,barbe,beard,baard,intshebe,3.0,Positif,Mot,beard,baard
tshina,troue,hole,gat,imbobo,3.0,Positif,Mot,hole,gat
lukita,tombeau,tomb,graf,ithuna,3.0,Positif,Mot,tomb,graf
musheta,cercueil,coffin,kis,ibhokisi lokungcwaba,3.0,Positif,Mot,coffin,kis
kutanda,gronder,scold,skel,i-rumble,3.0,Positif,Verbe,scold,skel
mukela,sel,salt,sout,usawoti,3.0,Positif,Mot,salt,sout
lukombu,baler,to sweep,vee,i-baler,3.0,Positif,Mot,baler,baler
kuasa,brancher,connect,prop,ngena,3.0,Positif,Verbe,connect,verbind
kulela,accoucher,give birth,gee geboorte,ukuzala,3.0,Positif,Verbe,giving birth,geboorte gee
kulonga,etudier,to study,studie,cwaningo,3.0,Positif,Verbe,to study,om te studeer
kuvuala,s'abiller,to dress,rok,ukusula,3.0,Positif,Verbe,to get dressed,om aan te trek
kuenda,marcher,to walk,loop,ukuhamba ngezinyawo,3.0,Positif,Verbe,to walk,om te loop
kuamba,dire,say,sê,bathi,3.0,Positif,Verbe,say,sê
kuakula,parler,talk,praat,khuluma,3.0,Positif,Verbe,talk,praat
kudia,manger,eat,eet,udle,3.0,Positif,Verbe,eat,eet
kusumba,acheter,buy,koop,thenga,3.0,Positif,Verbe,buy,koop
kubanda,monter,to go up,klim,Phakamisa,3.0,Positif,Verbe,to go up,om op te gaan
kubenga,refuser,refuse,weier,Enqaba,3.0,Positif,Verbe,refuse,weier
kupatuka,sortir,to go out,gaan uit,phuma,3.0,Positif,Verbe,to go out,om uit te gaan
kusomba,s'assoir,to sit down,sit,hlala phansi,3.0,Positif,Verbe,sit down,gaan sit
kulenga,toucher,to touch,raak aan,thinta,3.0,Positif,Verbe,to touch,om aan te raak
kutuala,emener,to take away,neem weg,thatha,3.0,Positif,Verbe,bring,bring
kuimansha,jetter,throw,gooi weg,lahla,3.0,Positif,Verbe,throw,gooi
kubugna,plier,bend,vou,ukusonga,3.0,Positif,Verbe,bend,buig
kuenza,fair,fair,doen,ilungile,3.0,Positif,Verbe,fair,billik
kulekala,laisser,to leave,laat gaan,ukuhamba,3.0,Positif,Verbe,to leave ,om te vertrek 
kumvua,ecouter,listen,luister,lalela,3.0,Positif,Verbe,listen,luister
kukuluka,tomber,to fall,laat val,ekwindla,-1.0,Negatif,Verbe,to fall,om te val
kunanga,aimer,to like,liefde,thanda,2.0,Positif,Verbe,to like,om van te hou
kulala,dormir,sleep,slaap,ubuthongo,2.0,Positif,Verbe,sleep,slaap
bulalu,lit,bed,bed,umbhede,2.0,Positif,Verbe,bed,bed
mupana,pantallon,pants,broek,ibhulukwe,2.0,Positif,Mot,pants,broek
nkanzu,robe,dress,rok,ingubo yokugqoka,2.0,Positif,Mot,dress,rok
kulomba,demander,ask,vra,buza,2.0,Positif,Verbe,ask,vra
kuibila,frauder,defraud,bedrieg,ukukhwabanisa,3.0,Positif,Verbe,defraud,bedrieg
kututa,tapper,tap,tik,umshini wokuthepha,6.0,Positif,Verbe,type,tipe
mesa,table,table,tafel,itafula,5.0,Positif,Mot,table,tafel
kupingana,rentrer,to return,gaan terug in,buyela,3.0,Positif,Verbe,to return,om terug te keer
kusomba,s'assoire,to sit down,sit,hlala phansi,3.0,Positif,Verbe,sit down,gaan sit
kupeta,trouver,find,vind,thola,5.0,Positif,Verbe,find,vind
tatu,père,father,vader,ubaba,3.0,Positif,Mot,father,pa
mamu,mère,mother,moeder,umama,3.0,Positif,Mot,mother,moeder
mwana,enfant,child,kind,ingane,3.0,Positif,Mot,child,kind
mukaji,femme,women,vrou,owesifazane,3.0,Positif,Mot,women,vroue
mutelu,chemise,shirt,hemp,ihembe,3.0,Positif,Mot,shirt,hemp
lupangu,parcelle,plot,pakkie,icebo,3.0,Positif,Mot,plot,plot
tshibuta,malette,briefcase,aktetas,isikhwama semali,3.0,Positif,Mot,briefcase,aktetas
bilatu,chaussure,shoe,skoen,isicathulo,3.0,Positif,Mot,shoe,skoen
moyo,cœur,heart,hart,inhliziyo,3.0,Positif,Mot,heart,hart
machi,sang,blood,bloed,igazi,3.0,Positif,Mot,blood,bloed
mukolu,jambe,leg,been,umlenze,3.0,Positif,Mot,leg,been
disu,oeuil,eye,oog,iso,3.0,Positif,Mot,eye,oog
maboko,bras,arm,arm,ingalo,3.0,Positif,Mot,arm,arm
makasa,pierds,stones,voete,ama-pierd,3.0,Positif,Mot,pierds,piere
minu,doigts,fingers,vingers,iminwe,3.0,Positif,Mot,fingers,vingers
mayi,œufs,eggs,eiers,amaqanda,3.0,Positif,Mot,eggs,eiers
tshiadi,poitrine,chest,bors,isifuba,3.0,Positif,Mot,chest,bors
mongu,dot,dowry,bruidskat,amachashazi,3.0,Positif,Mot,dowry,bruidskat
kaombu,talont,heel,hak,i-talont,3.0,Positif,Mot,heel,hak
mulume,mari,husband,man,indoda,3.0,Positif,Mot,husband,man
mbuji,chèvre,goat,bok,imbuzi,3.0,Positif,Mot,goat,bok
ngomba,vache,cow,koei,inkomo,3.0,Positif,Mot,cow,koei
nyunyi,oiseaux,birds,voëls,izinyoni,3.0,Positif,Mot,birds,voëls
nyoka,serpent,snake,slang,inyoka,3.0,Positif,Mot,snake,slang
nguluba,porc,pork,vark,inyama yengulube,3.0,Positif,Mot,pork,varkvleis
dibata,canard,duck,eend,idada,3.0,Positif,Mot,duck,eend
mbotsha,kobail,kobail,kobal,i-kobail,3.0,Positif,Mot,kobail,kobail
nzevu,elephant,elephant,olifant,indlovu,3.0,Positif,Mot,elephant,olifant
lomba,salamandre,salamander,salamander,i-salamander,3.0,Positif,Mot,salamander,salamander
ntambua,lion,lion,leeu,Ibhubesi,3.0,Positif,Mot,lion,leeu
kangenena,insecte,insect,insek,isinambuzane,3.0,Positif,Mot,insect,insek
tshitala,coque,hull,kokkel,igobolondo,3.0,Positif,Mot,hull,romp
tshikuka,poule,chicken,hen,inkukhu,3.0,Positif,Mot,chicken,hoender
mayi,eau,water,water,Amanzi,3.0,Positif,Mot,water,water
lupuichi,poussière,dust,stof,uthuli,3.0,Positif,Mot,dust,stof
mudilu,feu,fire,vuur,umlilo,3.0,Positif,Mot,fire,vuur
mvula,pluie,rain,reën,imvula,3.0,Positif,Mot,rain,reën
mukidi,ravin,ravine,ravyn,umhosha,3.0,Positif,Mot,ravine,kloof
tshiomba,manioc,cassava,kassawe,i-cassava,3.0,Positif,Mot,cassava,kassawe
mafuta,ouil,yes,olie,i-oil,3.0,Positif,Mot,oil,olie
makala,braise,braised,kooltjies,ama-embers,3.0,Positif,Mot,braised,gestoof
mutshi,arbre,TREE,boom,isihlahla,3.0,Positif,Mot,TREE,BOOM
dibwa,pierre,rock,klip,itshe,3.0,Positif,Mot,rock ,rots 
mashinda,hèrbe,grass,gras,i-Hèrbe,3.0,Positif,Mot,grass,gras
nsoka,cailloux,pebbles,klippies,ama-pebble,3.0,Positif,Mot,pebbles,klippies
binu,jenoux,jenoux,kinders,i-jenoux,3.0,Positif,Mot,jens,jens
nzubu,maison,House,huis,indlu,3.0,Positif,Mot,House,Huis
lumuenu,vittre,window,venster,ukucwebezela,3.0,Positif,Mot,glass,glas
tshiamua,piesse,piesse,pi esse,i-piesse,3.0,Positif,Mot,piss,pis
mpala,frond,frond,blaar,i-frond,3.0,Positif,Mot,frond,frond
makuta,argent,money,geld,imali,3.0,Positif,Mot,money,geld
losa,riz,rice,rys,ilayisi,3.0,Positif,Mot,rice,rys
binsonji,larme,tear,skeur,izinyembezi,3.0,Positif,Mot,tear,skeur
maleta,lettre,letter,brief,incwadi,3.0,Positif,Mot,letter,brief
nsuki,cheveux,hair,hare,izinwele,3.0,Positif,Mot,hair,hare
bualu,problème,issue,probleem,inkinga,3.0,Positif,Mot,issue,kwessie
kuimba,chanter,sing,sing,cula,3.0,Positif,Verbe,sing,sing
musambu,chanson,song,liedjie,iculo,3.0,Positif,Mot,song,liedjie
diulu,ciel,sky,hemel,isibhakabhaka,3.0,Positif,Mot,sky,lug
muyiki,causerie,chat,gesels,khuluma,3.0,Positif,Mot,chat,gesels
kupueka,descendre,to come down,daal af,Yisa phansi,3.0,Positif,Verbe,to come down,om af te kom
nzebwa,courant,fluent,huidige,okwamanje,3.0,Positif,Mot,fluent,vlot
lulengu,paresse,laziness,luiheid,ubuvila,3.0,Positif,Mot,laziness,luiheid
mabela,lait,milk,melk,ubisi,3.0,Positif,Mot,milk,melk
bulenga,bonté,goodness,vriendelikheid,umusa,3.0,Positif,Mot,goodness,goedheid
bulunda,amitié,friendship,vriendskap,ubungani,3.0,Positif,Mot,friendship,vriendskap
mulunda,ami,friend,vriend,umngani,3.0,Positif,Mot,friend,vriend
muimvi,voleur,thief,dief,isela,3.0,Positif,Mot,thief,dief
Anyïma,Ame,soul,siel,Soul,3.0,Positif,Mot,Soul,Siel
Bipeta,Résultats,results,resultate,Imiphumela,3.0,Positif,Mot,Results,Resultate
Bowa,Peur,fear,vrees,Ukwesaba,1.0,Negatif,Mot,Fear,Vrees
Buakana,Bonté,goodness,goedheid,Umusa,3.0,Positif,Mot,Goodness,Goedheid
Bubi,Péché,fishing,sonde,Isono,1.0,Negatif,Mot,Fishing,Visvang
Budikadidi,Liberté,freedom,vryheid,Inkululeko,3.0,Positif,Mot,Freedom,Vryheid
Buenzeji,Impact,impact,impak,Igalelo,1.0,Negatif,Mot,Impact,Impak
Bukenka,Lumière,light,lig,Ukukhanya,3.0,Positif,Mot,Light,Lig
Bukokeshi,Pouvoir,power,krag,Amandla,3.0,Positif,Mot,Power,Krag
Bukola,Force,strength,sterkte,Amandla,3.0,Positif,Mot,Strength,Sterkte
Bulanda,Pauvreté,poverty,armoede,Ubumpofu,1.0,Negatif,Mot,Poverty,Armoede
Bulelela,Vérité,truth,waarheid,Iqiniso,3.0,Positif,Mot,Truth,Waarheid
Bundu,Honte,shame,skaamte,Amahloni,2.0,Negatif,Mot,Shame,Skaamte
Butshimunyi,Victoire,victory,oorwinning,Ukunqoba,3.0,Positif,Mot,Victory,Oorwinning
Butumbi,Gloire,glory,glorie,Inkazimulo,3.0,Positif,Mot,Glory,Glorie
Diakabi,Malheur,misfortune,ongeluk,Inhlekelele,-5.0,Negatif,Mot,Misfortune,Ongeluk
Diambuluisha,Aide,help,hulp,Usizo,4.0,Positif,Mot,Help,Hulp
Dibanditshibua,Elévation,elevation,verheffing,Ukuphakanyiswa,4.0,Positif,Mot,Elevation,Hoogte
Dibenesha,Bénédiction,blessing,seën,Isibusiso,4.0,Positif,Mot,Blessing,Seën
Dibungama,Tristesse,sadness,hartseer,Usizi,-6.0,Negatif,Mot,Sadness,Hartseer
Difesto,Fête,party,viering,Iphathi,4.0,Positif,Mot,Party,Partytjie
Difutu,Salaire,salary,salaris,Umholo,4.0,Positif,Mot,Salary,Salaris
Dijikula,Déclaration,statement,verklaring,Isimemezelo,4.0,Positif,Verbe,Statement,Verklaring
Dijinga,Désir,desire,begeerte,Isifiso,4.0,Positif,Mot,Desire,Begeerte
Dikankamika,Exhortation,exhortation,aansporing,Isikhuthazo,4.0,Positif,Mot,Exhortation,Vermaning
Dikima,Audace,audacity,vermetelheid,Ukuba nesibindi,4.0,Positif,Mot,Audacity,Audacity
Dikokela,Soumission,submission,onderdanigheid,Ukuthumela,4.0,Positif,Mot,Submission,Voorlegging
Dikumbana,Capacité,ability,vermoë,Umthamo,4.0,Positif,Mot,Ability,Vermoë
Dilomba,Requête,request,versoek,Isicelo,4.0,Positif,Mot,Request,Versoek
Dimanya,Connaissance,awareness,kennis,Ulwazi,4.0,Positif,Mot,Awareness,Bewustheid
Dimanyisha,Annonce,announcement,aankondiging,Isimemezelo,4.0,Positif,Mot,Announcement,Aankondiging
Dipa,Don,Don,geskenk,Umnikelo,4.0,Positif,Mot,Don,Don
Dipangadika,Décision,decision,besluit,Isinqumo,4.0,Positif,Mot,Decision,Besluit
Disama,Maladie,disease,siekte,Isifo,-3.0,Negatif,Mot,Disease,Siekte
Disuludibua,Délivrance,deliverance,verlossing,Inkinga,1.0,Positif,Mot,Deliverance,Verlossing
Ditabuja,Foi,faith,geloof,Ukholo,1.0,Positif,Mot,Faith,Geloof
Ditawuluka,Séparation,separation,skeiding,Ukwehlukana,1.0,Positif,Mot,Separation,Skeiding
Ditekemena,Espérance,hope,hoop,Ithemba,1.0,Positif,Mot,Hope,Hoop
Ditetshibua,Tentation,temptation,versoeking,Isilingo,1.0,Positif,Mot,Temptation,Versoeking
