CILUBA,French,English,Afrikaans,Zulu,Score,Sentiment,Nature,English_Translation
lupepela,air,air,lug,umoya,2.0,Positif,Mot,air
buloba,monde,world,wêreld,umhlaba,2.0,Positif,Mot,world
anumpidieu,immediatement,immediately,onmiddellik,ngokushesha,2.0,Positif,Mot,immediately
bualubudimuakuezeka,possible,possible,moontlik,kungenzeka,2.0,Positif,Mot,possible
bualubudikabuyimuakuezeka,impossible,impossible,onmoontlik,akunakwenzeka,-2.0,Negatif,Mot,impossible
buabualukayi,pourquoi,Why,hoekom,kungani,0.0,Negatif,Mot,Why
biakana,parfaite,perfect,perfek,ayinankinga,4.0,Positif,Mot,perfect
muenacilema,egoiste,self-centered,selfsugtig,ubugovu,-5.0,Negatif,Mot,self-centered
umueka,visible,visible,sigbaar,iyabonakala,6.0,Positif,Mot,visible
kayilulamatu,infidele,unfaithful,ontrou,ukungathembeki,-3.0,Negatif,Mot,unfaithful
lulamatu,fidele,faithful,getrou,-thembekile,3.0,Positif,Mot,faithful
disengelela,supplication,supplication,smeking,ukunxusa,3.0,Positif,Mot,supplication
dipingana,retour,back,terugkeer,emuva,3.0,Positif,Mot,back
dikudimuna,variation,variation,variasie,ukuhlukahluka,3.0,Positif,Mot,variation
dikuatshisha,contribuer,contribute,bydra,faka isandla,3.0,Positif,Verbe,contribute
dikanyina,menace,threat,t bedreiging,usongo,-5.0,Negatif,Mot,threat
dijimina,disparaitre,disappear,verdwyn,shabalala,-6.0,Negatif,Mot,disappear
difuilalusa,pardon,pardon,vergifnis,ngiyaxolisa,1.0,Positif,Mot,pardon
dibela,discipline,discipline,dissipline,isiyalo,1.0,Positif,Mot,discipline
dibingishibua,justification,justification,regverdiging,ukuthethelela,1.0,Positif,Mot,justification
kutangila,surveillance,monitoring,toesig,ukuqapha,1.0,Positif,Mot,monitoring
mukawu,jalousie,jealousy,jaloesie,umona,-8.0,Negatif,Mot,jealousy
kuanyishibua,satisfaction,satisfaction,tevredenheid,ukwaneliseka,4.0,Positif,Mot,satisfaction
dinyingalala,regret,regret,spyt,ukuzisola,-8.0,Negatif,Mot,regret
disanka,enthousiasme,enthusiasm,entoesiasme,intshiseko,4.0,Positif,Mot,enthusiasm
kushikija,determination,determination,vasberadenheid,ukuzimisela,4.0,Positif,Mot,determination
kukina,hair,hate,hare,izinwele,-5.0,Negatif,Mot,hate
dielekana,inquietude,worry,bekommernis,ukukhathazeka,-4.0,Negatif,Mot,worry
dilenga,bonne,Good,goeie,kuhle,3.0,Positif,Mot,Good
dituku,journée,daytime,dag,usuku,3.0,Positif,Mot,daytime
muedi,barbe,beard,baard,intshebe,3.0,Positif,Mot,beard
mukana,bouche,mouth,mond,umlomo,3.0,Positif,Mot,mouth
diboko,bras,arm,arm,ingalo,3.0,Positif,Mot,arm
bongo,cerveau,brain,brein,ubuchopho,3.0,Positif,Mot,brain
kasuki,cheveu,hair,hare,izinwele,3.0,Positif,Mot,hair
kampombe,cheville,ankle,enkel,iqakala,3.0,Positif,Mot,ankle
lukofi,cil,eyelash,wimper,ama-eyelashes,3.0,Positif,Mot,eyelash
muoyo,cœur,heart,hart,inhliziyo,3.0,Positif,Mot,heart
nuongo,colonnevertébrale,spine,ruggraat,umgogodla,3.0,Positif,Mot,spine
mubidi,corps,body,liggaam,umzimba,3.0,Positif,Mot,body
libadi,cote,side,rib,isilinganiso,3.0,Positif,Mot,side
nshingu,cou,neck,nek,intamo,3.0,Positif,Mot,neck
lukenyibu,coude,elbow,elmboog,indololwane,3.0,Positif,Mot,elbow
tshibalubalu,crane,skull,skedel,i-skull,3.0,Positif,Mot,skull
tshibelo,cuisse,thigh,dy,ithanga,3.0,Positif,Mot,thigh
dinu,dent,tooth,tand,izinyo,3.0,Positif,Mot,tooth
munu,doigt,finger,vinger,umunwe,3.0,Positif,Mot,finger
nyima,dos,back,rug,emuva,3.0,Positif,Mot,back
dikaya,épaule,shoulder,skouer,ihlombe,3.0,Positif,Mot,shoulder
tshifu,estomac,stomach,maag,isisu,3.0,Positif,Mot,stomach
ditaku,fesse,buttock,boud,i-buttock,3.0,Positif,Mot,buttock
mutshima,foie,liver,lewer,isibindi,3.0,Positif,Mot,liver
mpala,front,forehead,voorkop,ingaphambili,3.0,Positif,Mot,forehead
tsinu,genou,knee,knie,idolo,3.0,Positif,Mot,knee
diminu,gorge,throat,keel,umphimbo,3.0,Positif,Mot,throat
kunyema,courrir,run,hardloop,gijima,3.0,Positif,Verbe,run
kudila,pleurer,cry,huil,khala,-7.0,Negatif,Verbe,cry
kusambila,prier,pray,bid,thandaza,5.0,Positif,Verbe,pray
kudima,cultiver,cultivate,kweek,hlakulela,5.0,Positif,Verbe,cultivate
kusalula,labourer,plow,ploeg,i-plough,5.0,Positif,Verbe,plow
luteta,graine,seed,saad,imbewu,5.0,Positif,Mot,seed
munya,soleil,sun,son,Ilanga,5.0,Positif,Mot,sun
budimi,champ,field,veld,inkambu,5.0,Positif,Mot,field
bowa,champignon,mushroom,sampioen,amakhowe,5.0,Positif,Mot,mushroom
buanga,fêtiche,fetish,fetish,iphathi,-1.0,Negatif,Mot,fetish
manga,medicaments,drugs,medisyne,imithi,2.0,Positif,Mot,drugs
kudia,manger,eat,eet,udle,2.0,Positif,Verbe,eat
tshisanji,radio,radio,radio,umsakazo,2.0,Positif,Mot,radio
tshisangilu,ristourne,discount,afslag,isaphulelo,2.0,Positif,Mot,rebate
kasengulu,tamis,sieve,sif,i-sieve,2.0,Positif,Mot,sieve
njiwu,danger,hazard,gevaar,ingozi,-6.0,Negatif,Verbe,hazard
kulongolola,arranger,arrange,rangskik,hlela,3.0,Positif,Verbe,arrange
bunyi,Motbre,word,Woord,IMotbre,3.0,Positif,Mot,Word
kukezula,purifier,purify,suiwer,hlanza,3.0,Positif,Verbe,purify
kubikakulufu,ressuciter,resurrect,opwek,ukuvuselela,1.0,Positif,Verbe,resurrect
bangilu,debut,beginning,begin,ukuqala,1.0,Positif,Mot,beginning
kubika,sereveiller,wake up,wakker word op,serene,1.0,Positif,Verbe,wake up
kulala,dormir,sleep,slaap,ubuthongo,1.0,Positif,Verbe,sleep
nshinga,fil,thread,draad,ucingo,1.0,Positif,Mot,thread
bubi,mal,wrong,bose,okubi,-1.0,Negatif,Mot,wrong
disanka,joie,joy,vreugde,injabulo,4.0,Positif,Mot,joy
buta,sandre,pikeperch,snoekbaars,isander,3.0,Positif,Mot,pike-perch
tshingoma,arme,armed,wapen,isikhali,-4.0,Negatif,Mot,armed
nkuasa,chaise,chair,stoel,isihlalo,2.0,Positif,Mot,chair
diba,montre,watch,kyk,bukela,2.0,Positif,Mot,watch
ngondo,lune,moon,maan,inyanga,2.0,Positif,Mot,moon
ditu,journer,day,dag,umdlali wasemini,2.0,Positif,Mot,day
nyama,animal,animal,dier,isilwane,2.0,Positif,Mot,animal
lumingu,semaine,week,week,iviki,2.0,Positif,Mot,week
nsangilu,assemblée,assembly,byeenkoms,umhlangano,2.0,Positif,Mot,assembly
biheta,résulat,result,resultaat,umphumela,2.0,Positif,Mot,result
mateta,examen,exam,eksamen,ukuhlolwa,2.0,Positif,Mot,exam
kunyema,fuir,flee,vlug,baleka,2.0,Positif,Verbe,flee
kusama,maladie,disease,siekte,isifo,-2.0,Negatif,Mot,disease
ludimi,langue,language,tong,Ulimi,4.0,Positif,Mot,language
matshi,oreille,ear,oor,indlebe,4.0,Positif,Mot,ear
nshingu,cou,neck,nek,intamo,4.0,Positif,Mot,neck
muaku,Mot,word,Woord,Igama,4.0,Positif,Mot,Word
lupepela,air,air,lug,umoya,4.0,Positif,Mot,air
kusomba,s'asseoire,to sit down,sit,hlala phansi,4.0,Positif,Verbe,to sit down
ngondo,mois,month,maand,izinyanga,4.0,Positif,Mot,month
kulua,venir,come,kom,woza,4.0,Positif,Verbe,come
kuya,partir,leave,verlaat,ukuhamba,4.0,Positif,Verbe,leave
tshibasa,banc,bench,bank,ibhentshi,4.0,Positif,Mot,bench
dibeji,papier,paper,papier,iphepha,4.0,Positif,Mot,paper
kabudimbua,sachet,bag,sak,isikhwama,4.0,Positif,Mot,bag
kabudimbua,macadame,tarmac,teerpad,i-macadame,4.0,Positif,Mot,macadam
njila,route,road,Roete,umgwaqo,4.0,Positif,Mot,road
benketshi,sceau,seal,seël,uphawu,4.0,Positif,Mot,seal
kusamuna,louer,to rent out,prys,ukuqasha,4.0,Positif,Verbe,to rent out
kukukuila,adorer,worship,aanbid,uthando,4.0,Positif,Verbe,worship
kosha,brûler,burn,brand,ashise,4.0,Positif,Verbe,burn
luwongu,ravin,ravine,kloof,umhosha,4.0,Positif,Mot,ravine
bulalu,lit,bed,bed,umbhede,4.0,Positif,Mot,bed
mitshi,arbre,TREE,boom,isihlahla,4.0,Positif,Mot,TREE
kushiya,laisser,to leave,laat,ukuhamba,4.0,Positif,Verbe,to leave 
dingeya,mangue,mango,mango,umango,4.0,Positif,Mot,mango
tshimuma,fruit,fruit,vrugte,izithelo,4.0,Positif,Mot,fruit
kabuta,malette,briefcase,aktetas,isikhwama semali,4.0,Positif,Mot,briefcase
bukula,farine,flour,meel,ufulawa,4.0,Positif,Mot,flour
kutokesha,blanchir,to whiten,bleikmiddel,i-bleach,1.0,Positif,Verbe,whiten
butoka,blancheur,whiteness,witheid,ubumhlophe,1.0,Positif,Mot,whiteness
kufunda,ecrire,to write,skryf,bhala,1.0,Positif,Verbe,to write
kunvua,entendre,hear,hoor,ukuzwa,1.0,Positif,Verbe,hear
kuteleja,ecouter,listen,luister,lalela,1.0,Positif,Verbe,listen
kusengelela,supplier,beggar,smeek,umhlinzeki,1.0,Positif,Verbe,supplier
bitotshi,boue,mud,modder,udaka,1.0,Positif,Mot,mud
kulongesha,enseigner,teach,leer,fundisa,1.0,Positif,Verbe,teach
kupatuka,sortir,to go out,gaan uit,phuma,1.0,Positif,Verbe,to go out
kuvuala,porter,to carry,dra,ukugqoka,1.0,Positif,Verbe,to carry
ndenji,bebiteur,bebiteur,babbelaar,i-bebiter,1.0,Positif,Mot,bebiteur
kunaya,jouer,play,speel,dlala,1.0,Positif,Verbe,play
mubangila,fiancer,to engage,betrek,ukuthembisana umshado,1.0,Positif,Mot,fiancé
muanzankongolu,arcenciel,rainbow,reënboog,i-arcenciel,1.0,Positif,Mot,rainbow
nvula,pluie,rain,reën,imvula,1.0,Positif,Mot,rain
tumbela,arachide,peanut,grondboontjiebotter,i-peanut,1.0,Positif,Mot,peanut
kubola,pourrir,rot,vrot,ukubola,-2.0,Negatif,Mot,rot
moyi,salutation,greeting,groet,ukubingelela,3.0,Positif,Mot,greeting
dinu,dent,tooth,tand,izinyo,3.0,Positif,Mot,tooth
luzadi,ongle,nail,nael,izinzipho,3.0,Positif,Mot,nail
mushiku,lèvre,lip,lip,izindebe,3.0,Positif,Mot,lip
muedi,barbe,beard,baard,intshebe,3.0,Positif,Mot,beard
tshina,troue,hole,gat,imbobo,3.0,Positif,Mot,hole
lukita,tombeau,tomb,graf,ithuna,3.0,Positif,Mot,tomb
musheta,cercueil,coffin,kis,ibhokisi lokungcwaba,3.0,Positif,Mot,coffin
kutanda,gronder,scold,skel,i-rumble,3.0,Positif,Verbe,scold
mukela,sel,salt,sout,usawoti,3.0,Positif,Mot,salt
lukombu,baler,to sweep,vee,i-baler,3.0,Positif,Mot,baler
kuasa,brancher,connect,prop,ngena,3.0,Positif,Verbe,connect
kulela,accoucher,give birth,gee geboorte,ukuzala,3.0,Positif,Verbe,giving birth
kulonga,etudier,to study,studie,cwaningo,3.0,Positif,Verbe,to study
kuvuala,s'abiller,to dress,rok,ukusula,3.0,Positif,Verbe,to get dressed
kuenda,marcher,to walk,loop,ukuhamba ngezinyawo,3.0,Positif,Verbe,to walk
kuamba,dire,say,sê,bathi,3.0,Positif,Verbe,say
kuakula,parler,talk,praat,khuluma,3.0,Positif,Verbe,talk
kudia,manger,eat,eet,udle,3.0,Positif,Verbe,eat
kusumba,acheter,buy,koop,thenga,3.0,Positif,Verbe,buy
kubanda,monter,to go up,klim,Phakamisa,3.0,Positif,Verbe,to go up
kubenga,refuser,refuse,weier,Enqaba,3.0,Positif,Verbe,refuse
kupatuka,sortir,to go out,gaan uit,phuma,3.0,Positif,Verbe,to go out
kusomba,s'assoir,to sit down,sit,hlala phansi,3.0,Positif,Verbe,sit down
kulenga,toucher,to touch,raak aan,thinta,3.0,Positif,Verbe,to touch
kutuala,emener,to take away,neem weg,thatha,3.0,Positif,Verbe,bring
kuimansha,jetter,throw,gooi weg,lahla,3.0,Positif,Verbe,throw
kubugna,plier,bend,vou,ukusonga,3.0,Positif,Verbe,bend
kuenza,fair,fair,doen,ilungile,3.0,Positif,Verbe,fair
kulekala,laisser,to leave,laat gaan,ukuhamba,3.0,Positif,Verbe,to leave 
kumvua,ecouter,listen,luister,lalela,3.0,Positif,Verbe,listen
kukuluka,tomber,to fall,laat val,ekwindla,-1.0,Negatif,Verbe,to fall
kunanga,aimer,to like,liefde,thanda,2.0,Positif,Verbe,to like
kulala,dormir,sleep,slaap,ubuthongo,2.0,Positif,Verbe,sleep
bulalu,lit,bed,bed,umbhede,2.0,Positif,Verbe,bed
mupana,pantallon,pants,broek,ibhulukwe,2.0,Positif,Mot,pants
nkanzu,robe,dress,rok,ingubo yokugqoka,2.0,Positif,Mot,dress
kulomba,demander,ask,vra,buza,2.0,Positif,Verbe,ask
kuibila,frauder,defraud,bedrieg,ukukhwabanisa,3.0,Positif,Verbe,defraud
kututa,tapper,tap,tik,umshini wokuthepha,6.0,Positif,Verbe,type
mesa,table,table,tafel,itafula,5.0,Positif,Mot,table
kupingana,rentrer,to return,gaan terug in,buyela,3.0,Positif,Verbe,to return
kusomba,s'assoire,to sit down,sit,hlala phansi,3.0,Positif,Verbe,sit down
kupeta,trouver,find,vind,thola,5.0,Positif,Verbe,find
tatu,père,father,vader,ubaba,3.0,Positif,Mot,father
mamu,mère,mother,moeder,umama,3.0,Positif,Mot,mother
mwana,enfant,child,kind,ingane,3.0,Positif,Mot,child
mukaji,femme,women,vrou,owesifazane,3.0,Positif,Mot,women
mutelu,chemise,shirt,hemp,ihembe,3.0,Positif,Mot,shirt
lupangu,parcelle,plot,pakkie,icebo,3.0,Positif,Mot,plot
tshibuta,malette,briefcase,aktetas,isikhwama semali,3.0,Positif,Mot,briefcase
bilatu,chaussure,shoe,skoen,isicathulo,3.0,Positif,Mot,shoe
moyo,cœur,heart,hart,inhliziyo,3.0,Positif,Mot,heart
machi,sang,blood,bloed,igazi,3.0,Positif,Mot,blood
mukolu,jambe,leg,been,umlenze,3.0,Positif,Mot,leg
disu,oeuil,eye,oog,iso,3.0,Positif,Mot,eye
maboko,bras,arm,arm,ingalo,3.0,Positif,Mot,arm
makasa,pierds,stones,voete,ama-pierd,3.0,Positif,Mot,pierds
minu,doigts,fingers,vingers,iminwe,3.0,Positif,Mot,fingers
mayi,œufs,eggs,eiers,amaqanda,3.0,Positif,Mot,eggs
tshiadi,poitrine,chest,bors,isifuba,3.0,Positif,Mot,chest
mongu,dot,dowry,bruidskat,amachashazi,3.0,Positif,Mot,dowry
kaombu,talont,heel,hak,i-talont,3.0,Positif,Mot,heel
mulume,mari,husband,man,indoda,3.0,Positif,Mot,husband
mbuji,chèvre,goat,bok,imbuzi,3.0,Positif,Mot,goat
ngomba,vache,cow,koei,inkomo,3.0,Positif,Mot,cow
nyunyi,oiseaux,birds,voëls,izinyoni,3.0,Positif,Mot,birds
nyoka,serpent,snake,slang,inyoka,3.0,Positif,Mot,snake
nguluba,porc,pork,vark,inyama yengulube,3.0,Positif,Mot,pork
dibata,canard,duck,eend,idada,3.0,Positif,Mot,duck
mbotsha,kobail,kobail,kobal,i-kobail,3.0,Positif,Mot,kobail
nzevu,elephant,elephant,olifant,indlovu,3.0,Positif,Mot,elephant
lomba,salamandre,salamander,salamander,i-salamander,3.0,Positif,Mot,salamander
ntambua,lion,lion,leeu,Ibhubesi,3.0,Positif,Mot,lion
kangenena,insecte,insect,insek,isinambuzane,3.0,Positif,Mot,insect
tshitala,coque,hull,kokkel,igobolondo,3.0,Positif,Mot,hull
tshikuka,poule,chicken,hen,inkukhu,3.0,Positif,Mot,chicken
mayi,eau,water,water,Amanzi,3.0,Positif,Mot,water
lupuichi,poussière,dust,stof,uthuli,3.0,Positif,Mot,dust
mudilu,feu,fire,vuur,umlilo,3.0,Positif,Mot,fire
mvula,pluie,rain,reën,imvula,3.0,Positif,Mot,rain
mukidi,ravin,ravine,ravyn,umhosha,3.0,Positif,Mot,ravine
tshiomba,manioc,cassava,kassawe,i-cassava,3.0,Positif,Mot,cassava
mafuta,ouil,yes,olie,i-oil,3.0,Positif,Mot,oil
makala,braise,braised,kooltjies,ama-embers,3.0,Positif,Mot,braised
mutshi,arbre,TREE,boom,isihlahla,3.0,Positif,Mot,TREE
dibwa,pierre,rock,klip,itshe,3.0,Positif,Mot,rock 
mashinda,hèrbe,grass,gras,i-Hèrbe,3.0,Positif,Mot,grass
nsoka,cailloux,pebbles,klippies,ama-pebble,3.0,Positif,Mot,pebbles
binu,jenoux,jenoux,kinders,i-jenoux,3.0,Positif,Mot,jens
nzubu,maison,House,huis,indlu,3.0,Positif,Mot,House
lumuenu,vittre,window,venster,ukucwebezela,3.0,Positif,Mot,glass
tshiamua,piesse,piesse,pi esse,i-piesse,3.0,Positif,Mot,piss
mpala,frond,frond,blaar,i-frond,3.0,Positif,Mot,frond
makuta,argent,money,geld,imali,3.0,Positif,Mot,money
losa,riz,rice,rys,ilayisi,3.0,Positif,Mot,rice
binsonji,larme,tear,skeur,izinyembezi,3.0,Positif,Mot,tear
maleta,lettre,letter,brief,incwadi,3.0,Positif,Mot,letter
nsuki,cheveux,hair,hare,izinwele,3.0,Positif,Mot,hair
bualu,problème,issue,probleem,inkinga,3.0,Positif,Mot,issue
kuimba,chanter,sing,sing,cula,3.0,Positif,Verbe,sing
musambu,chanson,song,liedjie,iculo,3.0,Positif,Mot,song
diulu,ciel,sky,hemel,isibhakabhaka,3.0,Positif,Mot,sky
muyiki,causerie,chat,gesels,khuluma,3.0,Positif,Mot,chat
kupueka,descendre,to come down,daal af,Yisa phansi,3.0,Positif,Verbe,to come down
nzebwa,courant,fluent,huidige,okwamanje,3.0,Positif,Mot,fluent
lulengu,paresse,laziness,luiheid,ubuvila,3.0,Positif,Mot,laziness
mabela,lait,milk,melk,ubisi,3.0,Positif,Mot,milk
bulenga,bonté,goodness,vriendelikheid,umusa,3.0,Positif,Mot,goodness
bulunda,amitié,friendship,vriendskap,ubungani,3.0,Positif,Mot,friendship
mulunda,ami,friend,vriend,umngani,3.0,Positif,Mot,friend
muimvi,voleur,thief,dief,isela,3.0,Positif,Mot,thief
Anyïma,Ame,soul,siel,Soul,3.0,Positif,Mot,Soul
Bipeta,Résultats,results,resultate,Imiphumela,3.0,Positif,Mot,Results
Bowa,Peur,fear,vrees,Ukwesaba,1.0,Negatif,Mot,Fear
Buakana,Bonté,goodness,goedheid,Umusa,3.0,Positif,Mot,Goodness
Bubi,Péché,fishing,sonde,Isono,1.0,Negatif,Mot,Fishing
Budikadidi,Liberté,freedom,vryheid,Inkululeko,3.0,Positif,Mot,Freedom
Buenzeji,Impact,impact,impak,Igalelo,1.0,Negatif,Mot,Impact
Bukenka,Lumière,light,lig,Ukukhanya,3.0,Positif,Mot,Light
Bukokeshi,Pouvoir,power,krag,Amandla,3.0,Positif,Mot,Power
Bukola,Force,strength,sterkte,Amandla,3.0,Positif,Mot,Strength
Bulanda,Pauvreté,poverty,armoede,Ubumpofu,1.0,Negatif,Mot,Poverty
Bulelela,Vérité,truth,waarheid,Iqiniso,3.0,Positif,Mot,Truth
Bundu,Honte,shame,skaamte,Amahloni,2.0,Negatif,Mot,Shame
Butshimunyi,Victoire,victory,oorwinning,Ukunqoba,3.0,Positif,Mot,Victory
Butumbi,Gloire,glory,glorie,Inkazimulo,3.0,Positif,Mot,Glory
Diakabi,Malheur,misfortune,ongeluk,Inhlekelele,-5.0,Negatif,Mot,Misfortune
Diambuluisha,Aide,help,hulp,Usizo,4.0,Positif,Mot,Help
Dibanditshibua,Elévation,elevation,verheffing,Ukuphakanyiswa,4.0,Positif,Mot,Elevation
Dibenesha,Bénédiction,blessing,seën,Isibusiso,4.0,Positif,Mot,Blessing
Dibungama,Tristesse,sadness,hartseer,Usizi,-6.0,Negatif,Mot,Sadness
Difesto,Fête,party,viering,Iphathi,4.0,Positif,Mot,Party
Difutu,Salaire,salary,salaris,Umholo,4.0,Positif,Mot,Salary
Dijikula,Déclaration,statement,verklaring,Isimemezelo,4.0,Positif,Verbe,Statement
Dijinga,Désir,desire,begeerte,Isifiso,4.0,Positif,Mot,Desire
Dikankamika,Exhortation,exhortation,aansporing,Isikhuthazo,4.0,Positif,Mot,Exhortation
Dikima,Audace,audacity,vermetelheid,Ukuba nesibindi,4.0,Positif,Mot,Audacity
Dikokela,Soumission,submission,onderdanigheid,Ukuthumela,4.0,Positif,Mot,Submission
Dikumbana,Capacité,ability,vermoë,Umthamo,4.0,Positif,Mot,Ability
Dilomba,Requête,request,versoek,Isicelo,4.0,Positif,Mot,Request
Dimanya,Connaissance,awareness,kennis,Ulwazi,4.0,Positif,Mot,Awareness
Dimanyisha,Annonce,announcement,aankondiging,Isimemezelo,4.0,Positif,Mot,Announcement
Dipa,Don,Don,geskenk,Umnikelo,4.0,Positif,Mot,Don
Dipangadika,Décision,decision,besluit,Isinqumo,4.0,Positif,Mot,Decision
Disama,Maladie,disease,siekte,Isifo,-3.0,Negatif,Mot,Disease
Disuludibua,Délivrance,deliverance,verlossing,Inkinga,1.0,Positif,Mot,Deliverance
Ditabuja,Foi,faith,geloof,Ukholo,1.0,Positif,Mot,Faith
Ditawuluka,Séparation,separation,skeiding,Ukwehlukana,1.0,Positif,Mot,Separation
Ditekemena,Espérance,hope,hoop,Ithemba,1.0,Positif,Mot,Hope
Ditetshibua,Tentation,temptation,versoeking,Isilingo,1.0,Positif,Mot,Temptation
Dituampanda,Assister,to assist,bystand,Yiba khona,1.0,Positif,Verbe,To assist
Dituamushinga,Considérer,consider,oorweeg,Cabangela,1.0,Positif,Verbe,Consider
Ditumikila,Obéissance,obedience,gehoorsaamheid e,Ukulalela,1.0,Positif,Mot,Obedience
Kabingila,Raison,reason,Rede,Isizathu,1.0,Positif,Mot,Reason
Kalasisa,Exercice,exercise,Oefening,Ukuzivocavoca,1.0,Positif,Mot,Exercise
Kalumbila,Objectif,objective,Doelwit,Inhloso,1.0,Positif,Mot,Objective
Kuambulula,Reprendre,to resume,CV,Qhubeka,1.0,Positif,Verbe,To resume
Kudima,Cultiver,cultivate,Kweek,Hlakulela,1.0,Positif,Verbe,Cultivate
Kudiundisha,Elargir,expand,Brei uit,Nweba,1.0,Positif,Mot,Expand
Kueyemena,Confier,to entrust,Toevertrou,Phathisa,1.0,Positif,Verbe,Entrust
Kuibaka,Construire,build,Bou,Yakha,1.0,Positif,Verbe,Build
Kujandula,Découvrir,discover,Ontdek,Thola,1.0,Positif,Verbe,Discover
Kujimina,Disparaître,disappear,Verdwyn,Zinyamalale,1.0,Positif,Verbe,Disappear
Kukukuila,Adorer,worship,Aanbid,Uthando,1.0,Positif,Verbe,Worship
Kulenga,Toucher,to touch,Raak aan,Thinta,1.0,Positif,Verbe,To touch
Kuluka,Vomir,to vomit,Braak uit,Ukuhlanza,-2.0,Negatif,Verbe,To vomit
Kumanyinula,Reconnaitre,recognize,Herken,Vuma,3.0,Positif,Mot,Recognize
Kumva,Comprendre,to understand,Verstaan,Qonda,3.0,Positif,Mot,To understand
Kunanukila,Persévérance,perseverance,Volharding,Ukukhuthazela,3.0,Positif,Mot,Perseverance
Kunyoka,Punir,punish,Straf,Nikeza isijeziso,3.0,Positif,Verbe,Punish
Kunyunguluka,Contourner,bypass,Omseil,I-Bypass,3.0,Positif,Verbe,Bypass
Kusamba,Consoler,console,Troos,I-console,3.0,Positif,Verbe,Console
Kusambila,Prier,pray,Bid,Thandaza,3.0,Positif,Verbe,Pray
Kusankishibua,Satisfaire,satisfy,Bevredig,Yanelisekile,3.0,Positif,Mot,Satisfy
Kusekelela,Célébrer,celebrate,Vier,Gubha,3.0,Positif,Verbe,Celebrate
Kusemena,S'approcher,to approach,Nader,Indlela,3.0,Positif,Verbe,Approach
Kusoka,Invoquer,invoke,Aanroep,I-Summon,3.0,Positif,Verbe,Invoke
Kusumbulula,Racheter,redeem,Verlos,Sebenzisa,3.0,Positif,Verbe,Redeem
Kuteleja,Ecouter,listen,Luister,Lalela,3.0,Positif,Verbe,Listen
Kutonda,Confesser,confess,Bely,Vuma,3.0,Positif,Verbe,Confess
Kutshina,Craindre,to fear,Vrees,Ukwesaba,3.0,Positif,Verbe,To fear
Kutumbisha,Louer,to rent out,Lof,Qasha,3.0,Positif,Verbe,To rent out
Kuzanjika,Exalter,exalt,Verhef,Phakamisa,3.0,Positif,Mot,Exalt
Lujoku,Lenteur,slowness,Traagheid,Kancane,3.0,Positif,Mot,Slowness
Lukota,Crise,crisis,Krisis,Isimo esibucayi,3.0,Positif,Mot,Crisis
Lulamatu,Fidélité,loyalty,Getrouheid,Ukwethembeka,3.0,Positif,Mot,Loyalty
Lungenyi,Sagesse,wisdom,Wysheid,Ukuhlakanipha,3.0,Positif,Mot,Wisdom
Lusa,Compensions,compensations,Vergoedings,Isinxephezelo,3.0,Positif,Mot,Compensation
Lutambishi,Orgueil,pride,Trots,Ukuziqhenya,3.0,Positif,Mot,Pride
Lutatu,Peine,penalty,Pyn,Isijeziso,-4.0,Negatif,Mot,Penalty
Mafi,Mensonge,lie,Leuen,Amanga,-4.0,Negatif,Mot,Lie
Menyi,Intelligence,intelligence,Intelligensie,Ubuhlakani,5.0,Positif,Mot,Intelligence
Milayi,Promesses,promises,Beloftes,Izithembiso,5.0,Positif,Mot,Promises
Mimuemua,Sourire,smile,Glimlag,Mamatheka,5.0,Positif,Verbe,Smile
Muanu,Conte,tale,Storie,Ukuxoxa izindaba,5.0,Positif,Mot,Tale
Mufanu,Ressemblance,resemblance,Gelykenis,Ukufana,5.0,Positif,Mot,Resemblance
Mutshiawudi,Jalousie,jealousy,Jaloesie,Umhawu,-7.0,Negatif,Mot,Jealousy
Mveva,Sentiment,feeling,Voel,Umuzwa,4.0,Positif,Mot,Feeling
Ngasa,Grace,grace,Genade,Umusa,4.0,Positif,Mot,Grace
Njiwu,Danger,hazard,Gevaar,Ingozi,4.0,Positif,Verbe,Hazard
Nshobu,Défis,challenges,Uitdagings,Izinselele,4.0,Positif,Mot,Challenges
Nsungu,EMotion,emotion,EMosie,I-EMotion,4.0,Positif,Mot,Emotion
Nyota,Soif,thirsty,Dors,Ukoma,4.0,Positif,Mot,Thirsty
Nyuma,esprit,spirit,Gees,ingqondo,4.0,Positif,Mot,spirit
Nzala,Famine,famine,Hongersnood,Indlala,-6.0,Negatif,Mot,Famine
Tshihidi,Dimension,dimension,Dimensie,Usayizi,2.0,Positif,Mot,Dimension
Tshikadilu,Comportement,behavior,Gedrag,Ukuziphatha,2.0,Positif,Mot,Behavior
Tshikashi,Acclamation,acclamation,Aanvaar Liefde,Ukuvuma,2.0,Positif,Mot,Acclamation
Tshinji,Colère,anger,Woede,Intukuthelo,-1.0,Negatif,Mot,Anger
Tshishima,Miracle,miracle,Wonderwerk,Isimangaliso,3.0,Positif,Mot,Miracle
Tshitanaja,Distraction,distraction,Afleiding,Ukuphazamiseka,3.0,Positif,Mot,Distraction
Tshiwumbishi,Obstacle,obstacle,Hindernis,Isithiyo,3.0,Positif,Mot,Obstacle
nkuansa,chaise,chair,stoel,isihlalo,3.0,Positif,Mot,chair
mesa,table,table,tafel,itafula,3.0,Positif,Mot,table
tshinu,mortier,mortar,vysel,i-motar,3.0,Positif,Mot,mortar
