CILUBA,French,Afrikaans,Score,Sentiment,Nature,English_Translation
luwongu,ravin,kloof,4.0,Positif,Mot,ravine
bulalu,lit,bed,4.0,Positif,Mot,bed
mitshi,arbre,boom,4.0,Positif,Mot,TREE
kushiya,laisser,laat,4.0,Positif,Verbe,to leave 
dingeya,mangue,mango,4.0,Positif,Mot,mango
tshimuma,fruit,vrugte,4.0,Positif,Mot,fruit
kabuta,malette,aktetas,4.0,Positif,Mot,briefcase
bukula,farine,meel,4.0,Positif,Mot,flour
kutokesha,blanchir,bleikmiddel,1.0,Positif,Verbe,whiten
butoka,blancheur,witheid,1.0,Positif,Mot,whiteness
kufunda,ecrire,skryf,1.0,Positif,Verbe,to write
kunvua,entendre,hoor,1.0,Positif,Verbe,hear
kuteleja,ecouter,luister,1.0,Positif,Verbe,listen
kusengelela,supplier,smeek,1.0,Positif,Verbe,supplier
bitotshi,boue,modder,1.0,Positif,Mot,mud
kulongesha,enseigner,leer,1.0,Positif,Verbe,teach
kupatuka,sortir,gaan uit,1.0,Positif,Verbe,to go out
kuvuala,porter,dra,1.0,Positif,Verbe,to carry
ndenji,bebiteur,babbelaar,1.0,Positif,Mot,bebiteur
kunaya,jouer,speel,1.0,Positif,Verbe,play
mubangila,fiancer,betrek,1.0,Positif,Mot,fiancé
muanzankongolu,arcenciel,reënboog,1.0,Positif,Mot,rainbow
nvula,pluie,reën,1.0,Positif,Mot,rain
tumbela,arachide,grondboontjiebotter,1.0,Positif,Mot,peanut
kubola,pourrir,vrot,-2.0,Negatif,Mot,rot
moyi,salutation,groet,3.0,Positif,Mot,greeting
dinu,dent,tand,3.0,Positif,Mot,tooth
luzadi,ongle,nael,3.0,Positif,Mot,nail
mushiku,lèvre,lip,3.0,Positif,Mot,lip
muedi,barbe,baard,3.0,Positif,Mot,beard
tshina,troue,gat,3.0,Positif,Mot,hole
lukita,tombeau,graf,3.0,Positif,Mot,tomb
musheta,cercueil,kis,3.0,Positif,Mot,coffin
kutanda,gronder,skel,3.0,Positif,Verbe,scold
mukela,sel,sout,3.0,Positif,Mot,salt
lukombu,baler,vee,3.0,Positif,Mot,baler
kuasa,brancher,prop,3.0,Positif,Verbe,connect
kulela,accoucher,gee geboorte,3.0,Positif,Verbe,giving birth
kulonga,etudier,studie,3.0,Positif,Verbe,to study
kuvuala,s'abiller,rok,3.0,Positif,Verbe,to get dressed
kuenda,marcher,loop,3.0,Positif,Verbe,to walk
kuamba,dire,sê,3.0,Positif,Verbe,say
kuakula,parler,praat,3.0,Positif,Verbe,talk
kudia,manger,eet,3.0,Positif,Verbe,eat
kusumba,acheter,koop,3.0,Positif,Verbe,buy
kubanda,monter,klim,3.0,Positif,Verbe,to go up
kubenga,refuser,weier,3.0,Positif,Verbe,refuse
kupatuka,sortir,gaan uit,3.0,Positif,Verbe,to go out
kusomba,s'assoir,sit,3.0,Positif,Verbe,sit down
kulenga,toucher,raak aan,3.0,Positif,Verbe,to touch
kutuala,emener,neem weg,3.0,Positif,Verbe,bring
kuimansha,jetter,gooi weg,3.0,Positif,Verbe,throw
kubugna,plier,vou,3.0,Positif,Verbe,bend
kuenza,fair,doen,3.0,Positif,Verbe,fair
kulekala,laisser,laat gaan,3.0,Positif,Verbe,to leave 
kumvua,ecouter,luister,3.0,Positif,Verbe,listen
kukuluka,tomber,laat val,-1.0,Negatif,Verbe,to fall
kunanga,aimer,liefde,2.0,Positif,Verbe,to like
kulala,dormir,slaap,2.0,Positif,Verbe,sleep
bulalu,lit,bed,2.0,Positif,Verbe,bed
mupana,pantallon,broek,2.0,Positif,Mot,pants
nkanzu,robe,rok,2.0,Positif,Mot,dress
kulomba,demander,vra,2.0,Positif,Verbe,ask
kuibila,frauder,bedrieg,3.0,Positif,Verbe,defraud
kututa,tapper,tik,6.0,Positif,Verbe,type
mesa,table,tafel,5.0,Positif,Mot,table
kupingana,rentrer,gaan terug in,3.0,Positif,Verbe,to return
kusomba,s'assoire,sit,3.0,Positif,Verbe,sit down
kupeta,trouver,vind,5.0,Positif,Verbe,find
tatu,père,vader,3.0,Positif,Mot,father
mamu,mère,moeder,3.0,Positif,Mot,mother
mwana,enfant,kind,3.0,Positif,Mot,child
mukaji,femme,vrou,3.0,Positif,Mot,women
mutelu,chemise,hemp,3.0,Positif,Mot,shirt
lupangu,parcelle,pakkie,3.0,Positif,Mot,plot
tshibuta,malette,aktetas,3.0,Positif,Mot,briefcase
bilatu,chaussure,skoen,3.0,Positif,Mot,shoe
moyo,cœur,hart,3.0,Positif,Mot,heart
machi,sang,bloed,3.0,Positif,Mot,blood
mukolu,jambe,been,3.0,Positif,Mot,leg
disu,oeuil,oog,3.0,Positif,Mot,eye
maboko,bras,arm,3.0,Positif,Mot,arm
makasa,pierds,voete,3.0,Positif,Mot,pierds
minu,doigts,vingers,3.0,Positif,Mot,fingers
mayi,œufs,eiers,3.0,Positif,Mot,eggs
tshiadi,poitrine,bors,3.0,Positif,Mot,chest
mongu,dot,bruidskat,3.0,Positif,Mot,dowry
kaombu,talont,hak,3.0,Positif,Mot,heel
mulume,mari,man,3.0,Positif,Mot,husband
mbuji,chèvre,bok,3.0,Positif,Mot,goat
ngomba,vache,koei,3.0,Positif,Mot,cow
nyunyi,oiseaux,voëls,3.0,Positif,Mot,birds
nyoka,serpent,slang,3.0,Positif,Mot,snake
nguluba,porc,vark,3.0,Positif,Mot,pork
dibata,canard,eend,3.0,Positif,Mot,duck
mbotsha,kobail,kobal,3.0,Positif,Mot,kobail
nzevu,elephant,olifant,3.0,Positif,Mot,elephant
lomba,salamandre,salamander,3.0,Positif,Mot,salamander
ntambua,lion,leeu,3.0,Positif,Mot,lion
kangenena,insecte,insek,3.0,Positif,Mot,insect
tshitala,coque,kokkel,3.0,Positif,Mot,hull
tshikuka,poule,hen,3.0,Positif,Mot,chicken
mayi,eau,water,3.0,Positif,Mot,water
lupuichi,poussière,stof,3.0,Positif,Mot,dust
mudilu,feu,vuur,3.0,Positif,Mot,fire
mvula,pluie,reën,3.0,Positif,Mot,rain
mukidi,ravin,ravyn,3.0,Positif,Mot,ravine
tshiomba,manioc,kassawe,3.0,Positif,Mot,cassava
mafuta,ouil,olie,3.0,Positif,Mot,oil
makala,braise,kooltjies,3.0,Positif,Mot,braised
mutshi,arbre,boom,3.0,Positif,Mot,TREE
dibwa,pierre,klip,3.0,Positif,Mot,rock 
mashinda,hèrbe,gras,3.0,Positif,Mot,grass
nsoka,cailloux,klippies,3.0,Positif,Mot,pebbles
binu,jenoux,kinders,3.0,Positif,Mot,jens
nzubu,maison,huis,3.0,Positif,Mot,House
lumuenu,vittre,venster,3.0,Positif,Mot,glass
tshiamua,piesse,pi esse,3.0,Positif,Mot,piss
mpala,frond,blaar,3.0,Positif,Mot,frond
makuta,argent,geld,3.0,Positif,Mot,money
losa,riz,rys,3.0,Positif,Mot,rice
binsonji,larme,skeur,3.0,Positif,Mot,tear
maleta,lettre,brief,3.0,Positif,Mot,letter
nsuki,cheveux,hare,3.0,Positif,Mot,hair
bualu,problème,probleem,3.0,Positif,Mot,issue
kuimba,chanter,sing,3.0,Positif,Verbe,sing
musambu,chanson,liedjie,3.0,Positif,Mot,song
diulu,ciel,hemel,3.0,Positif,Mot,sky
muyiki,causerie,gesels,3.0,Positif,Mot,chat
kupueka,descendre,daal af,3.0,Positif,Verbe,to come down
nzebwa,courant,huidige,3.0,Positif,Mot,fluent
lulengu,paresse,luiheid,3.0,Positif,Mot,laziness
mabela,lait,melk,3.0,Positif,Mot,milk
bulenga,bonté,vriendelikheid,3.0,Positif,Mot,goodness
bulunda,amitié,vriendskap,3.0,Positif,Mot,friendship
mulunda,ami,vriend,3.0,Positif,Mot,friend
muimvi,voleur,dief,3.0,Positif,Mot,thief
Anyïma,Ame,siel,3.0,Positif,Mot,Soul
Bipeta,Résultats,resultate,3.0,Positif,Mot,Results
Bowa,Peur,vrees,1.0,Negatif,Mot,Fear
Buakana,Bonté,goedheid,3.0,Positif,Mot,Goodness
Bubi,Péché,sonde,1.0,Negatif,Mot,Fishing
Budikadidi,Liberté,vryheid,3.0,Positif,Mot,Freedom
Buenzeji,Impact,impak,1.0,Negatif,Mot,Impact
Bukenka,Lumière,lig,3.0,Positif,Mot,Light
Bukokeshi,Pouvoir,krag,3.0,Positif,Mot,Power
Bukola,Force,sterkte,3.0,Positif,Mot,Strength
Bulanda,Pauvreté,armoede,1.0,Negatif,Mot,Poverty
Bulelela,Vérité,waarheid,3.0,Positif,Mot,Truth
Bundu,Honte,skaamte,2.0,Negatif,Mot,Shame
Butshimunyi,Victoire,oorwinning,3.0,Positif,Mot,Victory
Butumbi,Gloire,glorie,3.0,Positif,Mot,Glory
Diakabi,Malheur,ongeluk,-5.0,Negatif,Mot,Misfortune
Diambuluisha,Aide,hulp,4.0,Positif,Mot,Help
Dibanditshibua,Elévation,verheffing,4.0,Positif,Mot,Elevation
Dibenesha,Bénédiction,seën,4.0,Positif,Mot,Blessing
Dibungama,Tristesse,hartseer,-6.0,Negatif,Mot,Sadness
Difesto,Fête,viering,4.0,Positif,Mot,Party
Difutu,Salaire,salaris,4.0,Positif,Mot,Salary
Dijikula,Déclaration,verklaring,4.0,Positif,Verbe,Statement
Dijinga,Désir,begeerte,4.0,Positif,Mot,Desire
Dikankamika,Exhortation,aansporing,4.0,Positif,Mot,Exhortation
Dikima,Audace,vermetelheid,4.0,Positif,Mot,Audacity
Dikokela,Soumission,onderdanigheid,4.0,Positif,Mot,Submission
Dikumbana,Capacité,vermoë,4.0,Positif,Mot,Ability
Dilomba,Requête,versoek,4.0,Positif,Mot,Request
Dimanya,Connaissance,kennis,4.0,Positif,Mot,Awareness
Dimanyisha,Annonce,aankondiging,4.0,Positif,Mot,Announcement
Dipa,Don,geskenk,4.0,Positif,Mot,Don
Dipangadika,Décision,besluit,4.0,Positif,Mot,Decision
Disama,Maladie,siekte,-3.0,Negatif,Mot,Disease
Disuludibua,Délivrance,verlossing,1.0,Positif,Mot,Deliverance
Ditabuja,Foi,geloof,1.0,Positif,Mot,Faith
Ditawuluka,Séparation,skeiding,1.0,Positif,Mot,Separation
Ditekemena,Espérance,hoop,1.0,Positif,Mot,Hope
Ditetshibua,Tentation,versoeking,1.0,Positif,Mot,Temptation
Dituampanda,Assister,bystand,1.0,Positif,Verbe,To assist
Dituamushinga,Considérer,oorweeg,1.0,Positif,Verbe,Consider
Ditumikila,Obéissance,gehoorsaamheid e,1.0,Positif,Mot,Obedience
Kabingila,Raison,Rede,1.0,Positif,Mot,Reason
Kalasisa,Exercice,Oefening,1.0,Positif,Mot,Exercise
Kalumbila,Objectif,Doelwit,1.0,Positif,Mot,Objective
Kuambulula,Reprendre,CV,1.0,Positif,Verbe,To resume
Kudima,Cultiver,Kweek,1.0,Positif,Verbe,Cultivate
Kudiundisha,Elargir,Brei uit,1.0,Positif,Mot,Expand
Kueyemena,Confier,Toevertrou,1.0,Positif,Verbe,Entrust
Kuibaka,Construire,Bou,1.0,Positif,Verbe,Build
Kujandula,Découvrir,Ontdek,1.0,Positif,Verbe,Discover
Kujimina,Disparaître,Verdwyn,1.0,Positif,Verbe,Disappear
Kukukuila,Adorer,Aanbid,1.0,Positif,Verbe,Worship
Kulenga,Toucher,Raak aan,1.0,Positif,Verbe,To touch
Kuluka,Vomir,Braak uit,-2.0,Negatif,Verbe,To vomit
Kumanyinula,Reconnaitre,Herken,3.0,Positif,Mot,Recognize
Kumva,Comprendre,Verstaan,3.0,Positif,Mot,To understand
Kunanukila,Persévérance,Volharding,3.0,Positif,Mot,Perseverance
Kunyoka,Punir,Straf,3.0,Positif,Verbe,Punish
Kunyunguluka,Contourner,Omseil,3.0,Positif,Verbe,Bypass
Kusamba,Consoler,Troos,3.0,Positif,Verbe,Console
Kusambila,Prier,Bid,3.0,Positif,Verbe,Pray
Kusankishibua,Satisfaire,Bevredig,3.0,Positif,Mot,Satisfy
Kusekelela,Célébrer,Vier,3.0,Positif,Verbe,Celebrate
Kusemena,S'approcher,Nader,3.0,Positif,Verbe,Approach
Kusoka,Invoquer,Aanroep,3.0,Positif,Verbe,Invoke
Kusumbulula,Racheter,Verlos,3.0,Positif,Verbe,Redeem
Kuteleja,Ecouter,Luister,3.0,Positif,Verbe,Listen
Kutonda,Confesser,Bely,3.0,Positif,Verbe,Confess
Kutshina,Craindre,Vrees,3.0,Positif,Verbe,To fear
Kutumbisha,Louer,Lof,3.0,Positif,Verbe,To rent out
Kuzanjika,Exalter,Verhef,3.0,Positif,Mot,Exalt
Lujoku,Lenteur,Traagheid,3.0,Positif,Mot,Slowness
Lukota,Crise,Krisis,3.0,Positif,Mot,Crisis
Lulamatu,Fidélité,Getrouheid,3.0,Positif,Mot,Loyalty
Lungenyi,Sagesse,Wysheid,3.0,Positif,Mot,Wisdom
Lusa,Compensions,Vergoedings,3.0,Positif,Mot,Compensation
Lutambishi,Orgueil,Trots,3.0,Positif,Mot,Pride
Lutatu,Peine,Pyn,-4.0,Negatif,Mot,Penalty
Mafi,Mensonge,Leuen,-4.0,Negatif,Mot,Lie
Menyi,Intelligence,Intelligensie,5.0,Positif,Mot,Intelligence
Milayi,Promesses,Beloftes,5.0,Positif,Mot,Promises
Mimuemua,Sourire,Glimlag,5.0,Positif,Verbe,Smile
Muanu,Conte,Storie,5.0,Positif,Mot,Tale
Mufanu,Ressemblance,Gelykenis,5.0,Positif,Mot,Resemblance
Mutshiawudi,Jalousie,Jaloesie,-7.0,Negatif,Mot,Jealousy
Mveva,Sentiment,Voel,4.0,Positif,Mot,Feeling
Ngasa,Grace,Genade,4.0,Positif,Mot,Grace
Njiwu,Danger,Gevaar,4.0,Positif,Verbe,Hazard
Nshobu,Défis,Uitdagings,4.0,Positif,Mot,Challenges
Nsungu,EMotion,EMosie,4.0,Positif,Mot,Emotion
Nyota,Soif,Dors,4.0,Positif,Mot,Thirsty
Nyuma,esprit,Gees,4.0,Positif,Mot,spirit
Nzala,Famine,Hongersnood,-6.0,Negatif,Mot,Famine
Tshihidi,Dimension,Dimensie,2.0,Positif,Mot,Dimension
Tshikadilu,Comportement,Gedrag,2.0,Positif,Mot,Behavior
Tshikashi,Acclamation,Aanvaar Liefde,2.0,Positif,Mot,Acclamation
Tshinji,Colère,Woede,-1.0,Negatif,Mot,Anger
Tshishima,Miracle,Wonderwerk,3.0,Positif,Mot,Miracle
Tshitanaja,Distraction,Afleiding,3.0,Positif,Mot,Distraction
Tshiwumbishi,Obstacle,Hindernis,3.0,Positif,Mot,Obstacle
nkuansa,chaise,stoel,3.0,Positif,Mot,chair
mesa,table,tafel,3.0,Positif,Mot,table
tshinu,mortier,vysel,3.0,Positif,Mot,mortar
muinshi,pilon,stamper,3.0,Positif,Mot,pestle
dilongu,assiette,bord,3.0,Positif,Mot,plate
kumona,voir,sien,3.0,Positif,Verbe,see
kuenda,marcher,loop,3.0,Positif,Verbe,to walk
tshilamba,habit,klere,3.0,Positif,Mot,habit
mashinyi,vehicule,voertuig,3.0,Positif,Mot,vehicle
kasolonyi,essence,petrol,3.0,Positif,Mot,essence
ndeka,avion,vliegtuig,3.0,Positif,Mot,plane
muinvi,voleur,dief,-4.0,Negatif,Mot,thief
muloji,sorcier,towenaar,-7.0,Negatif,Mot,wizard
ndumba,prostituer,prostituut,-3.0,Negatif,Mot,prostitute
tshintu,chose,ding,5.0,Positif,Mot,thing
dikopu,gobelet,koppie,5.0,Positif,Mot,cup
lukutu,ceuilleur,versamelaar,5.0,Positif,Mot,picker
nsuki,cheveux,hare,5.0,Positif,Mot,hair
matshi,sang,bloed,5.0,Positif,Mot,blood
Disu,œil,oog,5.0,Positif,Mot,eye
menu,dents,tande,5.0,Positif,Mot,teeth
ludimi,langue,tong,5.0,Positif,Mot,language
mitoto,etoiles,sterre,5.0,Positif,Mot,stars
ngondu,lune,maan,5.0,Positif,Mot,moon
diba,soleil,son,5.0,Positif,Mot,sun
tshisalu,marcher,loop,5.0,Positif,Verbe,to walk
kaleji,feuilledemanioc,kassaweblaar,5.0,Positif,Mot,cassava leaf
tshilunga,feuilledepatate,aartappelblaar,5.0,Positif,Mot,potatoleaf
matala,maïs,mielies,5.0,Positif,Mot,but
ngaji,noixdepalme,palmneut,5.0,Positif,Mot,palm nuts
mafuta,huile,olie,5.0,Positif,Mot,oil
mayi,eau,water,5.0,Positif,Mot,water
mabela,seins,borste,5.0,Positif,Mot,breasts
mutu,tête,kop,5.0,Positif,Mot,head
mapapa,babouches,pantoffels,5.0,Positif,Mot,slippers
bisabata,chaussures,skoene,5.0,Positif,Mot,shoes
musoku,village,dorpie,5.0,Positif,Mot,village
tshimenga,ville,stad,5.0,Positif,Mot,city
ditunga,pays,platteland,5.0,Positif,Mot,country
musulu,rivière,rivier,5.0,Positif,Mot,river
tshikela,poisson,vis,5.0,Positif,Mot,fish
ngomba,vâche,koei,5.0,Positif,Mot,cow
kabua,chien,hond,5.0,Positif,Mot,dog
kalulu,cobaille,proefkonyn,5.0,Positif,Mot,guinea pig
mbuji,chevre,bok,5.0,Positif,Mot,goat
mbumba,sceau,rob,5.0,Positif,Mot,seal
mbidika,cruche,kruik,5.0,Positif,Mot,jug
difu,ventre,maag,5.0,Positif,Mot,belly
mala,instins,instinkte,5.0,Positif,Mot,instincts
moyi,cœur,hart,5.0,Positif,Mot,heart
tshibi,porte,deur,5.0,Positif,Mot,door
didishi,fénêtre,venster,5.0,Positif,Mot,window
mulonda,tuyau,pyp,5.0,Positif,Mot,pipe 
kuenza,faire,doen,5.0,Positif,Verbe,TO DO
kuamba,dire,sê,5.0,Positif,Verbe,say
nyunyi,oiseau,voël,5.0,Positif,Mot,bird
tshianda,sorcellerie,heksery,5.0,Positif,Mot,witchcraft
mutelu,chemise,hemp,5.0,Positif,Mot,shirt
mupanu,pantalon,broek,5.0,Positif,Mot,pants
mukanda,livre,boek,5.0,Positif,Mot,book
kulonga,etudier,studie,5.0,Positif,Verbe,to study
kufunda,ecrire,skryf,5.0,Positif,Verbe,to write
kuakula,parler,praat,5.0,Positif,Verbe,talk
bualu,probleme,probleem,5.0,Positif,Mot,issue
mulongeshi,enseignant,onderwyser,5.0,Positif,Mot,teacher
kalasa,école,skool,5.0,Positif,Mot,school
diba,soleil,son,5.0,Positif,Mot,sun
luya,chaleur,hitte,5.0,Positif,Mot,heat
butuku,lanuit,nag,5.0,Positif,Mot,night
kamua,téléphone,telefoon,5.0,Positif,Mot,phone
mudilu,feu,vuurwerk,5.0,Positif,Mot,fire
mudimu,travail,werk,5.0,Positif,Mot,work
dina,Mot,Woord,5.0,Positif,Mot,Word
dibeji,papier,papier,5.0,Positif,Mot,paper
nzadi,orteils,tone,5.0,Positif,Mot,toes
minu,doigts,vingers,5.0,Positif,Mot,fingers
kabadi,harmoir,klerekas,5.0,Positif,Mot,wardrobe
kasaka,berceau,wieg,5.0,Positif,Mot,cradle
luesu,casserole,kastrol,5.0,Positif,Mot,pan
nshima,foufou,foufou,5.0,Positif,Mot,crazy
tshidimu,année,jaar,5.0,Positif,Mot,year
dituku,jour,dag,5.0,Positif,Mot,day
munyinyi,viande,vleis,5.0,Positif,Mot,meat
njilu,obergine,eiervrug,5.0,Positif,Mot,eggplant
mulembua,combo,kombo,5.0,Positif,Mot,combo
kunda,haricot,boontjie,5.0,Positif,Mot,bean
tumbela,arachides,grondboontjies,5.0,Positif,Mot,peanuts
nsoya,soja,sojabone,5.0,Positif,Mot,soy
tshiomba,manioc,kassawe,5.0,Positif,Mot,cassava
bulalu,lit,bed,5.0,Positif,Mot,bed
kubala,lire,lees,5.0,Positif,Verbe,read
nzubu,maison,huis,5.0,Positif,Mot,House
lutanda,veranda,stoep,5.0,Positif,Mot,veranda
nkumba,toilette,toilet,5.0,Positif,Mot,toilet
katambua,tabouret,stoeltjie,5.0,Positif,Mot,stool
malata,tole,plaatmetaal,5.0,Positif,Mot,sheet metal
nyinduwabujitu,marteau,hamer,5.0,Positif,Mot,hammer
tshibasa,bancs,banke,5.0,Positif,Mot,benches
tshingalu,brouette,kruiwa,5.0,Positif,Mot,wheelbarrow
tshimanu,murs,mure,5.0,Positif,Mot,walls
nkonfua,cille,kille,5.0,Positif,Mot,cille
kuya,aller,gaan,5.0,Positif,Verbe,go
kulua,venir,kom,5.0,Positif,Verbe,come
kunyema,courire,hardloop,5.0,Positif,Verbe,running
kukola,grandir,kweek,5.0,Positif,Verbe,to grow
kubenga,refuser,weier,-2.0,Negatif,Verbe,refuse
kunenga,tarder,vertraging,2.0,Positif,Verbe,delay
kabadi,armoire,klerekas,2.0,Positif,Mot,cupboard
disanga,joix,vreugde,2.0,Positif,Mot,joy
lumu,honneur,eer,2.0,Positif,Mot,honor
kunyenga,ravir,genot,2.0,Positif,Verbe,delight
disambila,priere,gebed,2.0,Positif,Verbe,prayer
kubenesha,benir,seën,2.0,Positif,Verbe,bless
disu,œil,oog,2.0,Positif,Mot,eye
dinu,dent,tand,2.0,Positif,Mot,tooth
dishi,oreille,oor,2.0,Positif,Mot,ear
lusenga,sable,sand,2.0,Positif,Mot,sand
lulengu,negligence,nalatigheid,2.0,Positif,Verbe,neglect
kwela,mettre,sit,2.0,Positif,Verbe,put
kuteka,placer,plek,2.0,Positif,Verbe,place
kutuma,envoyer,stuur,2.0,Positif,Verbe,send
kuendesha,conduire,k ry,2.0,Positif,Verbe,to drive
muaba,lieu,plek,2.0,Positif,Mot,place
nyama,animal,dier,2.0,Positif,Mot,animal
nyoka,serpent,slang,-5.0,Negatif,Mot,snake
dikaya,epaule,skouer,1.0,Positif,Mot,shoulder
dikisha,repos,rus,1.0,Positif,Verbe,rest
kuibaka,construire,bou,1.0,Positif,Verbe,build
mayi,eau,water,1.0,Positif,Mot,water
shingu,cou,nek,1.0,Positif,Mot,neck
mukanda,bible,Bybel,1.0,Positif,Mot,Bible
manyi,onction,salwing,1.0,Positif,Mot,anointing
kufunda,ecrire,skryf,1.0,Positif,Mot,to write
dimanya,connaissance,kennis,1.0,Positif,Mot,awareness
mungenyi,sagesse,wysheid,1.0,Positif,Mot,wisdom
menji,intelligence,intelligensie,1.0,Positif,Mot,intelligence
tshibangishilu,commencement,begin,1.0,Positif,Verbe,beginning
lutulu,patience,geduld,1.0,Positif,Mot,patience
nkurusa,croix,kruis,1.0,Positif,Mot,cross
diampa,pain,brood,1.0,Positif,Mot,bread
mvinyo,vigne,wingerdstok,1.0,Positif,Verbe,vine
bulela,verite,waarheid,1.0,Positif,Verbe,truth
kuimba,chanter,sing,1.0,Positif,Verbe,sing
kulala,dormir,slaap,1.0,Positif,Verbe,sleep
bowa,peur,vrees,1.0,Positif,Verbe,fear
kanemu,respect,respek,1.0,Positif,Verbe,respect
dinanga,amour,liefde,1.0,Positif,Mot,love
mudimu,emploi,werk,1.0,Positif,Mot,job
kukuna,planter,plant,1.0,Positif,Verbe,plant
muntu,tete,kop,1.0,Positif,Mot,head
diboku,bras,arm,1.0,Positif,Mot,arm
kuvuala,porter,dra,1.0,Positif,Verbe,to carry
nzubu,maison,huis,1.0,Positif,Mot,House
butaka,sexe,seks,1.0,Positif,Mot,sex
kuenda,marcher,loop,1.0,Positif,Verbe,to walk
kuitaba,croire,glo,1.0,Positif,Verbe,believe
luteta,graine,saad,1.0,Positif,Mot,seed
lusenga,sable,sand,1.0,Positif,Mot,sand
mashi,sang,bloed,1.0,Positif,Mot,blood
lukutu,cuilliere,lepel,1.0,Positif,Mot,spoon
tshiadi,pointrine,bors,1.0,Positif,Mot,chest
bijitu,poid,gewig,1.0,Positif,Mot,weight
dilomba,demande,vra,1.0,Positif,Verbe,request
ditekemena,esparance,verwagting,1.0,Positif,Mot,savings
dianyisha,admirer,bewonder,1.0,Positif,Verbe,admire
dilolo,soir,aand,1.0,Positif,Mot,evening
mukuna,montagne,berg,1.0,Positif,Mot,mountain
makuta,argent,geld,1.0,Positif,Mot,money
tshiama,fer,yster,1.0,Positif,Mot,iron
mudilu,feu,vuur,1.0,Positif,Mot,fire
kusuba,acheter,koop,1.0,Positif,Verbe,buy
kulela,acoucher,gee geboorte,1.0,Positif,Verbe,to give birth
kupangila,rater,mis,-4.0,Negatif,Verbe,miss
kudiata,pietuner,loop,-2.0,Negatif,Verbe,to plow
kudinga,mentir,lieg,-4.0,Negatif,Verbe,lie
buloba,terre,aarde,4.0,Positif,Mot,earth
kabala,lire,lees,4.0,Positif,Verbe,read
kuinama,incliner,helling,4.0,Positif,Verbe,tilt
kupuekesha,baisser,laer,-4.0,Negatif,Verbe,lower
kushima,nier,ontken,-5.0,Negatif,Verbe,deny
buteketa,faiblesse,swakheid,-7.0,Negatif,Verbe,weakness
kulambula,offrir,aanbieding,3.0,Positif,Verbe,to offer
kulombola,dirger,stuur,3.0,Positif,Verbe,director
kuambula,transporter,dra,3.0,Positif,Mot,carry
kuiba,voler,steel,-7.0,Negatif,Verbe,fly
kupana,vendre,verkoop,-1.0,Negatif,Verbe,sell
mashinyi,vehicule,voertuig,1.0,Positif,Mot,vehicle
kulenga,toucher,raak,1.0,Positif,Verbe,to touch
kuambulula,repeter,herhaal,1.0,Positif,Verbe,repeat
kudila,pleurer,huil,1.0,Positif,Verbe,cry
mvula,pluie,reën,1.0,Positif,Mot,rain
tshimanu,mur,muur,1.0,Positif,Mot,wall
ditumba,coin,hoek,1.0,Positif,Mot,corner
tshibenda,courbure,kromming,1.0,Positif,Mot,curvature
mulangi,bouteille,bottel,1.0,Positif,Mot,bottle
nzolu,poule,hen,1.0,Positif,Mot,chicken
kuseka,sourire,glimlag,1.0,Positif,Verbe,smile
kabanya,partager,deel,1.0,Positif,Verbe,share
kubenesha,benir,seën,1.0,Positif,Verbe,bless
kunanga,aimer,liefde,1.0,Positif,Verbe,to like
lutatu,peine,hartseer,1.0,Positif,Mot,penalty
kela,couteau,mes,1.0,Positif,Mot,knife
dibaya,planche,bord,1.0,Positif,Mot,plank
cilamba,pagne,lendedoek,1.0,Positif,Mot,loincloth
makala,braise,kooltjies,1.0,Positif,Mot,braised
mukanda,bible,Bybel,1.0,Positif,Mot,Bible
lusenga,sable,sand,1.0,Positif,Mot,sand
mashi,sang,bloed,1.0,Positif,Mot,blood
dinanga,amour,liefde,1.0,Positif,Mot,love
lukinu,heine,haat,1.0,Positif,Verbe,heine
luse,pardon,vergifnis,1.0,Positif,Verbe,pardon
disanga,joie,vreugde,1.0,Positif,Verbe,joy
makuta,argent,geld,1.0,Positif,Mot,money
nyota,soif,dors,1.0,Positif,Verbe,thirsty
mayi,eau,water,1.0,Positif,Mot,water
musoko,village,dorp,1.0,Positif,Mot,village
bungi,beaucoup,baie,0.0,Neutre,Mot,a lot
muaku,parole,woord,2.0,Positif,Mot,word
nzubu,maison,huis,2.0,Positif,Mot,House
butoke,lumiere,lig,2.0,Positif,Mot,light
midima,tenebres,duisternis,2.0,Positif,Mot,darkness
bulelela,verite,waarheid,2.0,Positif,Mot,truth
moyi,cœur,hart,2.0,Positif,Mot,heart
kumanya,connaittre,ken,2.0,Positif,Verbe,to know
lumu,gloire,glorie,2.0,Positif,Mot,glory
mukenji,loi,wet,2.0,Positif,Mot,law
ngasa,grace,genade,2.0,Positif,Mot,grace
mukoko,brebis,skaap,2.0,Positif,Mot,sheep
dituku,jour,dag,2.0,Positif,Mot,day
ngombe,bœuf,os,2.0,Positif,Mot,beef
diiyi,œuf,eier,2.0,Positif,Mot,egg
cinu,mortier,vysel,2.0,Positif,Mot,mortar
muinshi,pilon,stamper,2.0,Positif,Mot,pestle
disu,œil,oog,2.0,Positif,Mot,eye
bukola,force,krag,2.0,Positif,Mot,strength
bukenga,bougie,kers,2.0,Positif,Mot,candle
diulu,ciel,hemel,2.0,Positif,Mot,sky
buloba,terre,aarde,2.0,Positif,Mot,earth
bulengela,bonte,goedheid,2.0,Positif,Mot,goodness
