CILUBA,French,Afrikaans,Zulu,Score,Sentiment,Nature,English_Translation
mukana,bouche,mond,umlomo,3.0,Positif,Mot,mouth
diboko,bras,arm,ingalo,3.0,Positif,Mot,arm
bongo,cerveau,brein,ubuchopho,3.0,Positif,Mot,brain
kasuki,cheveu,hare,izinwele,3.0,Positif,Mot,hair
kampombe,cheville,enkel,iqakala,3.0,Positif,Mot,ankle
lukofi,cil,wimper,ama-eyelashes,3.0,Positif,Mot,eyelash
muoyo,cœur,hart,inhliziyo,3.0,Positif,Mot,heart
nuongo,colonnevertébrale,ruggraat,umgogodla,3.0,Positif,Mot,spine
mubidi,corps,liggaam,umzimba,3.0,Positif,Mot,body
libadi,cote,rib,isilinganiso,3.0,Positif,Mot,side
nshingu,cou,nek,intamo,3.0,Positif,Mot,neck
lukenyibu,coude,elmboog,indololwane,3.0,Positif,Mot,elbow
tshibalubalu,crane,skedel,i-skull,3.0,Positif,Mot,skull
tshibelo,cuisse,dy,ithanga,3.0,Positif,Mot,thigh
dinu,dent,tand,izinyo,3.0,Positif,Mot,tooth
munu,doigt,vinger,umunwe,3.0,Positif,Mot,finger
nyima,dos,rug,emuva,3.0,Positif,Mot,back
dikaya,épaule,skouer,ihlombe,3.0,Positif,Mot,shoulder
tshifu,estomac,maag,isisu,3.0,Positif,Mot,stomach
ditaku,fesse,boud,i-buttock,3.0,Positif,Mot,buttock
mutshima,foie,lewer,isibindi,3.0,Positif,Mot,liver
mpala,front,voorkop,ingaphambili,3.0,Positif,Mot,forehead
tsinu,genou,knie,idolo,3.0,Positif,Mot,knee
diminu,gorge,keel,umphimbo,3.0,Positif,Mot,throat
kunyema,courrir,hardloop,gijima,3.0,Positif,Verbe,run
kudila,pleurer,huil,khala,-7.0,Negatif,Verbe,cry
kusambila,prier,bid,thandaza,5.0,Positif,Verbe,pray
kudima,cultiver,kweek,hlakulela,5.0,Positif,Verbe,cultivate
kusalula,labourer,ploeg,i-plough,5.0,Positif,Verbe,plow
luteta,graine,saad,imbewu,5.0,Positif,Mot,seed
munya,soleil,son,Ilanga,5.0,Positif,Mot,sun
budimi,champ,veld,inkambu,5.0,Positif,Mot,field
bowa,champignon,sampioen,amakhowe,5.0,Positif,Mot,mushroom
buanga,fêtiche,fetish,iphathi,-1.0,Negatif,Mot,fetish
manga,medicaments,medisyne,imithi,2.0,Positif,Mot,drugs
kudia,manger,eet,udle,2.0,Positif,Verbe,eat
tshisanji,radio,radio,umsakazo,2.0,Positif,Mot,radio
tshisangilu,ristourne,afslag,isaphulelo,2.0,Positif,Mot,rebate
kasengulu,tamis,sif,i-sieve,2.0,Positif,Mot,sieve
njiwu,danger,gevaar,ingozi,-6.0,Negatif,Verbe,hazard
kulongolola,arranger,rangskik,hlela,3.0,Positif,Verbe,arrange
bunyi,Motbre,Woord,IMotbre,3.0,Positif,Mot,Word
kukezula,purifier,suiwer,hlanza,3.0,Positif,Verbe,purify
kubikakulufu,ressuciter,opwek,ukuvuselela,1.0,Positif,Verbe,resurrect
bangilu,debut,begin,ukuqala,1.0,Positif,Mot,beginning
kubika,sereveiller,wakker word op,serene,1.0,Positif,Verbe,wake up
kulala,dormir,slaap,ubuthongo,1.0,Positif,Verbe,sleep
nshinga,fil,draad,ucingo,1.0,Positif,Mot,thread
bubi,mal,bose,okubi,-1.0,Negatif,Mot,wrong
disanka,joie,vreugde,injabulo,4.0,Positif,Mot,joy
buta,sandre,snoekbaars,isander,3.0,Positif,Mot,pike-perch
tshingoma,arme,wapen,isikhali,-4.0,Negatif,Mot,armed
nkuasa,chaise,stoel,isihlalo,2.0,Positif,Mot,chair
diba,montre,kyk,bukela,2.0,Positif,Mot,watch
ngondo,lune,maan,inyanga,2.0,Positif,Mot,moon
ditu,journer,dag,umdlali wasemini,2.0,Positif,Mot,day
nyama,animal,dier,isilwane,2.0,Positif,Mot,animal
lumingu,semaine,week,iviki,2.0,Positif,Mot,week
nsangilu,assemblée,byeenkoms,umhlangano,2.0,Positif,Mot,assembly
biheta,résulat,resultaat,umphumela,2.0,Positif,Mot,result
mateta,examen,eksamen,ukuhlolwa,2.0,Positif,Mot,exam
kunyema,fuir,vlug,baleka,2.0,Positif,Verbe,flee
kusama,maladie,siekte,isifo,-2.0,Negatif,Mot,disease
ludimi,langue,tong,Ulimi,4.0,Positif,Mot,language
matshi,oreille,oor,indlebe,4.0,Positif,Mot,ear
nshingu,cou,nek,intamo,4.0,Positif,Mot,neck
muaku,Mot,Woord,Igama,4.0,Positif,Mot,Word
lupepela,air,lug,umoya,4.0,Positif,Mot,air
kusomba,s'asseoire,sit,hlala phansi,4.0,Positif,Verbe,to sit down
ngondo,mois,maand,izinyanga,4.0,Positif,Mot,month
kulua,venir,kom,woza,4.0,Positif,Verbe,come
kuya,partir,verlaat,ukuhamba,4.0,Positif,Verbe,leave
tshibasa,banc,bank,ibhentshi,4.0,Positif,Mot,bench
dibeji,papier,papier,iphepha,4.0,Positif,Mot,paper
kabudimbua,sachet,sak,isikhwama,4.0,Positif,Mot,bag
kabudimbua,macadame,teerpad,i-macadame,4.0,Positif,Mot,macadam
njila,route,Roete,umgwaqo,4.0,Positif,Mot,road
benketshi,sceau,seël,uphawu,4.0,Positif,Mot,seal
kusamuna,louer,prys,ukuqasha,4.0,Positif,Verbe,to rent out
kukukuila,adorer,aanbid,uthando,4.0,Positif,Verbe,worship
kosha,brûler,brand,ashise,4.0,Positif,Verbe,burn
luwongu,ravin,kloof,umhosha,4.0,Positif,Mot,ravine
bulalu,lit,bed,umbhede,4.0,Positif,Mot,bed
mitshi,arbre,boom,isihlahla,4.0,Positif,Mot,TREE
kushiya,laisser,laat,ukuhamba,4.0,Positif,Verbe,to leave 
dingeya,mangue,mango,umango,4.0,Positif,Mot,mango
tshimuma,fruit,vrugte,izithelo,4.0,Positif,Mot,fruit
kabuta,malette,aktetas,isikhwama semali,4.0,Positif,Mot,briefcase
bukula,farine,meel,ufulawa,4.0,Positif,Mot,flour
kutokesha,blanchir,bleikmiddel,i-bleach,1.0,Positif,Verbe,whiten
butoka,blancheur,witheid,ubumhlophe,1.0,Positif,Mot,whiteness
kufunda,ecrire,skryf,bhala,1.0,Positif,Verbe,to write
kunvua,entendre,hoor,ukuzwa,1.0,Positif,Verbe,hear
kuteleja,ecouter,luister,lalela,1.0,Positif,Verbe,listen
kusengelela,supplier,smeek,umhlinzeki,1.0,Positif,Verbe,supplier
bitotshi,boue,modder,udaka,1.0,Positif,Mot,mud
kulongesha,enseigner,leer,fundisa,1.0,Positif,Verbe,teach
kupatuka,sortir,gaan uit,phuma,1.0,Positif,Verbe,to go out
kuvuala,porter,dra,ukugqoka,1.0,Positif,Verbe,to carry
ndenji,bebiteur,babbelaar,i-bebiter,1.0,Positif,Mot,bebiteur
kunaya,jouer,speel,dlala,1.0,Positif,Verbe,play
mubangila,fiancer,betrek,ukuthembisana umshado,1.0,Positif,Mot,fiancé
muanzankongolu,arcenciel,reënboog,i-arcenciel,1.0,Positif,Mot,rainbow
nvula,pluie,reën,imvula,1.0,Positif,Mot,rain
tumbela,arachide,grondboontjiebotter,i-peanut,1.0,Positif,Mot,peanut
kubola,pourrir,vrot,ukubola,-2.0,Negatif,Mot,rot
moyi,salutation,groet,ukubingelela,3.0,Positif,Mot,greeting
dinu,dent,tand,izinyo,3.0,Positif,Mot,tooth
luzadi,ongle,nael,izinzipho,3.0,Positif,Mot,nail
mushiku,lèvre,lip,izindebe,3.0,Positif,Mot,lip
muedi,barbe,baard,intshebe,3.0,Positif,Mot,beard
tshina,troue,gat,imbobo,3.0,Positif,Mot,hole
lukita,tombeau,graf,ithuna,3.0,Positif,Mot,tomb
musheta,cercueil,kis,ibhokisi lokungcwaba,3.0,Positif,Mot,coffin
kutanda,gronder,skel,i-rumble,3.0,Positif,Verbe,scold
mukela,sel,sout,usawoti,3.0,Positif,Mot,salt
lukombu,baler,vee,i-baler,3.0,Positif,Mot,baler
kuasa,brancher,prop,ngena,3.0,Positif,Verbe,connect
kulela,accoucher,gee geboorte,ukuzala,3.0,Positif,Verbe,giving birth
kulonga,etudier,studie,cwaningo,3.0,Positif,Verbe,to study
kuvuala,s'abiller,rok,ukusula,3.0,Positif,Verbe,to get dressed
kuenda,marcher,loop,ukuhamba ngezinyawo,3.0,Positif,Verbe,to walk
kuamba,dire,sê,bathi,3.0,Positif,Verbe,say
kuakula,parler,praat,khuluma,3.0,Positif,Verbe,talk
kudia,manger,eet,udle,3.0,Positif,Verbe,eat
kusumba,acheter,koop,thenga,3.0,Positif,Verbe,buy
kubanda,monter,klim,Phakamisa,3.0,Positif,Verbe,to go up
kubenga,refuser,weier,Enqaba,3.0,Positif,Verbe,refuse
kupatuka,sortir,gaan uit,phuma,3.0,Positif,Verbe,to go out
kusomba,s'assoir,sit,hlala phansi,3.0,Positif,Verbe,sit down
kulenga,toucher,raak aan,thinta,3.0,Positif,Verbe,to touch
kutuala,emener,neem weg,thatha,3.0,Positif,Verbe,bring
kuimansha,jetter,gooi weg,lahla,3.0,Positif,Verbe,throw
kubugna,plier,vou,ukusonga,3.0,Positif,Verbe,bend
kuenza,fair,doen,ilungile,3.0,Positif,Verbe,fair
kulekala,laisser,laat gaan,ukuhamba,3.0,Positif,Verbe,to leave 
kumvua,ecouter,luister,lalela,3.0,Positif,Verbe,listen
kukuluka,tomber,laat val,ekwindla,-1.0,Negatif,Verbe,to fall
kunanga,aimer,liefde,thanda,2.0,Positif,Verbe,to like
kulala,dormir,slaap,ubuthongo,2.0,Positif,Verbe,sleep
bulalu,lit,bed,umbhede,2.0,Positif,Verbe,bed
mupana,pantallon,broek,ibhulukwe,2.0,Positif,Mot,pants
nkanzu,robe,rok,ingubo yokugqoka,2.0,Positif,Mot,dress
kulomba,demander,vra,buza,2.0,Positif,Verbe,ask
kuibila,frauder,bedrieg,ukukhwabanisa,3.0,Positif,Verbe,defraud
kututa,tapper,tik,umshini wokuthepha,6.0,Positif,Verbe,type
mesa,table,tafel,itafula,5.0,Positif,Mot,table
kupingana,rentrer,gaan terug in,buyela,3.0,Positif,Verbe,to return
kusomba,s'assoire,sit,hlala phansi,3.0,Positif,Verbe,sit down
kupeta,trouver,vind,thola,5.0,Positif,Verbe,find
tatu,père,vader,ubaba,3.0,Positif,Mot,father
mamu,mère,moeder,umama,3.0,Positif,Mot,mother
mwana,enfant,kind,ingane,3.0,Positif,Mot,child
mukaji,femme,vrou,owesifazane,3.0,Positif,Mot,women
mutelu,chemise,hemp,ihembe,3.0,Positif,Mot,shirt
lupangu,parcelle,pakkie,icebo,3.0,Positif,Mot,plot
tshibuta,malette,aktetas,isikhwama semali,3.0,Positif,Mot,briefcase
bilatu,chaussure,skoen,isicathulo,3.0,Positif,Mot,shoe
moyo,cœur,hart,inhliziyo,3.0,Positif,Mot,heart
machi,sang,bloed,igazi,3.0,Positif,Mot,blood
mukolu,jambe,been,umlenze,3.0,Positif,Mot,leg
disu,oeuil,oog,iso,3.0,Positif,Mot,eye
maboko,bras,arm,ingalo,3.0,Positif,Mot,arm
makasa,pierds,voete,ama-pierd,3.0,Positif,Mot,pierds
minu,doigts,vingers,iminwe,3.0,Positif,Mot,fingers
mayi,œufs,eiers,amaqanda,3.0,Positif,Mot,eggs
tshiadi,poitrine,bors,isifuba,3.0,Positif,Mot,chest
mongu,dot,bruidskat,amachashazi,3.0,Positif,Mot,dowry
kaombu,talont,hak,i-talont,3.0,Positif,Mot,heel
mulume,mari,man,indoda,3.0,Positif,Mot,husband
mbuji,chèvre,bok,imbuzi,3.0,Positif,Mot,goat
ngomba,vache,koei,inkomo,3.0,Positif,Mot,cow
nyunyi,oiseaux,voëls,izinyoni,3.0,Positif,Mot,birds
nyoka,serpent,slang,inyoka,3.0,Positif,Mot,snake
nguluba,porc,vark,inyama yengulube,3.0,Positif,Mot,pork
dibata,canard,eend,idada,3.0,Positif,Mot,duck
mbotsha,kobail,kobal,i-kobail,3.0,Positif,Mot,kobail
nzevu,elephant,olifant,indlovu,3.0,Positif,Mot,elephant
lomba,salamandre,salamander,i-salamander,3.0,Positif,Mot,salamander
ntambua,lion,leeu,Ibhubesi,3.0,Positif,Mot,lion
kangenena,insecte,insek,isinambuzane,3.0,Positif,Mot,insect
tshitala,coque,kokkel,igobolondo,3.0,Positif,Mot,hull
tshikuka,poule,hen,inkukhu,3.0,Positif,Mot,chicken
mayi,eau,water,Amanzi,3.0,Positif,Mot,water
lupuichi,poussière,stof,uthuli,3.0,Positif,Mot,dust
mudilu,feu,vuur,umlilo,3.0,Positif,Mot,fire
mvula,pluie,reën,imvula,3.0,Positif,Mot,rain
mukidi,ravin,ravyn,umhosha,3.0,Positif,Mot,ravine
tshiomba,manioc,kassawe,i-cassava,3.0,Positif,Mot,cassava
mafuta,ouil,olie,i-oil,3.0,Positif,Mot,oil
makala,braise,kooltjies,ama-embers,3.0,Positif,Mot,braised
mutshi,arbre,boom,isihlahla,3.0,Positif,Mot,TREE
dibwa,pierre,klip,itshe,3.0,Positif,Mot,rock 
mashinda,hèrbe,gras,i-Hèrbe,3.0,Positif,Mot,grass
nsoka,cailloux,klippies,ama-pebble,3.0,Positif,Mot,pebbles
binu,jenoux,kinders,i-jenoux,3.0,Positif,Mot,jens
nzubu,maison,huis,indlu,3.0,Positif,Mot,House
lumuenu,vittre,venster,ukucwebezela,3.0,Positif,Mot,glass
tshiamua,piesse,pi esse,i-piesse,3.0,Positif,Mot,piss
mpala,frond,blaar,i-frond,3.0,Positif,Mot,frond
makuta,argent,geld,imali,3.0,Positif,Mot,money
losa,riz,rys,ilayisi,3.0,Positif,Mot,rice
binsonji,larme,skeur,izinyembezi,3.0,Positif,Mot,tear
maleta,lettre,brief,incwadi,3.0,Positif,Mot,letter
nsuki,cheveux,hare,izinwele,3.0,Positif,Mot,hair
bualu,problème,probleem,inkinga,3.0,Positif,Mot,issue
kuimba,chanter,sing,cula,3.0,Positif,Verbe,sing
musambu,chanson,liedjie,iculo,3.0,Positif,Mot,song
diulu,ciel,hemel,isibhakabhaka,3.0,Positif,Mot,sky
muyiki,causerie,gesels,khuluma,3.0,Positif,Mot,chat
kupueka,descendre,daal af,Yisa phansi,3.0,Positif,Verbe,to come down
nzebwa,courant,huidige,okwamanje,3.0,Positif,Mot,fluent
lulengu,paresse,luiheid,ubuvila,3.0,Positif,Mot,laziness
mabela,lait,melk,ubisi,3.0,Positif,Mot,milk
bulenga,bonté,vriendelikheid,umusa,3.0,Positif,Mot,goodness
bulunda,amitié,vriendskap,ubungani,3.0,Positif,Mot,friendship
mulunda,ami,vriend,umngani,3.0,Positif,Mot,friend
muimvi,voleur,dief,isela,3.0,Positif,Mot,thief
Anyïma,Ame,siel,Soul,3.0,Positif,Mot,Soul
Bipeta,Résultats,resultate,Imiphumela,3.0,Positif,Mot,Results
Bowa,Peur,vrees,Ukwesaba,1.0,Negatif,Mot,Fear
Buakana,Bonté,goedheid,Umusa,3.0,Positif,Mot,Goodness
Bubi,Péché,sonde,Isono,1.0,Negatif,Mot,Fishing
Budikadidi,Liberté,vryheid,Inkululeko,3.0,Positif,Mot,Freedom
Buenzeji,Impact,impak,Igalelo,1.0,Negatif,Mot,Impact
Bukenka,Lumière,lig,Ukukhanya,3.0,Positif,Mot,Light
Bukokeshi,Pouvoir,krag,Amandla,3.0,Positif,Mot,Power
Bukola,Force,sterkte,Amandla,3.0,Positif,Mot,Strength
Bulanda,Pauvreté,armoede,Ubumpofu,1.0,Negatif,Mot,Poverty
Bulelela,Vérité,waarheid,Iqiniso,3.0,Positif,Mot,Truth
Bundu,Honte,skaamte,Amahloni,2.0,Negatif,Mot,Shame
Butshimunyi,Victoire,oorwinning,Ukunqoba,3.0,Positif,Mot,Victory
Butumbi,Gloire,glorie,Inkazimulo,3.0,Positif,Mot,Glory
Diakabi,Malheur,ongeluk,Inhlekelele,-5.0,Negatif,Mot,Misfortune
Diambuluisha,Aide,hulp,Usizo,4.0,Positif,Mot,Help
Dibanditshibua,Elévation,verheffing,Ukuphakanyiswa,4.0,Positif,Mot,Elevation
Dibenesha,Bénédiction,seën,Isibusiso,4.0,Positif,Mot,Blessing
Dibungama,Tristesse,hartseer,Usizi,-6.0,Negatif,Mot,Sadness
Difesto,Fête,viering,Iphathi,4.0,Positif,Mot,Party
Difutu,Salaire,salaris,Umholo,4.0,Positif,Mot,Salary
Dijikula,Déclaration,verklaring,Isimemezelo,4.0,Positif,Verbe,Statement
Dijinga,Désir,begeerte,Isifiso,4.0,Positif,Mot,Desire
Dikankamika,Exhortation,aansporing,Isikhuthazo,4.0,Positif,Mot,Exhortation
Dikima,Audace,vermetelheid,Ukuba nesibindi,4.0,Positif,Mot,Audacity
Dikokela,Soumission,onderdanigheid,Ukuthumela,4.0,Positif,Mot,Submission
Dikumbana,Capacité,vermoë,Umthamo,4.0,Positif,Mot,Ability
Dilomba,Requête,versoek,Isicelo,4.0,Positif,Mot,Request
Dimanya,Connaissance,kennis,Ulwazi,4.0,Positif,Mot,Awareness
Dimanyisha,Annonce,aankondiging,Isimemezelo,4.0,Positif,Mot,Announcement
Dipa,Don,geskenk,Umnikelo,4.0,Positif,Mot,Don
Dipangadika,Décision,besluit,Isinqumo,4.0,Positif,Mot,Decision
Disama,Maladie,siekte,Isifo,-3.0,Negatif,Mot,Disease
Disuludibua,Délivrance,verlossing,Inkinga,1.0,Positif,Mot,Deliverance
Ditabuja,Foi,geloof,Ukholo,1.0,Positif,Mot,Faith
Ditawuluka,Séparation,skeiding,Ukwehlukana,1.0,Positif,Mot,Separation
Ditekemena,Espérance,hoop,Ithemba,1.0,Positif,Mot,Hope
Ditetshibua,Tentation,versoeking,Isilingo,1.0,Positif,Mot,Temptation
Dituampanda,Assister,bystand,Yiba khona,1.0,Positif,Verbe,To assist
Dituamushinga,Considérer,oorweeg,Cabangela,1.0,Positif,Verbe,Consider
Ditumikila,Obéissance,gehoorsaamheid e,Ukulalela,1.0,Positif,Mot,Obedience
Kabingila,Raison,Rede,Isizathu,1.0,Positif,Mot,Reason
Kalasisa,Exercice,Oefening,Ukuzivocavoca,1.0,Positif,Mot,Exercise
Kalumbila,Objectif,Doelwit,Inhloso,1.0,Positif,Mot,Objective
Kuambulula,Reprendre,CV,Qhubeka,1.0,Positif,Verbe,To resume
Kudima,Cultiver,Kweek,Hlakulela,1.0,Positif,Verbe,Cultivate
Kudiundisha,Elargir,Brei uit,Nweba,1.0,Positif,Mot,Expand
Kueyemena,Confier,Toevertrou,Phathisa,1.0,Positif,Verbe,Entrust
Kuibaka,Construire,Bou,Yakha,1.0,Positif,Verbe,Build
Kujandula,Découvrir,Ontdek,Thola,1.0,Positif,Verbe,Discover
Kujimina,Disparaître,Verdwyn,Zinyamalale,1.0,Positif,Verbe,Disappear
Kukukuila,Adorer,Aanbid,Uthando,1.0,Positif,Verbe,Worship
Kulenga,Toucher,Raak aan,Thinta,1.0,Positif,Verbe,To touch
Kuluka,Vomir,Braak uit,Ukuhlanza,-2.0,Negatif,Verbe,To vomit
Kumanyinula,Reconnaitre,Herken,Vuma,3.0,Positif,Mot,Recognize
Kumva,Comprendre,Verstaan,Qonda,3.0,Positif,Mot,To understand
Kunanukila,Persévérance,Volharding,Ukukhuthazela,3.0,Positif,Mot,Perseverance
Kunyoka,Punir,Straf,Nikeza isijeziso,3.0,Positif,Verbe,Punish
Kunyunguluka,Contourner,Omseil,I-Bypass,3.0,Positif,Verbe,Bypass
Kusamba,Consoler,Troos,I-console,3.0,Positif,Verbe,Console
Kusambila,Prier,Bid,Thandaza,3.0,Positif,Verbe,Pray
Kusankishibua,Satisfaire,Bevredig,Yanelisekile,3.0,Positif,Mot,Satisfy
Kusekelela,Célébrer,Vier,Gubha,3.0,Positif,Verbe,Celebrate
Kusemena,S'approcher,Nader,Indlela,3.0,Positif,Verbe,Approach
Kusoka,Invoquer,Aanroep,I-Summon,3.0,Positif,Verbe,Invoke
Kusumbulula,Racheter,Verlos,Sebenzisa,3.0,Positif,Verbe,Redeem
Kuteleja,Ecouter,Luister,Lalela,3.0,Positif,Verbe,Listen
Kutonda,Confesser,Bely,Vuma,3.0,Positif,Verbe,Confess
Kutshina,Craindre,Vrees,Ukwesaba,3.0,Positif,Verbe,To fear
Kutumbisha,Louer,Lof,Qasha,3.0,Positif,Verbe,To rent out
Kuzanjika,Exalter,Verhef,Phakamisa,3.0,Positif,Mot,Exalt
Lujoku,Lenteur,Traagheid,Kancane,3.0,Positif,Mot,Slowness
Lukota,Crise,Krisis,Isimo esibucayi,3.0,Positif,Mot,Crisis
Lulamatu,Fidélité,Getrouheid,Ukwethembeka,3.0,Positif,Mot,Loyalty
Lungenyi,Sagesse,Wysheid,Ukuhlakanipha,3.0,Positif,Mot,Wisdom
Lusa,Compensions,Vergoedings,Isinxephezelo,3.0,Positif,Mot,Compensation
Lutambishi,Orgueil,Trots,Ukuziqhenya,3.0,Positif,Mot,Pride
Lutatu,Peine,Pyn,Isijeziso,-4.0,Negatif,Mot,Penalty
Mafi,Mensonge,Leuen,Amanga,-4.0,Negatif,Mot,Lie
Menyi,Intelligence,Intelligensie,Ubuhlakani,5.0,Positif,Mot,Intelligence
Milayi,Promesses,Beloftes,Izithembiso,5.0,Positif,Mot,Promises
Mimuemua,Sourire,Glimlag,Mamatheka,5.0,Positif,Verbe,Smile
Muanu,Conte,Storie,Ukuxoxa izindaba,5.0,Positif,Mot,Tale
Mufanu,Ressemblance,Gelykenis,Ukufana,5.0,Positif,Mot,Resemblance
Mutshiawudi,Jalousie,Jaloesie,Umhawu,-7.0,Negatif,Mot,Jealousy
Mveva,Sentiment,Voel,Umuzwa,4.0,Positif,Mot,Feeling
Ngasa,Grace,Genade,Umusa,4.0,Positif,Mot,Grace
Njiwu,Danger,Gevaar,Ingozi,4.0,Positif,Verbe,Hazard
Nshobu,Défis,Uitdagings,Izinselele,4.0,Positif,Mot,Challenges
Nsungu,EMotion,EMosie,I-EMotion,4.0,Positif,Mot,Emotion
Nyota,Soif,Dors,Ukoma,4.0,Positif,Mot,Thirsty
Nyuma,esprit,Gees,ingqondo,4.0,Positif,Mot,spirit
Nzala,Famine,Hongersnood,Indlala,-6.0,Negatif,Mot,Famine
Tshihidi,Dimension,Dimensie,Usayizi,2.0,Positif,Mot,Dimension
Tshikadilu,Comportement,Gedrag,Ukuziphatha,2.0,Positif,Mot,Behavior
Tshikashi,Acclamation,Aanvaar Liefde,Ukuvuma,2.0,Positif,Mot,Acclamation
Tshinji,Colère,Woede,Intukuthelo,-1.0,Negatif,Mot,Anger
Tshishima,Miracle,Wonderwerk,Isimangaliso,3.0,Positif,Mot,Miracle
Tshitanaja,Distraction,Afleiding,Ukuphazamiseka,3.0,Positif,Mot,Distraction
Tshiwumbishi,Obstacle,Hindernis,Isithiyo,3.0,Positif,Mot,Obstacle
nkuansa,chaise,stoel,isihlalo,3.0,Positif,Mot,chair
mesa,table,tafel,itafula,3.0,Positif,Mot,table
tshinu,mortier,vysel,i-motar,3.0,Positif,Mot,mortar
muinshi,pilon,stamper,isitikha sesigubhu,3.0,Positif,Mot,pestle
dilongu,assiette,bord,ipuleti,3.0,Positif,Mot,plate
kumona,voir,sien,buka,3.0,Positif,Verbe,see
kuenda,marcher,loop,ukuhamba ngezinyawo,3.0,Positif,Verbe,to walk
tshilamba,habit,klere,umkhuba,3.0,Positif,Mot,habit
mashinyi,vehicule,voertuig,imoto,3.0,Positif,Mot,vehicle
kasolonyi,essence,petrol,uphethiloli,3.0,Positif,Mot,essence
ndeka,avion,vliegtuig,indiza,3.0,Positif,Mot,plane
muinvi,voleur,dief,isela,-4.0,Negatif,Mot,thief
muloji,sorcier,towenaar,isangoma,-7.0,Negatif,Mot,wizard
ndumba,prostituer,prostituut,isifebe,-3.0,Negatif,Mot,prostitute
tshintu,chose,ding,into,5.0,Positif,Mot,thing
dikopu,gobelet,koppie,indebe,5.0,Positif,Mot,cup
lukutu,ceuilleur,versamelaar,i-ceuilleur,5.0,Positif,Mot,picker
nsuki,cheveux,hare,izinwele,5.0,Positif,Mot,hair
matshi,sang,bloed,igazi,5.0,Positif,Mot,blood
Disu,œil,oog,iso,5.0,Positif,Mot,eye
menu,dents,tande,amazinyo,5.0,Positif,Mot,teeth
ludimi,langue,tong,Ulimi,5.0,Positif,Mot,language
mitoto,etoiles,sterre,izinkanyezi,5.0,Positif,Mot,stars
ngondu,lune,maan,inyanga,5.0,Positif,Mot,moon
diba,soleil,son,Ilanga,5.0,Positif,Mot,sun
tshisalu,marcher,loop,ukuhamba ngezinyawo,5.0,Positif,Verbe,to walk
kaleji,feuilledemanioc,kassaweblaar,i-sheetdemanioc,5.0,Positif,Mot,cassava leaf
tshilunga,feuilledepatate,aartappelblaar,i-leafdepatate,5.0,Positif,Mot,potatoleaf
matala,maïs,mielies,ummbila,5.0,Positif,Mot,but
ngaji,noixdepalme,palmneut,i-walnutofalm,5.0,Positif,Mot,palm nuts
mafuta,huile,olie,uwoyela,5.0,Positif,Mot,oil
mayi,eau,water,Amanzi,5.0,Positif,Mot,water
mabela,seins,borste,amabele,5.0,Positif,Mot,breasts
mutu,tête,kop,ikhanda,5.0,Positif,Mot,head
mapapa,babouches,pantoffels,ama-slippers,5.0,Positif,Mot,slippers
bisabata,chaussures,skoene,izicathulo,5.0,Positif,Mot,shoes
musoku,village,dorpie,idolobhana,5.0,Positif,Mot,village
tshimenga,ville,stad,Idolobhakazi:,5.0,Positif,Mot,city
ditunga,pays,platteland,Izwe:,5.0,Positif,Mot,country
musulu,rivière,rivier,umfula,5.0,Positif,Mot,river
tshikela,poisson,vis,inhlanzi,5.0,Positif,Mot,fish
ngomba,vâche,koei,imanzi,5.0,Positif,Mot,cow
kabua,chien,hond,Inja,5.0,Positif,Mot,dog
kalulu,cobaille,proefkonyn,i-cobaille,5.0,Positif,Mot,guinea pig
mbuji,chevre,bok,imbuzi,5.0,Positif,Mot,goat
mbumba,sceau,rob,uphawu,5.0,Positif,Mot,seal
mbidika,cruche,kruik,i-jug,5.0,Positif,Mot,jug
difu,ventre,maag,isisu,5.0,Positif,Mot,belly
mala,instins,instinkte,ama-instin,5.0,Positif,Mot,instincts
moyi,cœur,hart,inhliziyo,5.0,Positif,Mot,heart
tshibi,porte,deur,umnyango,5.0,Positif,Mot,door
didishi,fénêtre,venster,iwindi,5.0,Positif,Mot,window
mulonda,tuyau,pyp,ipayipi,5.0,Positif,Mot,pipe 
kuenza,faire,doen,yenza,5.0,Positif,Verbe,TO DO
kuamba,dire,sê,bathi,5.0,Positif,Verbe,say
nyunyi,oiseau,voël,inyoni,5.0,Positif,Mot,bird
tshianda,sorcellerie,heksery,ubuthakathi,5.0,Positif,Mot,witchcraft
mutelu,chemise,hemp,ihembe,5.0,Positif,Mot,shirt
mupanu,pantalon,broek,ibhulukwe,5.0,Positif,Mot,pants
mukanda,livre,boek,bhukha,5.0,Positif,Mot,book
kulonga,etudier,studie,cwaningo,5.0,Positif,Verbe,to study
kufunda,ecrire,skryf,bhala,5.0,Positif,Verbe,to write
kuakula,parler,praat,khuluma,5.0,Positif,Verbe,talk
bualu,probleme,probleem,inkinga,5.0,Positif,Mot,issue
mulongeshi,enseignant,onderwyser,uthisha,5.0,Positif,Mot,teacher
kalasa,école,skool,isikole,5.0,Positif,Mot,school
diba,soleil,son,Ilanga,5.0,Positif,Mot,sun
luya,chaleur,hitte,ukushisa,5.0,Positif,Mot,heat
butuku,lanuit,nag,i-lanuit,5.0,Positif,Mot,night
kamua,téléphone,telefoon,ucingo,5.0,Positif,Mot,phone
mudilu,feu,vuurwerk,umlilo,5.0,Positif,Mot,fire
mudimu,travail,werk,Inethiwekhi,5.0,Positif,Mot,work
dina,Mot,Woord,Igama,5.0,Positif,Mot,Word
