CILUBA,French,Afrikaans,Zulu,Score,Sentiment,Nature,English_Translation,Tsonga_Translation
dibungama,tristesse,hartseer,ukudabuka,-1.0,Negatif,Mot,sadness,ku vilela
tshinji,colere,woede,intukuthelo,-4.0,Negatif,Mot,anger,hlundzuka
bowa,peur,vrees,ukwesaba,-6.0,Negatif,Mot,fear,nchavo
ditalala,paix,vrede,ukuthula,5.0,Positif,Mot,peace,ntshamiseko
kukuata,reusir,slaag,ukuphinda usebenzise,5.0,Positif,Verbe,succeed,humelela
kubula,echec,mislukking,kwehlulekile,-5.0,Negatif,Mot,failure,hluleka
ditekemena,confiance,vertroue,ukwethembana,4.0,Positif,Mot,trust,tshembha
kuseka,sourire,glimlag,ukumamatheka,6.0,Positif,Verbe,smile,n&#39;wayitela
bisonji,Larmes,Trane,Izinyembezi,-3.0,Negatif,Mot,Tears,Mihloti
ditekemena,espoir,hoop,ithemba,2.0,Positif,Mot,hope,ntshembho
kuvuluka,souvenir,geheue,isikhumbuzo,3.0,Positif,Mot,memory,miehleketo
kubengakutekemena,desespoir,wanhoop,ukuphelelwa yithemba,-7.0,Negatif,Mot,despair,lahlekeriwa
moyimukola,courage,moed,isibindi,1.0,Positif,Mot,courage,vunhenha
tungunuka,continuer,gaan voort,Qhubeka,1.0,Positif,Verbe,continue,yisa emahlweni
mudikadila,liberter,vryheid,khulula,1.0,Positif,Mot,freedom,ntshuxeko
kukudimuna,trasformer,transformeer,i-trasformer,1.0,Positif,Verbe,transform,ku hundzuka
kukola,grandir,groei,khulisa,1.0,Positif,Verbe,to grow,ku kula
kulongesha,enseigne,leer,sayina,1.0,Positif,Mot,taught,dyondzisile
tshisumi,perceverance,waarnemer,umbono,1.0,Positif,Mot,perseverance,tiyisela
kubenga,refuser,weier,Enqaba,-2.0,Negatif,Verbe,refuse,ala
kubela,reprimande,berispelik,khuza,-4.0,Negatif,Mot,reprimand,ku tshinya
kulomba,demander,vra,buza,4.0,Positif,Verbe,ask,vutisa
bundu,honte,skaamte,amahloni,-3.0,Negatif,Mot,shame,mbuyangwana
lupepela,air,lug,umoya,2.0,Positif,Mot,air,moya
buloba,monde,wêreld,umhlaba,2.0,Positif,Mot,world,misava
anumpidieu,immediatement,onmiddellik,ngokushesha,2.0,Positif,Mot,immediately,hi xihatla
bualubudimuakuezeka,possible,moontlik,kungenzeka,2.0,Positif,Mot,possible,kumbexana
bualubudikabuyimuakuezeka,impossible,onmoontlik,akunakwenzeka,-2.0,Negatif,Mot,impossible,koteki
buabualukayi,pourquoi,hoekom,kungani,0.0,Negatif,Mot,Why,Hikokwalaho ka yini
biakana,parfaite,perfek,ayinankinga,4.0,Positif,Mot,perfect,vukahle
muenacilema,egoiste,selfsugtig,ubugovu,-5.0,Negatif,Mot,self-centered,ku tinyungubyisa
umueka,visible,sigbaar,iyabonakala,6.0,Positif,Mot,visible,swi vonaka
kayilulamatu,infidele,ontrou,ukungathembeki,-3.0,Negatif,Mot,unfaithful,ku nga tshembeki
lulamatu,fidele,getrou,-thembekile,3.0,Positif,Mot,faithful,tshembheka
disengelela,supplication,smeking,ukunxusa,3.0,Positif,Mot,supplication,xikombelo
dipingana,retour,terugkeer,emuva,3.0,Positif,Mot,back,tlhelela
dikudimuna,variation,variasie,ukuhlukahluka,3.0,Positif,Mot,variation,ku hambana-hambana
dikuatshisha,contribuer,bydra,faka isandla,3.0,Positif,Verbe,contribute,nghenisa
dikanyina,menace,t bedreiging,usongo,-5.0,Negatif,Mot,threat,nxungeto
dijimina,disparaitre,verdwyn,shabalala,-6.0,Negatif,Mot,disappear,nyamalala
difuilalusa,pardon,vergifnis,ngiyaxolisa,1.0,Positif,Mot,pardon,khomeriwa
dibela,discipline,dissipline,isiyalo,1.0,Positif,Mot,discipline,tshinya
dibingishibua,justification,regverdiging,ukuthethelela,1.0,Positif,Mot,justification,ku lulamisiwa
kutangila,surveillance,toesig,ukuqapha,1.0,Positif,Mot,monitoring,ku vekiwa tihlo
mukawu,jalousie,jaloesie,umona,-8.0,Negatif,Mot,jealousy,mavondzo
kuanyishibua,satisfaction,tevredenheid,ukwaneliseka,4.0,Positif,Mot,satisfaction,eneriseka
dinyingalala,regret,spyt,ukuzisola,-8.0,Negatif,Mot,regret,tisola
disanka,enthousiasme,entoesiasme,intshiseko,4.0,Positif,Mot,enthusiasm,nyanyuka
kushikija,determination,vasberadenheid,ukuzimisela,4.0,Positif,Mot,determination,tiyimisela
kukina,hair,hare,izinwele,-5.0,Negatif,Mot,hate,venga
dielekana,inquietude,bekommernis,ukukhathazeka,-4.0,Negatif,Mot,worry,vilela
dilenga,bonne,goeie,kuhle,3.0,Positif,Mot,Good,Kahle
dituku,journée,dag,usuku,3.0,Positif,Mot,daytime,hi nkarhi wa nhlikanhi
muedi,barbe,baard,intshebe,3.0,Positif,Mot,beard,malevhu
mukana,bouche,mond,umlomo,3.0,Positif,Mot,mouth,nomu
diboko,bras,arm,ingalo,3.0,Positif,Mot,arm,voko
bongo,cerveau,brein,ubuchopho,3.0,Positif,Mot,brain,byongo
kasuki,cheveu,hare,izinwele,3.0,Positif,Mot,hair,nsisi
kampombe,cheville,enkel,iqakala,3.0,Positif,Mot,ankle,hlakala
lukofi,cil,wimper,ama-eyelashes,3.0,Positif,Mot,eyelash,xirhendzevutani xa tihlo
muoyo,cœur,hart,inhliziyo,3.0,Positif,Mot,heart,mbilu
nuongo,colonnevertébrale,ruggraat,umgogodla,3.0,Positif,Mot,spine,nkolo wa nkolo
mubidi,corps,liggaam,umzimba,3.0,Positif,Mot,body,miri
libadi,cote,rib,isilinganiso,3.0,Positif,Mot,side,tlhelo
nshingu,cou,nek,intamo,3.0,Positif,Mot,neck,nhamu
lukenyibu,coude,elmboog,indololwane,3.0,Positif,Mot,elbow,xikokola
tshibalubalu,crane,skedel,i-skull,3.0,Positif,Mot,skull,xikandza xa nhloko
tshibelo,cuisse,dy,ithanga,3.0,Positif,Mot,thigh,ndzhumbhu
dinu,dent,tand,izinyo,3.0,Positif,Mot,tooth,tino
munu,doigt,vinger,umunwe,3.0,Positif,Mot,finger,ritiho
nyima,dos,rug,emuva,3.0,Positif,Mot,back,tlhelela
dikaya,épaule,skouer,ihlombe,3.0,Positif,Mot,shoulder,katla
tshifu,estomac,maag,isisu,3.0,Positif,Mot,stomach,khwiri
ditaku,fesse,boud,i-buttock,3.0,Positif,Mot,buttock,xitombo
mutshima,foie,lewer,isibindi,3.0,Positif,Mot,liver,xivindzi
mpala,front,voorkop,ingaphambili,3.0,Positif,Mot,forehead,mombo
tsinu,genou,knie,idolo,3.0,Positif,Mot,knee,tsolo
diminu,gorge,keel,umphimbo,3.0,Positif,Mot,throat,nkolo
kunyema,courrir,hardloop,gijima,3.0,Positif,Verbe,run,tsutsuma
kudila,pleurer,huil,khala,-7.0,Negatif,Verbe,cry,rila
kusambila,prier,bid,thandaza,5.0,Positif,Verbe,pray,khongela
kudima,cultiver,kweek,hlakulela,5.0,Positif,Verbe,cultivate,ku hlakulela
kusalula,labourer,ploeg,i-plough,5.0,Positif,Verbe,plow,ku rima
luteta,graine,saad,imbewu,5.0,Positif,Mot,seed,mbewu
munya,soleil,son,Ilanga,5.0,Positif,Mot,sun,dyambu
budimi,champ,veld,inkambu,5.0,Positif,Mot,field,masimu
bowa,champignon,sampioen,amakhowe,5.0,Positif,Mot,mushroom,xikowakowana
buanga,fêtiche,fetish,iphathi,-1.0,Negatif,Mot,fetish,fetish ya xitombo
manga,medicaments,medisyne,imithi,2.0,Positif,Mot,drugs,swidzidzirisi
kudia,manger,eet,udle,2.0,Positif,Verbe,eat,dyana
tshisanji,radio,radio,umsakazo,2.0,Positif,Mot,radio,xiya-ni-moya
tshisangilu,ristourne,afslag,isaphulelo,2.0,Positif,Mot,rebate,ku tlheriseriwa mali
kasengulu,tamis,sif,i-sieve,2.0,Positif,Mot,sieve,sefo
njiwu,danger,gevaar,ingozi,-6.0,Negatif,Verbe,hazard,nghozi
kulongolola,arranger,rangskik,hlela,3.0,Positif,Verbe,arrange,longoloxa
bunyi,Motbre,Woord,IMotbre,3.0,Positif,Mot,Word,Rito
kukezula,purifier,suiwer,hlanza,3.0,Positif,Verbe,purify,basisa
kubikakulufu,ressuciter,opwek,ukuvuselela,1.0,Positif,Verbe,resurrect,pfuxa eku feni
bangilu,debut,begin,ukuqala,1.0,Positif,Mot,beginning,masungulo
kubika,sereveiller,wakker word op,serene,1.0,Positif,Verbe,wake up,pfuka
kulala,dormir,slaap,ubuthongo,1.0,Positif,Verbe,sleep,etlela
nshinga,fil,draad,ucingo,1.0,Positif,Mot,thread,ntambhu
bubi,mal,bose,okubi,-1.0,Negatif,Mot,wrong,hoxeka
disanka,joie,vreugde,injabulo,4.0,Positif,Mot,joy,ntsako
buta,sandre,snoekbaars,isander,3.0,Positif,Mot,pike-perch,pike-perch ya xirhendzevutani
tshingoma,arme,wapen,isikhali,-4.0,Negatif,Mot,armed,va hlomile
nkuasa,chaise,stoel,isihlalo,2.0,Positif,Mot,chair,xitulu
diba,montre,kyk,bukela,2.0,Positif,Mot,watch,langutisa
ngondo,lune,maan,inyanga,2.0,Positif,Mot,moon,n&#39;weti
ditu,journer,dag,umdlali wasemini,2.0,Positif,Mot,day,siku
nyama,animal,dier,isilwane,2.0,Positif,Mot,animal,xiharhi
lumingu,semaine,week,iviki,2.0,Positif,Mot,week,vhiki
nsangilu,assemblée,byeenkoms,umhlangano,2.0,Positif,Mot,assembly,nhlengeletano
biheta,résulat,resultaat,umphumela,2.0,Positif,Mot,result,mbuyelo
mateta,examen,eksamen,ukuhlolwa,2.0,Positif,Mot,exam,xikambelo
kunyema,fuir,vlug,baleka,2.0,Positif,Verbe,flee,baleka
kusama,maladie,siekte,isifo,-2.0,Negatif,Mot,disease,vuvabyi
ludimi,langue,tong,Ulimi,4.0,Positif,Mot,language,ririmi
matshi,oreille,oor,indlebe,4.0,Positif,Mot,ear,ndleve
nshingu,cou,nek,intamo,4.0,Positif,Mot,neck,nhamu
muaku,Mot,Woord,Igama,4.0,Positif,Mot,Word,Rito
lupepela,air,lug,umoya,4.0,Positif,Mot,air,moya
kusomba,s'asseoire,sit,hlala phansi,4.0,Positif,Verbe,to sit down,ku tshama ehansi
ngondo,mois,maand,izinyanga,4.0,Positif,Mot,month,n&#39;hweti
kulua,venir,kom,woza,4.0,Positif,Verbe,come,tana
kuya,partir,verlaat,ukuhamba,4.0,Positif,Verbe,leave,suka
tshibasa,banc,bank,ibhentshi,4.0,Positif,Mot,bench,benci
dibeji,papier,papier,iphepha,4.0,Positif,Mot,paper,phepha
kabudimbua,sachet,sak,isikhwama,4.0,Positif,Mot,bag,nkwama
kabudimbua,macadame,teerpad,i-macadame,4.0,Positif,Mot,macadam,macadam
njila,route,Roete,umgwaqo,4.0,Positif,Mot,road,gondzo
benketshi,sceau,seël,uphawu,4.0,Positif,Mot,seal,siva
kusamuna,louer,prys,ukuqasha,4.0,Positif,Verbe,to rent out,ku hirha
kukukuila,adorer,aanbid,uthando,4.0,Positif,Verbe,worship,gandzela
kosha,brûler,brand,ashise,4.0,Positif,Verbe,burn,tshwa
luwongu,ravin,kloof,umhosha,4.0,Positif,Mot,ravine,ravine
bulalu,lit,bed,umbhede,4.0,Positif,Mot,bed,mubedo
mitshi,arbre,boom,isihlahla,4.0,Positif,Mot,TREE,NSINYA
kushiya,laisser,laat,ukuhamba,4.0,Positif,Verbe,to leave ,ku famba 
dingeya,mangue,mango,umango,4.0,Positif,Mot,mango,mango
tshimuma,fruit,vrugte,izithelo,4.0,Positif,Mot,fruit,mihandzu
kabuta,malette,aktetas,isikhwama semali,4.0,Positif,Mot,briefcase,nkwama wa swilo
bukula,farine,meel,ufulawa,4.0,Positif,Mot,flour,fulawuri
kutokesha,blanchir,bleikmiddel,i-bleach,1.0,Positif,Verbe,whiten,ku basa
butoka,blancheur,witheid,ubumhlophe,1.0,Positif,Mot,whiteness,ku basa
kufunda,ecrire,skryf,bhala,1.0,Positif,Verbe,to write,ku tsala
kunvua,entendre,hoor,ukuzwa,1.0,Positif,Verbe,hear,twa
kuteleja,ecouter,luister,lalela,1.0,Positif,Verbe,listen,yingisela
kusengelela,supplier,smeek,umhlinzeki,1.0,Positif,Verbe,supplier,muphakeri wa swilo
bitotshi,boue,modder,udaka,1.0,Positif,Mot,mud,ndzhope
kulongesha,enseigner,leer,fundisa,1.0,Positif,Verbe,teach,dyondzisa
kupatuka,sortir,gaan uit,phuma,1.0,Positif,Verbe,to go out,ku huma
kuvuala,porter,dra,ukugqoka,1.0,Positif,Verbe,to carry,ku rhwala
ndenji,bebiteur,babbelaar,i-bebiter,1.0,Positif,Mot,bebiteur,bebiteur
kunaya,jouer,speel,dlala,1.0,Positif,Verbe,play,tlanga
mubangila,fiancer,betrek,ukuthembisana umshado,1.0,Positif,Mot,fiancé,murhandzani
muanzankongolu,arcenciel,reënboog,i-arcenciel,1.0,Positif,Mot,rainbow,xirhendzevutani xa n’weti
nvula,pluie,reën,imvula,1.0,Positif,Mot,rain,mpfula
tumbela,arachide,grondboontjiebotter,i-peanut,1.0,Positif,Mot,peanut,peanut
kubola,pourrir,vrot,ukubola,-2.0,Negatif,Mot,rot,ku bola
moyi,salutation,groet,ukubingelela,3.0,Positif,Mot,greeting,xeweta
dinu,dent,tand,izinyo,3.0,Positif,Mot,tooth,tino
luzadi,ongle,nael,izinzipho,3.0,Positif,Mot,nail,xipikiri
mushiku,lèvre,lip,izindebe,3.0,Positif,Mot,lip,nomu
muedi,barbe,baard,intshebe,3.0,Positif,Mot,beard,malevhu
tshina,troue,gat,imbobo,3.0,Positif,Mot,hole,mbhovo
lukita,tombeau,graf,ithuna,3.0,Positif,Mot,tomb,sirha
musheta,cercueil,kis,ibhokisi lokungcwaba,3.0,Positif,Mot,coffin,bokisi ra vafi
kutanda,gronder,skel,i-rumble,3.0,Positif,Verbe,scold,chovola
mukela,sel,sout,usawoti,3.0,Positif,Mot,salt,munyu
lukombu,baler,vee,i-baler,3.0,Positif,Mot,baler,baler
kuasa,brancher,prop,ngena,3.0,Positif,Verbe,connect,hlanganisa
kulela,accoucher,gee geboorte,ukuzala,3.0,Positif,Verbe,giving birth,ku veleka
kulonga,etudier,studie,cwaningo,3.0,Positif,Verbe,to study,ku dyondza
kuvuala,s'abiller,rok,ukusula,3.0,Positif,Verbe,to get dressed,ku ambala
kuenda,marcher,loop,ukuhamba ngezinyawo,3.0,Positif,Verbe,to walk,ku famba
kuamba,dire,sê,bathi,3.0,Positif,Verbe,say,vula
kuakula,parler,praat,khuluma,3.0,Positif,Verbe,talk,vulavula
kudia,manger,eet,udle,3.0,Positif,Verbe,eat,dyana
kusumba,acheter,koop,thenga,3.0,Positif,Verbe,buy,xava
kubanda,monter,klim,Phakamisa,3.0,Positif,Verbe,to go up,ku ya ehenhla
kubenga,refuser,weier,Enqaba,3.0,Positif,Verbe,refuse,ala
kupatuka,sortir,gaan uit,phuma,3.0,Positif,Verbe,to go out,ku huma
kusomba,s'assoir,sit,hlala phansi,3.0,Positif,Verbe,sit down,tshama ehansi
kulenga,toucher,raak aan,thinta,3.0,Positif,Verbe,to touch,ku khumba
kutuala,emener,neem weg,thatha,3.0,Positif,Verbe,bring,tisa
kuimansha,jetter,gooi weg,lahla,3.0,Positif,Verbe,throw,cukumeta
kubugna,plier,vou,ukusonga,3.0,Positif,Verbe,bend,khotsa
kuenza,fair,doen,ilungile,3.0,Positif,Verbe,fair,ringanana
kulekala,laisser,laat gaan,ukuhamba,3.0,Positif,Verbe,to leave ,ku famba 
kumvua,ecouter,luister,lalela,3.0,Positif,Verbe,listen,yingisela
kukuluka,tomber,laat val,ekwindla,-1.0,Negatif,Verbe,to fall,ku wa
kunanga,aimer,liefde,thanda,2.0,Positif,Verbe,to like,ku tsakela
kulala,dormir,slaap,ubuthongo,2.0,Positif,Verbe,sleep,etlela
bulalu,lit,bed,umbhede,2.0,Positif,Verbe,bed,mubedo
mupana,pantallon,broek,ibhulukwe,2.0,Positif,Mot,pants,maburuku
nkanzu,robe,rok,ingubo yokugqoka,2.0,Positif,Mot,dress,ambala
kulomba,demander,vra,buza,2.0,Positif,Verbe,ask,vutisa
kuibila,frauder,bedrieg,ukukhwabanisa,3.0,Positif,Verbe,defraud,ku kanganyisa
kututa,tapper,tik,umshini wokuthepha,6.0,Positif,Verbe,type,muxaka
mesa,table,tafel,itafula,5.0,Positif,Mot,table,tafula
kupingana,rentrer,gaan terug in,buyela,3.0,Positif,Verbe,to return,ku tlhelela endzhaku
kusomba,s'assoire,sit,hlala phansi,3.0,Positif,Verbe,sit down,tshama ehansi
kupeta,trouver,vind,thola,5.0,Positif,Verbe,find,kuma
tatu,père,vader,ubaba,3.0,Positif,Mot,father,tatana
mamu,mère,moeder,umama,3.0,Positif,Mot,mother,manana
mwana,enfant,kind,ingane,3.0,Positif,Mot,child,n&#39;wana
mukaji,femme,vrou,owesifazane,3.0,Positif,Mot,women,vavasati
mutelu,chemise,hemp,ihembe,3.0,Positif,Mot,shirt,hembhe
lupangu,parcelle,pakkie,icebo,3.0,Positif,Mot,plot,kungu
tshibuta,malette,aktetas,isikhwama semali,3.0,Positif,Mot,briefcase,nkwama wa swilo
bilatu,chaussure,skoen,isicathulo,3.0,Positif,Mot,shoe,xihlangi
moyo,cœur,hart,inhliziyo,3.0,Positif,Mot,heart,mbilu
machi,sang,bloed,igazi,3.0,Positif,Mot,blood,ngati
mukolu,jambe,been,umlenze,3.0,Positif,Mot,leg,nenge
disu,oeuil,oog,iso,3.0,Positif,Mot,eye,tihlo
maboko,bras,arm,ingalo,3.0,Positif,Mot,arm,voko
makasa,pierds,voete,ama-pierd,3.0,Positif,Mot,pierds,swiporo swa swikepe
minu,doigts,vingers,iminwe,3.0,Positif,Mot,fingers,tintiho
mayi,œufs,eiers,amaqanda,3.0,Positif,Mot,eggs,tandza
tshiadi,poitrine,bors,isifuba,3.0,Positif,Mot,chest,xifuva
mongu,dot,bruidskat,amachashazi,3.0,Positif,Mot,dowry,vukati bya vukati
kaombu,talont,hak,i-talont,3.0,Positif,Mot,heel,xirhendze
mulume,mari,man,indoda,3.0,Positif,Mot,husband,nuna
mbuji,chèvre,bok,imbuzi,3.0,Positif,Mot,goat,mbuti
ngomba,vache,koei,inkomo,3.0,Positif,Mot,cow,homu
nyunyi,oiseaux,voëls,izinyoni,3.0,Positif,Mot,birds,swinyenyana
nyoka,serpent,slang,inyoka,3.0,Positif,Mot,snake,nyoka
nguluba,porc,vark,inyama yengulube,3.0,Positif,Mot,pork,nyama ya nguluve
dibata,canard,eend,idada,3.0,Positif,Mot,duck,vhika
mbotsha,kobail,kobal,i-kobail,3.0,Positif,Mot,kobail,kobail
nzevu,elephant,olifant,indlovu,3.0,Positif,Mot,elephant,ndlopfu
lomba,salamandre,salamander,i-salamander,3.0,Positif,Mot,salamander,salamander ya xirhendzevutani
ntambua,lion,leeu,Ibhubesi,3.0,Positif,Mot,lion,nghala
kangenena,insecte,insek,isinambuzane,3.0,Positif,Mot,insect,xitsotswana
tshitala,coque,kokkel,igobolondo,3.0,Positif,Mot,hull,hull
tshikuka,poule,hen,inkukhu,3.0,Positif,Mot,chicken,huku
mayi,eau,water,Amanzi,3.0,Positif,Mot,water,mati
lupuichi,poussière,stof,uthuli,3.0,Positif,Mot,dust,ritshuri
mudilu,feu,vuur,umlilo,3.0,Positif,Mot,fire,ndzilo
mvula,pluie,reën,imvula,3.0,Positif,Mot,rain,mpfula
mukidi,ravin,ravyn,umhosha,3.0,Positif,Mot,ravine,ravine
tshiomba,manioc,kassawe,i-cassava,3.0,Positif,Mot,cassava,cassava ya ximanga
mafuta,ouil,olie,i-oil,3.0,Positif,Mot,oil,oyili
makala,braise,kooltjies,ama-embers,3.0,Positif,Mot,braised,ku braised
mutshi,arbre,boom,isihlahla,3.0,Positif,Mot,TREE,NSINYA
dibwa,pierre,klip,itshe,3.0,Positif,Mot,rock ,ribye 
mashinda,hèrbe,gras,i-Hèrbe,3.0,Positif,Mot,grass,byanyi
nsoka,cailloux,klippies,ama-pebble,3.0,Positif,Mot,pebbles,swiribyana swa swiribyana
binu,jenoux,kinders,i-jenoux,3.0,Positif,Mot,jens,jens
nzubu,maison,huis,indlu,3.0,Positif,Mot,House,Yindlo
lumuenu,vittre,venster,ukucwebezela,3.0,Positif,Mot,glass,nghilazi
tshiamua,piesse,pi esse,i-piesse,3.0,Positif,Mot,piss,piss
mpala,frond,blaar,i-frond,3.0,Positif,Mot,frond,frond
makuta,argent,geld,imali,3.0,Positif,Mot,money,mali
losa,riz,rys,ilayisi,3.0,Positif,Mot,rice,rhayisi
binsonji,larme,skeur,izinyembezi,3.0,Positif,Mot,tear,handzula
maleta,lettre,brief,incwadi,3.0,Positif,Mot,letter,papila
nsuki,cheveux,hare,izinwele,3.0,Positif,Mot,hair,nsisi
bualu,problème,probleem,inkinga,3.0,Positif,Mot,issue,mhaka
kuimba,chanter,sing,cula,3.0,Positif,Verbe,sing,yimbelela
musambu,chanson,liedjie,iculo,3.0,Positif,Mot,song,risimu
diulu,ciel,hemel,isibhakabhaka,3.0,Positif,Mot,sky,tilo
muyiki,causerie,gesels,khuluma,3.0,Positif,Mot,chat,bula
kupueka,descendre,daal af,Yisa phansi,3.0,Positif,Verbe,to come down,ku rhelela
nzebwa,courant,huidige,okwamanje,3.0,Positif,Mot,fluent,khuluka
lulengu,paresse,luiheid,ubuvila,3.0,Positif,Mot,laziness,ku loloha
mabela,lait,melk,ubisi,3.0,Positif,Mot,milk,ntswamba
bulenga,bonté,vriendelikheid,umusa,3.0,Positif,Mot,goodness,vunene
bulunda,amitié,vriendskap,ubungani,3.0,Positif,Mot,friendship,vunghana
mulunda,ami,vriend,umngani,3.0,Positif,Mot,friend,munghana
muimvi,voleur,dief,isela,3.0,Positif,Mot,thief,khamba
Anyïma,Ame,siel,Soul,3.0,Positif,Mot,Soul,Moya
Bipeta,Résultats,resultate,Imiphumela,3.0,Positif,Mot,Results,Mimbuyelo
Bowa,Peur,vrees,Ukwesaba,1.0,Negatif,Mot,Fear,Nchavo
Buakana,Bonté,goedheid,Umusa,3.0,Positif,Mot,Goodness,Vunene
Bubi,Péché,sonde,Isono,1.0,Negatif,Mot,Fishing,Ku phasa tinhlampfi
Budikadidi,Liberté,vryheid,Inkululeko,3.0,Positif,Mot,Freedom,Ntshuxeko
Buenzeji,Impact,impak,Igalelo,1.0,Negatif,Mot,Impact,Ntshikelelo
Bukenka,Lumière,lig,Ukukhanya,3.0,Positif,Mot,Light,Rivoni
Bukokeshi,Pouvoir,krag,Amandla,3.0,Positif,Mot,Power,Matimba
Bukola,Force,sterkte,Amandla,3.0,Positif,Mot,Strength,Matimba
Bulanda,Pauvreté,armoede,Ubumpofu,1.0,Negatif,Mot,Poverty,Vusweti
Bulelela,Vérité,waarheid,Iqiniso,3.0,Positif,Mot,Truth,Ntiyiso
Bundu,Honte,skaamte,Amahloni,2.0,Negatif,Mot,Shame,Mbuyangwana
Butshimunyi,Victoire,oorwinning,Ukunqoba,3.0,Positif,Mot,Victory,Ku hlula
Butumbi,Gloire,glorie,Inkazimulo,3.0,Positif,Mot,Glory,Ku vangama
Diakabi,Malheur,ongeluk,Inhlekelele,-5.0,Negatif,Mot,Misfortune,Khombo ra kona
Diambuluisha,Aide,hulp,Usizo,4.0,Positif,Mot,Help,Pfuna
Dibanditshibua,Elévation,verheffing,Ukuphakanyiswa,4.0,Positif,Mot,Elevation,Ku tlakuka ka xiyimo
Dibenesha,Bénédiction,seën,Isibusiso,4.0,Positif,Mot,Blessing,Nkateko
Dibungama,Tristesse,hartseer,Usizi,-6.0,Negatif,Mot,Sadness,Ku vilela
Difesto,Fête,viering,Iphathi,4.0,Positif,Mot,Party,Nkhuvo
Difutu,Salaire,salaris,Umholo,4.0,Positif,Mot,Salary,Muholo
Dijikula,Déclaration,verklaring,Isimemezelo,4.0,Positif,Verbe,Statement,Xitatimente
Dijinga,Désir,begeerte,Isifiso,4.0,Positif,Mot,Desire,Navela
Dikankamika,Exhortation,aansporing,Isikhuthazo,4.0,Positif,Mot,Exhortation,Xikhutazo
Dikima,Audace,vermetelheid,Ukuba nesibindi,4.0,Positif,Mot,Audacity,Ku va ni xivindzi
Dikokela,Soumission,onderdanigheid,Ukuthumela,4.0,Positif,Mot,Submission,Titsongahata
Dikumbana,Capacité,vermoë,Umthamo,4.0,Positif,Mot,Ability,Vuswikoti
Dilomba,Requête,versoek,Isicelo,4.0,Positif,Mot,Request,Xikombelo
Dimanya,Connaissance,kennis,Ulwazi,4.0,Positif,Mot,Awareness,Vulemukisi
Dimanyisha,Annonce,aankondiging,Isimemezelo,4.0,Positif,Mot,Announcement,Xitiviso
Dipa,Don,geskenk,Umnikelo,4.0,Positif,Mot,Don,Don
Dipangadika,Décision,besluit,Isinqumo,4.0,Positif,Mot,Decision,Xiboho
Disama,Maladie,siekte,Isifo,-3.0,Negatif,Mot,Disease,Vuvabyi
Disuludibua,Délivrance,verlossing,Inkinga,1.0,Positif,Mot,Deliverance,Ku ntshunxiwa
Ditabuja,Foi,geloof,Ukholo,1.0,Positif,Mot,Faith,Ripfumelo
Ditawuluka,Séparation,skeiding,Ukwehlukana,1.0,Positif,Mot,Separation,Ku hambana
Ditekemena,Espérance,hoop,Ithemba,1.0,Positif,Mot,Hope,Ntshembho
Ditetshibua,Tentation,versoeking,Isilingo,1.0,Positif,Mot,Temptation,Ndzingo
Dituampanda,Assister,bystand,Yiba khona,1.0,Positif,Verbe,To assist,Ku pfuneta
Dituamushinga,Considérer,oorweeg,Cabangela,1.0,Positif,Verbe,Consider,Tekela enhlokweni
Ditumikila,Obéissance,gehoorsaamheid e,Ukulalela,1.0,Positif,Mot,Obedience,Ku yingisa
Kabingila,Raison,Rede,Isizathu,1.0,Positif,Mot,Reason,Xivangelo
Kalasisa,Exercice,Oefening,Ukuzivocavoca,1.0,Positif,Mot,Exercise,Tiolola
Kalumbila,Objectif,Doelwit,Inhloso,1.0,Positif,Mot,Objective,Xikongomelo
Kuambulula,Reprendre,CV,Qhubeka,1.0,Positif,Verbe,To resume,Ku tlhela u sungula
Kudima,Cultiver,Kweek,Hlakulela,1.0,Positif,Verbe,Cultivate,Hlakulela
Kudiundisha,Elargir,Brei uit,Nweba,1.0,Positif,Mot,Expand,Ndlandlamuxa
Kueyemena,Confier,Toevertrou,Phathisa,1.0,Positif,Verbe,Entrust,Ku tshembisa
Kuibaka,Construire,Bou,Yakha,1.0,Positif,Verbe,Build,Aka
Kujandula,Découvrir,Ontdek,Thola,1.0,Positif,Verbe,Discover,Ku kuma
Kujimina,Disparaître,Verdwyn,Zinyamalale,1.0,Positif,Verbe,Disappear,Nyamalala
Kukukuila,Adorer,Aanbid,Uthando,1.0,Positif,Verbe,Worship,Gandzela
Kulenga,Toucher,Raak aan,Thinta,1.0,Positif,Verbe,To touch,Ku khumba
Kuluka,Vomir,Braak uit,Ukuhlanza,-2.0,Negatif,Verbe,To vomit,Ku hlanta
Kumanyinula,Reconnaitre,Herken,Vuma,3.0,Positif,Mot,Recognize,Lemuka
Kumva,Comprendre,Verstaan,Qonda,3.0,Positif,Mot,To understand,Ku twisisa
Kunanukila,Persévérance,Volharding,Ukukhuthazela,3.0,Positif,Mot,Perseverance,Tiyisela
Kunyoka,Punir,Straf,Nikeza isijeziso,3.0,Positif,Verbe,Punish,Ku xupula
Kunyunguluka,Contourner,Omseil,I-Bypass,3.0,Positif,Verbe,Bypass,Ku hundza hi le tlhelo
Kusamba,Consoler,Troos,I-console,3.0,Positif,Verbe,Console,Xikhomela-ndhawu
Kusambila,Prier,Bid,Thandaza,3.0,Positif,Verbe,Pray,Khongela
