French_norm,Nature_std,Score_int,Sentiment_std,priority,english,notes,source,qa_status_translate
cigare,other,4.0,positive,medium,cigar,auto:gcp,gcp,ok
cigogne,other,5.0,positive,medium,stork,auto:gcp,gcp,ok
cille,other,5.0,positive,medium,cille,auto:gcp,gcp,ok
ciller,other,-6.0,negative,medium,blink,auto:gcp,gcp,ok
ciment,other,-5.0,negative,medium,cement,auto:gcp,gcp,ok
cimetière,other,-6.0,negative,medium,graveyard,auto:gcp,gcp,ok
cingler,other,4.0,positive,medium,to sting,auto:gcp,gcp,ok
cinq,other,6.0,positive,medium,five,auto:gcp,gcp,ok
circoncire,verb,4.0,positive,medium,circumcise,auto:gcp,gcp,ok
circonsir,verb,4.0,positive,medium,to circumscribe,auto:gcp,gcp,ok
citoyen,other,4.0,positive,medium,citizen,auto:gcp,gcp,ok
clairement,other,6.0,positive,medium,clearly,auto:gcp,gcp,ok
clameur,other,-5.0,negative,medium,clamor,auto:gcp,gcp,ok
clé,other,3.0,positive,medium,key,auto:gcp,gcp,ok
clémence,other,3.0,positive,medium,clemency,auto:gcp,gcp,ok
cobaille,other,5.0,positive,medium,guinea pig,auto:gcp,gcp,ok
cochon,other,5.0,positive,medium,pig,auto:gcp,gcp,ok
colere,other,-4.0,negative,medium,anger,auto:gcp,gcp,ok
colere,verb,-4.0,negative,medium,anger,auto:gcp,gcp,ok
collaborateur,other,3.0,positive,medium,collaborator,auto:gcp,gcp,ok
collecte,other,4.0,positive,medium,collection,auto:gcp,gcp,ok
colonnevertebrale,other,3.0,positive,medium,spine,auto:gcp,gcp,ok
colonnevertébrale,other,3.0,positive,medium,spine,auto:gcp,gcp,ok
combo,other,5.0,positive,medium,combo,auto:gcp,gcp,ok
commencement,other,6.0,positive,medium,beginning,auto:gcp,gcp,ok
commencer,verb,6.0,positive,medium,to start,auto:gcp,gcp,ok
commission,other,4.0,positive,medium,commission,auto:gcp,gcp,ok
commode,other,-3.0,negative,medium,convenient,auto:gcp,gcp,ok
compassion,other,4.0,positive,medium,compassion,auto:gcp,gcp,ok
compensions,other,3.0,positive,medium,compensations,auto:gcp,gcp,ok
compléter,other,6.0,positive,medium,complete,auto:gcp,gcp,ok
compléter,verb,4.0,positive,medium,complete,auto:gcp,gcp,ok
comprendre,other,3.0,positive,medium,to understand,auto:gcp,gcp,ok
conduite,other,4.0,positive,medium,conduct,auto:gcp,gcp,ok
confesser,verb,3.0,positive,medium,confess,auto:gcp,gcp,ok
confession,verb,4.0,positive,medium,confession,auto:gcp,gcp,ok
confondre,verb,3.0,positive,medium,to confuse,auto:gcp,gcp,ok
conforme,other,6.0,positive,medium,conforms,auto:gcp,gcp,ok
confus,other,-6.0,negative,medium,confused,auto:gcp,gcp,ok
congner,verb,-6.0,negative,medium,conne,auto:gcp,gcp,ok
connaissance,other,3.0,positive,medium,awareness,auto:gcp,gcp,ok
consacrer,other,-3.0,negative,medium,to devote,auto:gcp,gcp,ok
conscience,other,4.0,positive,medium,awareness,auto:gcp,gcp,ok
conseil,verb,5.0,positive,medium,advice,auto:gcp,gcp,ok
conseiller,verb,5.0,positive,medium,advise,auto:gcp,gcp,ok
consentement mutuel,expr,4.0,positive,medium,mutual consent,auto:gcp,gcp,ok
conservation,other,-3.0,negative,medium,conservation,auto:gcp,gcp,ok
conservation,verb,4.0,positive,medium,conservation,auto:gcp,gcp,ok
consolation,other,4.0,positive,medium,consolation,auto:gcp,gcp,ok
conte,other,5.0,positive,medium,tale,auto:gcp,gcp,ok
contempteur,other,-6.0,negative,medium,contemptuous,auto:gcp,gcp,ok
content,other,4.0,positive,medium,thrilled,auto:gcp,gcp,ok
contester,verb,4.0,positive,medium,challenge,auto:gcp,gcp,ok
contourner,verb,3.0,positive,medium,bypass,auto:gcp,gcp,ok
contradiction,other,-6.0,negative,medium,contradiction,auto:gcp,gcp,ok
contraire,other,-5.0,negative,medium,opposite,auto:gcp,gcp,ok
contredit,verb,-6.0,negative,medium,contradicted,auto:gcp,gcp,ok
contribuer à l'avancement,expr,-6.0,negative,medium,contribute to the advancement,auto:gcp,gcp,ok
contribution,other,5.0,positive,medium,contribution,auto:gcp,gcp,ok
convenable,other,5.0,positive,medium,suitable,auto:gcp,gcp,ok
conversion,other,5.0,positive,medium,conversion,auto:gcp,gcp,ok
converti,other,4.0,positive,medium,converted,auto:gcp,gcp,ok
convictio,other,4.0,positive,medium,conviction,auto:gcp,gcp,ok
coordinateur,other,5.0,positive,medium,coordinator,auto:gcp,gcp,ok
copier,verb,3.0,positive,medium,copy,auto:gcp,gcp,ok
coq,other,6.0,positive,medium,rooster,auto:gcp,gcp,ok
coque,other,3.0,positive,medium,hull,auto:gcp,gcp,ok
corbeau,other,-3.0,negative,medium,crow,auto:gcp,gcp,ok
cordonne,other,5.0,positive,medium,cord,auto:gcp,gcp,ok
corne,other,6.0,positive,medium,horn,auto:gcp,gcp,ok
corriger,verb,3.0,positive,medium,to correct,auto:gcp,gcp,ok
cote,other,3.0,positive,medium,side,auto:gcp,gcp,ok
coteau,other,,,medium,hill,auto:gcp,gcp,ok
coucher,other,4.0,positive,medium,to sleep,auto:gcp,gcp,ok
coup,other,-4.0,negative,medium,cut,auto:gcp,gcp,ok
courage,verb,3.0,positive,medium,courage,auto:gcp,gcp,ok
courber,other,-5.0,negative,medium,bend,auto:gcp,gcp,ok
courber,verb,4.0,positive,medium,bend,auto:gcp,gcp,ok
courire,verb,5.0,positive,medium,to run,auto:gcp,gcp,ok
courrir,verb,3.0,positive,medium,run,auto:gcp,gcp,ok
couto,other,3.0,positive,medium,couto,auto:gcp,gcp,ok
couvrir,verb,4.0,positive,medium,cover,auto:gcp,gcp,ok
crabe,other,4.0,positive,medium,crab,auto:gcp,gcp,ok
craindre,verb,3.0,positive,medium,to fear,auto:gcp,gcp,ok
createur,other,3.0,positive,medium,Creator,auto:gcp,gcp,ok
cri,other,-5.0,negative,medium,cry,auto:gcp,gcp,ok
crier,verb,3.0,positive,medium,shout,auto:gcp,gcp,ok
crierie,other,-5.0,negative,medium,auction house,auto:gcp,gcp,ok
crise,other,3.0,positive,medium,crisis,auto:gcp,gcp,ok
cristal,other,4.0,positive,medium,crystal,auto:gcp,gcp,ok
croissance,other,5.0,positive,medium,growth,auto:gcp,gcp,ok
cruche,other,5.0,neutral,medium,jug,auto:gcp,gcp,ok
crucifier,verb,3.0,positive,medium,crucify,auto:gcp,gcp,ok
cruellement,other,-4.0,negative,medium,cruelly,auto:gcp,gcp,ok
cuillère,other,3.0,positive,medium,spoon,auto:gcp,gcp,ok
cuirasse,other,5.0,positive,medium,armor,auto:gcp,gcp,ok
culte,other,4.0,positive,medium,worship,auto:gcp,gcp,ok
cultivre,verb,3.0,positive,medium,cultivate,auto:gcp,gcp,ok
cultuvateur,other,3.0,positive,medium,farmer,auto:gcp,gcp,ok
cène,other,-5.0,negative,medium,last supper,auto:gcp,gcp,ok
célibat,other,-6.0,negative,medium,celibacy,auto:gcp,gcp,ok
célébrant,other,5.0,positive,medium,celebrant,auto:gcp,gcp,ok
célébrer,verb,3.0,positive,medium,celebrate,auto:gcp,gcp,ok
célébrité,other,-6.0,negative,medium,celebrity,auto:gcp,gcp,ok
célérité,other,-5.0,negative,medium,speed,auto:gcp,gcp,ok
cénobite,other,4.0,positive,medium,cenobite,auto:gcp,gcp,ok
céramique,other,-6.0,negative,medium,ceramic,auto:gcp,gcp,ok
cœur,other,5.0,positive,medium,heart,auto:gcp,gcp,ok
dame,other,4.0,positive,medium,lady,auto:gcp,gcp,ok
danger,verb,-6.0,negative,medium,hazard,auto:gcp,gcp,ok
dard,other,-4.0,negative,medium,dart,auto:gcp,gcp,ok
decevoir,verb,-4.0,negative,medium,disappoint,auto:gcp,gcp,ok
dechirer,verb,-3.0,negative,medium,rip,auto:gcp,gcp,ok
defois,other,4.0,positive,medium,sometimes,auto:gcp,gcp,ok
demain,other,3.0,positive,medium,tomorrow,auto:gcp,gcp,ok
depeche,verb,4.0,positive,medium,dispatch,auto:gcp,gcp,ok
depot,other,3.0,positive,medium,deposit,auto:gcp,gcp,ok
derober,verb,6.0,positive,medium,to steal,auto:gcp,gcp,ok
desandre,verb,3.0,positive,medium,desandre,auto:gcp,gcp,ok
descendance,other,3.0,positive,medium,descendants,auto:gcp,gcp,ok
descendre,verb,3.0,positive,medium,to come down,auto:gcp,gcp,ok
desire,verb,6.0,positive,medium,desire,auto:gcp,gcp,ok
desordre,other,-3.0,negative,medium,mess,auto:gcp,gcp,ok
dessiner,verb,3.0,positive,medium,draw,auto:gcp,gcp,ok
destruiction,other,3.0,positive,medium,destruction,auto:gcp,gcp,ok
determination,other,4.0,positive,medium,determination,auto:gcp,gcp,ok
"dette, dû",expr,-6.0,negative,medium,"debt, owed",auto:gcp,gcp,ok
deuil,other,-6.0,negative,medium,grief,auto:gcp,gcp,ok
devoir,other,6.0,positive,medium,duty,auto:gcp,gcp,ok
diadème,other,-5.0,negative,medium,tiara,auto:gcp,gcp,ok
dialecte,other,5.0,positive,medium,dialect,auto:gcp,gcp,ok
diasteme,other,3.0,positive,medium,diastema,auto:gcp,gcp,ok
diatribe,other,4.0,positive,medium,diatribe,auto:gcp,gcp,ok
difficile,other,4.0,positive,medium,difficult,auto:gcp,gcp,ok
difficilement,other,5.0,positive,medium,with difficulty,auto:gcp,gcp,ok
digne,other,3.0,positive,medium,worthy,auto:gcp,gcp,ok
diligemment,other,5.0,positive,medium,diligently,auto:gcp,gcp,ok
dimanche,other,3.0,positive,medium,Sunday,auto:gcp,gcp,ok
diminuer,verb,-3.0,negative,medium,decrease,auto:gcp,gcp,ok
dire,verb,3.0,positive,medium,say,auto:gcp,gcp,ok
dirger,verb,3.0,positive,medium,to lead,auto:gcp,gcp,ok
dis,verb,3.0,positive,medium,say,auto:gcp,gcp,ok
discernemen,other,4.0,positive,medium,discernment,auto:gcp,gcp,ok
discerner,verb,4.0,positive,medium,discern,auto:gcp,gcp,ok
disciper,verb,4.0,positive,medium,to discipline,auto:gcp,gcp,ok
disciple,other,3.0,positive,medium,disciple,auto:gcp,gcp,ok
discipliner,other,3.0,positive,medium,discipline,auto:gcp,gcp,ok
discipliner,verb,4.0,positive,medium,discipline,auto:gcp,gcp,ok
discoureur,other,-4.0,negative,medium,orator,auto:gcp,gcp,ok
discrimination,other,-3.0,negative,medium,discrimination,auto:gcp,gcp,ok
disparaitre,other,-6.0,negative,medium,disappear,auto:gcp,gcp,ok
disparaitre,verb,-4.0,negative,medium,disappear,auto:gcp,gcp,ok
disperser,verb,-6.0,negative,medium,disperse,auto:gcp,gcp,ok
dispersion,other,-4.0,negative,medium,dispersion,auto:gcp,gcp,ok
dispute,verb,-4.0,negative,medium,dispute,auto:gcp,gcp,ok
disputeur,other,-6.0,negative,medium,argumentative,auto:gcp,gcp,ok
dissension,other,-4.0,negative,medium,dissension,auto:gcp,gcp,ok
distingué,other,4.0,positive,medium,distinguished,auto:gcp,gcp,ok
distraction,other,3.0,positive,medium,distraction,auto:gcp,gcp,ok
dit,other,4.0,positive,medium,said,auto:gcp,gcp,ok
divers,other,5.0,positive,medium,miscellaneous,auto:gcp,gcp,ok
diversité,other,6.0,positive,medium,diversity,auto:gcp,gcp,ok
division,other,-5.0,negative,medium,division,auto:gcp,gcp,ok
dix-huit,number,6.0,positive,medium,eighteen,auto:gcp,gcp,ok
doigts,other,3.0,positive,medium,fingers,auto:gcp,gcp,ok
dominateur,other,-3.0,negative,medium,dominator,auto:gcp,gcp,ok
dominical,other,6.0,positive,medium,Sunday,auto:gcp,gcp,ok
dommage,other,-4.0,negative,medium,Shame,auto:gcp,gcp,ok
don,other,4.0,positive,medium,Don,auto:gcp,gcp,ok
don de grâce,expr,4.0,positive,medium,gift of grace,auto:gcp,gcp,ok
dot,other,3.0,positive,medium,dowry,auto:gcp,gcp,ok
dresser,verb,4.0,positive,medium,dress,auto:gcp,gcp,ok
droite,other,4.0,positive,medium,RIGHT,auto:gcp,gcp,ok
droiture,other,5.0,positive,medium,righteousness,auto:gcp,gcp,ok
droiture,verb,4.0,positive,medium,righteousness,auto:gcp,gcp,ok
dureté,other,-5.0,negative,medium,hardness,auto:gcp,gcp,ok
dysenterie,other,-6.0,negative,medium,dysentery,auto:gcp,gcp,ok
débiteur,other,-5.0,negative,medium,debtor,auto:gcp,gcp,ok
débordement,other,-4.0,positive,medium,overflow,auto:gcp,gcp,ok
déchausser,other,3.0,positive,medium,take off your shoes,auto:gcp,gcp,ok
déchausser,verb,5.0,positive,medium,take off your shoes,auto:gcp,gcp,ok
déchirure,other,-4.0,negative,medium,tear,auto:gcp,gcp,ok
décision,other,3.0,positive,medium,decision,auto:gcp,gcp,ok
déclaration,verb,4.0,positive,medium,statement,auto:gcp,gcp,ok
dédicacé,other,3.0,positive,medium,dedication,auto:gcp,gcp,ok
défaillant,other,-6.0,negative,medium,failing,auto:gcp,gcp,ok
défaillir,verb,3.0,positive,medium,to faint,auto:gcp,gcp,ok
"défait, regret",expr,-6.0,negative,medium,"defeat, regret",auto:gcp,gcp,ok
défis,other,4.0,positive,medium,challenges,auto:gcp,gcp,ok
démonstration,other,3.0,positive,medium,demonstration,auto:gcp,gcp,ok
dépendre,other,3.0,positive,medium,depend,auto:gcp,gcp,ok
dépendre,verb,4.0,positive,medium,depend,auto:gcp,gcp,ok
dépens,other,3.0,positive,medium,costs,auto:gcp,gcp,ok
dépouille,other,-6.0,negative,medium,remains,auto:gcp,gcp,ok
dépouillement,other,-6.0,negative,medium,counting,auto:gcp,gcp,ok
dépouillement,verb,5.0,positive,medium,counting,auto:gcp,gcp,ok
dépôt,other,4.0,positive,medium,deposit,auto:gcp,gcp,ok
déraciner,verb,4.0,positive,medium,uproot,auto:gcp,gcp,ok
dérober,other,5.0,positive,medium,to steal,auto:gcp,gcp,ok
désir,other,4.0,positive,medium,desire,auto:gcp,gcp,ok
désolation,other,6.0,positive,medium,desolation,auto:gcp,gcp,ok
désordonné,other,-6.0,negative,medium,messy,auto:gcp,gcp,ok
détester,verb,-4.0,negative,medium,hate,auto:gcp,gcp,ok
détruire,verb,-3.0,negative,medium,destroy,auto:gcp,gcp,ok
dévier,verb,3.0,positive,medium,deviate,auto:gcp,gcp,ok
dévoyer,other,4.0,positive,medium,to deviate,auto:gcp,gcp,ok
echec,other,-5.0,negative,medium,failure,auto:gcp,gcp,ok
echoué,other,3.0,positive,medium,failed,auto:gcp,gcp,ok
eclaire,other,4.0,positive,medium,enlightens,auto:gcp,gcp,ok
ecole,other,6.0,positive,medium,school,auto:gcp,gcp,ok
ecouteurs,other,3.0,positive,medium,headphones,auto:gcp,gcp,ok
ecrire,verb,5.0,positive,medium,to write,auto:gcp,gcp,ok
eduquer,verb,4.0,positive,medium,educate,auto:gcp,gcp,ok
effet,other,4.0,positive,medium,effect,auto:gcp,gcp,ok
eglise,other,5.0,positive,medium,church,auto:gcp,gcp,ok
egoiste,other,-5.0,negative,medium,self-centered,auto:gcp,gcp,ok
eguille,other,3.0,positive,medium,needle,auto:gcp,gcp,ok
elephant,other,3.0,positive,medium,elephant,auto:gcp,gcp,ok
elever,verb,3.0,positive,medium,to raise,auto:gcp,gcp,ok
elu,other,3.0,positive,medium,elected,auto:gcp,gcp,ok
eléphant,other,3.0,positive,medium,elephant,auto:gcp,gcp,ok
elévation,other,4.0,positive,medium,elevation,auto:gcp,gcp,ok
embarras,other,-3.0,negative,medium,embarrassment,auto:gcp,gcp,ok
embarras,verb,3.0,positive,medium,embarrassment,auto:gcp,gcp,ok
embarras (être dans l'),expr,-5.0,negative,medium,embarrassment (to be in the),auto:gcp,gcp,ok
embaumer,verb,4.0,positive,medium,embalm,auto:gcp,gcp,ok
embelir,verb,4.0,positive,medium,to beautify,auto:gcp,gcp,ok
embellir,verb,4.0,positive,medium,to beautify,auto:gcp,gcp,ok
embrasser,other,4.0,positive,medium,to kiss,auto:gcp,gcp,ok
emener,verb,3.0,positive,medium,to take away,auto:gcp,gcp,ok
emmailloter,other,3.0,positive,medium,swaddle,auto:gcp,gcp,ok
emmailloter,verb,-5.0,negative,medium,swaddle,auto:gcp,gcp,ok
emotion,other,4.0,positive,medium,emotion,auto:gcp,gcp,ok
empreinte,other,5.0,positive,medium,footprint,auto:gcp,gcp,ok
empêchement,verb,4.0,positive,medium,impediment,auto:gcp,gcp,ok
encourager,other,6.0,positive,medium,encourage,auto:gcp,gcp,ok
encourager,verb,4.0,positive,medium,encourage,auto:gcp,gcp,ok
endurcir,other,3.0,positive,medium,harden,auto:gcp,gcp,ok
enfance,other,4.0,positive,medium,childhood,auto:gcp,gcp,ok
enfant,other,3.0,positive,medium,child,auto:gcp,gcp,ok
enivrer,verb,-3.0,negative,medium,to intoxicate,auto:gcp,gcp,ok
enjoindre,verb,4.0,positive,medium,to order,auto:gcp,gcp,ok
enseignant,other,5.0,positive,medium,teacher,auto:gcp,gcp,ok
enseignement,other,4.0,positive,medium,education,auto:gcp,gcp,ok
enseignement,verb,5.0,positive,medium,education,auto:gcp,gcp,ok
entasser,verb,4.0,positive,medium,pile up,auto:gcp,gcp,ok
enter,verb,4.0,positive,medium,enter,auto:gcp,gcp,ok
enterrer,verb,-5.0,negative,medium,bury,auto:gcp,gcp,ok
enthousiasme,other,4.0,positive,medium,enthusiasm,auto:gcp,gcp,ok
entre,other,3.0,positive,medium,between,auto:gcp,gcp,ok
entrefaites,other,4.0,positive,medium,in the meantime,auto:gcp,gcp,ok
enumerer,verb,6.0,positive,medium,list,auto:gcp,gcp,ok
envier,verb,3.0,positive,medium,envy,auto:gcp,gcp,ok
envoyé,other,3.0,positive,medium,sent,auto:gcp,gcp,ok
ephphatha,other,5.0,positive,medium,ephphatha,auto:gcp,gcp,ok
erosélyte,other,3.0,positive,medium,eroselyte,auto:gcp,gcp,ok
errant,other,-3.0,negative,medium,wandering,auto:gcp,gcp,ok
escalier,other,4.0,positive,medium,stairs,auto:gcp,gcp,ok
esclave,other,-6.0,negative,medium,slave,auto:gcp,gcp,ok
esperance,other,6.0,positive,medium,hope,auto:gcp,gcp,ok
esprit,other,4.0,positive,medium,spirit,auto:gcp,gcp,ok
essence,other,3.0,positive,medium,essence,auto:gcp,gcp,ok
essuyer,other,6.0,positive,medium,to wipe,auto:gcp,gcp,ok
estrade,other,4.0,positive,medium,platform,auto:gcp,gcp,ok
eteindre,verb,3.0,positive,medium,turn off,auto:gcp,gcp,ok
eterniter,other,3.0,positive,medium,eternity,auto:gcp,gcp,ok
ethnie,other,4.0,positive,medium,ethnic group,auto:gcp,gcp,ok
etoiles,other,5.0,positive,medium,stars,auto:gcp,gcp,ok
etudier,verb,3.0,positive,medium,to study,auto:gcp,gcp,ok
evangile,other,3.0,positive,medium,gospel,auto:gcp,gcp,ok
eviter,other,5.0,positive,medium,avoid,auto:gcp,gcp,ok
eviter,verb,5.0,positive,medium,avoid,auto:gcp,gcp,ok
exacerber,verb,4.0,positive,medium,exacerbate,auto:gcp,gcp,ok
exalter,other,3.0,positive,medium,exalt,auto:gcp,gcp,ok
examiner,verb,6.0,positive,medium,examine,auto:gcp,gcp,ok
excepté,verb,5.0,positive,medium,except,auto:gcp,gcp,ok
excuser,verb,3.0,positive,medium,excuse,auto:gcp,gcp,ok
exercer,other,5.0,positive,medium,exercise,auto:gcp,gcp,ok
exhortation,verb,4.0,positive,medium,exhortation,auto:gcp,gcp,ok
exigence,other,5.0,positive,medium,requirement,auto:gcp,gcp,ok
exister,other,6.0,positive,medium,exist,auto:gcp,gcp,ok
exister,verb,4.0,positive,medium,exist,auto:gcp,gcp,ok
exorciste,other,3.0,positive,medium,exorcist,auto:gcp,gcp,ok
expliquer,other,3.0,positive,medium,explain,auto:gcp,gcp,ok
expliquer,verb,4.0,positive,medium,explain,auto:gcp,gcp,ok
exposer,verb,3.0,positive,medium,expose,auto:gcp,gcp,ok
expulser,other,-5.0,negative,medium,expel,auto:gcp,gcp,ok
expérience,other,3.0,positive,medium,experience,auto:gcp,gcp,ok
facile,other,3.0,positive,medium,easy,auto:gcp,gcp,ok
faible,other,-5.0,negative,medium,weak,auto:gcp,gcp,ok
faiblesse,other,-5.0,negative,medium,weakness,auto:gcp,gcp,ok
faim,other,-3.0,negative,medium,hunger,auto:gcp,gcp,ok
fair,verb,3.0,positive,medium,fair,auto:gcp,gcp,ok
faire habiller,expr,4.0,positive,medium,to dress,auto:gcp,gcp,ok
faix,other,-5.0,negative,medium,burden,auto:gcp,gcp,ok
falloir,other,-4.0,negative,medium,to need,auto:gcp,gcp,ok
false,other,-6.0,negative,medium,false,auto:gcp,gcp,ok
fantôme,other,-5.0,negative,medium,ghost,auto:gcp,gcp,ok
fatigue,other,-4.0,negative,medium,fatigue,auto:gcp,gcp,ok
fatiguer,verb,-5.0,negative,medium,to tire,auto:gcp,gcp,ok
faussement,other,-6.0,negative,medium,falsely,auto:gcp,gcp,ok
faveur,other,6.0,positive,medium,favor,auto:gcp,gcp,ok
feindre,verb,-6.0,negative,medium,pretend,auto:gcp,gcp,ok
femme,other,3.0,positive,medium,women,auto:gcp,gcp,ok
femmelette,other,-5.0,negative,medium,sissy,auto:gcp,gcp,ok
fermement,other,3.0,positive,medium,firmly,auto:gcp,gcp,ok
fermeté,other,4.0,positive,medium,firmness,auto:gcp,gcp,ok
fertile,other,3.0,positive,medium,fertile,auto:gcp,gcp,ok
fervent,other,6.0,positive,medium,fervent,auto:gcp,gcp,ok
festin,other,4.0,positive,medium,feast,auto:gcp,gcp,ok
"feuille, papier",expr,3.0,neutral,medium,"sheet, paper",auto:gcp,gcp,ok
feuilledemanioc,other,5.0,positive,medium,cassava leaf,auto:gcp,gcp,ok
feuilledepatate,other,5.0,positive,medium,potato leaf,auto:gcp,gcp,ok
fiancer,verb,3.0,positive,medium,to engage,auto:gcp,gcp,ok
fiancé,other,4.0,positive,medium,fiance,auto:gcp,gcp,ok
fidele,other,3.0,positive,medium,faithful,auto:gcp,gcp,ok
fidelite,verb,3.0,positive,medium,loyalty,auto:gcp,gcp,ok
fideliter,other,3.0,positive,medium,loyalty,auto:gcp,gcp,ok
fidèlement,other,4.0,positive,medium,faithfully,auto:gcp,gcp,ok
fidélité,other,3.0,positive,medium,loyalty,auto:gcp,gcp,ok
fier,other,5.0,positive,medium,proud,auto:gcp,gcp,ok
filet piège,expr,-6.0,negative,medium,trap net,auto:gcp,gcp,ok
fils,other,3.0,positive,medium,son,auto:gcp,gcp,ok
fils de la chambre nuptiale,expr,4.0,positive,medium,son of the bridal chamber,auto:gcp,gcp,ok
fils du jour,expr,6.0,positive,medium,son of the day,auto:gcp,gcp,ok
finesse,other,4.0,positive,medium,finesse,auto:gcp,gcp,ok
fièvre,other,-5.0,negative,medium,fever,auto:gcp,gcp,ok
flambeau,other,5.0,positive,medium,torch,auto:gcp,gcp,ok
flame,other,3.0,positive,medium,flame,auto:gcp,gcp,ok
flamme,other,3.0,mixed,medium,flame,auto:gcp,gcp,ok
fleterisse,other,6.0,positive,medium,flettress,auto:gcp,gcp,ok
fleurs,other,6.0,positive,medium,flowers,auto:gcp,gcp,ok
flux,other,-3.0,positive,medium,flow,auto:gcp,gcp,ok
flétrir,verb,-5.0,negative,medium,wither,auto:gcp,gcp,ok
flûte,other,3.0,positive,medium,flute,auto:gcp,gcp,ok
folie,other,-6.0,negative,medium,madness,auto:gcp,gcp,ok
fondation,other,4.0,positive,medium,foundation,auto:gcp,gcp,ok
fondement,other,3.0,positive,medium,foundation,auto:gcp,gcp,ok
fonder,verb,3.0,positive,medium,to found,auto:gcp,gcp,ok
forcer,verb,-3.0,negative,medium,force,auto:gcp,gcp,ok
fort,other,4.0,positive,medium,strong,auto:gcp,gcp,ok
fortifier,verb,3.0,positive,medium,strengthen,auto:gcp,gcp,ok
fos,other,4.0,positive,medium,fos,auto:gcp,gcp,ok
fosse,other,-5.0,negative,medium,ditch,auto:gcp,gcp,ok
"fou, folle",expr,-6.0,negative,medium,"crazy, madwoman",auto:gcp,gcp,ok
foudre,other,-4.0,negative,medium,lightning,auto:gcp,gcp,ok
fouet,other,-4.0,negative,medium,whip,auto:gcp,gcp,ok
foufou,other,3.0,positive,medium,crazy,auto:gcp,gcp,ok
fourmi,other,3.0,positive,medium,ant,auto:gcp,gcp,ok
fourmis,other,-4.0,positive,medium,ants,auto:gcp,gcp,ok
fournissement,other,3.0,positive,medium,supply,auto:gcp,gcp,ok
foué,other,3.0,positive,medium,crazy,auto:gcp,gcp,ok
fracturer,verb,-5.0,negative,medium,fracture,auto:gcp,gcp,ok
