CILUBA,French,French_norm,Score,Score_int,Sentiment,Sentiment_std,Nature,Nature_std,qa_status,english,notes,source,qa_status_translate
Kunianga,abimer,abimer,-4.0,-4.0,Negatif,negative,Verbe,verb,ok,to damage,auto:gcp,gcp,ok
Kumanyisha,informer,informer,3.0,3.0,Positif,positive,Verbe,verb,ok,inform,auto:gcp,gcp,ok
Biabunyi,beaucoup,beaucoup,3.0,3.0,Positif,positive,Mot,other,ok,a lot,auto:gcp,gcp,ok
Tshikondo,periode,periode,3.0,3.0,Positif,positive,Mot,other,ok,period,auto:gcp,gcp,ok
Tshilejelu,exemple,exemple,3.0,3.0,Positif,positive,Mot,other,ok,example,auto:gcp,gcp,ok
Dimanyia,connaissance,connaissance,3.0,3.0,Positif,positive,Mot,other,ok,awareness,auto:gcp,gcp,ok
Mpokolo,source,source,3.0,3.0,Positif,positive,Mot,other,ok,source,auto:gcp,gcp,ok
Wa,de,de,0.0,0.0,Neutre,neutral,Article,article,ok,of,auto:gcp,gcp,ok
Bakuabu,d'autre,d'autre,0.0,0.0,Neutre,neutral,Mot,other,ok,else,auto:gcp,gcp,ok
Kuangata,prendre,prendre,2.0,2.0,Positif,positive,Verbe,verb,ok,take,auto:gcp,gcp,ok
Tshibuashabuasha,univers,univers,2.0,2.0,Positif,positive,Mot,other,ok,universe,auto:gcp,gcp,ok
Mitoto,etiole,etiole,2.0,2.0,Positif,positive,Mot,other,ok,etiole,auto:gcp,gcp,ok
Butoke,eclairer,eclairer,2.0,2.0,Positif,positive,Verbe,verb,ok,to illuminate,auto:gcp,gcp,ok
Mushindu,façon,façon,2.0,2.0,Positif,positive,Mot,other,ok,way,auto:gcp,gcp,ok
Kuteleja,ecouter,ecouter,2.0,2.0,Positif,positive,Verbe,verb,ok,listen,auto:gcp,gcp,ok
Diyi,voix,voix,2.0,2.0,Positif,positive,Mot,other,ok,voice,auto:gcp,gcp,ok
Mubidi,corps,corps,2.0,2.0,Positif,positive,Mot,other,ok,body,auto:gcp,gcp,ok
Mashi,sang,sang,2.0,2.0,Positif,positive,Mot,other,ok,blood,auto:gcp,gcp,ok
Kumona,voir,voir,2.0,2.0,Positif,positive,Verbe,verb,ok,see,auto:gcp,gcp,ok
Kuitaba,accepter,accepter,2.0,2.0,Positif,positive,Verbe,verb,ok,accept,auto:gcp,gcp,ok
Mpukampuka,hasard,hasard,2.0,2.0,Positif,positive,Mot,other,ok,chance,auto:gcp,gcp,ok
tshibingishilu,commencement,commencement,2.0,2.0,Positif,positive,Mot,other,ok,beginning,auto:gcp,gcp,ok
Tshinfuanyi,image,image,2.0,2.0,Positif,positive,Mot,other,ok,picture,auto:gcp,gcp,ok
Ngikadilu,qualiter,qualiter,2.0,2.0,Positif,positive,Mot,other,ok,quality,auto:gcp,gcp,ok
Bukokeshi,autoriter,autoriter,2.0,2.0,Positif,positive,Mot,other,ok,to authorize,auto:gcp,gcp,ok
Dishilangana,different,different,2.0,2.0,Positif,positive,Mot,other,ok,different,auto:gcp,gcp,ok
Kusambila,prier,prier,2.0,2.0,Positif,positive,Verbe,verb,ok,pray,auto:gcp,gcp,ok
Kukumbana,convenir,convenir,2.0,2.0,Positif,positive,Verbe,verb,ok,agree,auto:gcp,gcp,ok
Bulunda,amitier,amitier,2.0,2.0,Positif,positive,Mot,other,ok,friendship,auto:gcp,gcp,ok
Kulua,venir,venir,2.0,2.0,Positif,positive,Verbe,verb,ok,come,auto:gcp,gcp,ok
Mushinga,prix,prix,2.0,2.0,Positif,positive,Mot,other,ok,price,auto:gcp,gcp,ok
kusemena,approcher,approcher,2.0,2.0,Positif,positive,Verbe,verb,ok,approach,auto:gcp,gcp,ok
Kuambuluisha,aider,aider,2.0,2.0,Positif,positive,Verbe,verb,ok,help,auto:gcp,gcp,ok
Kusamba,consoller,consoller,2.0,2.0,Positif,positive,Verbe,verb,ok,to console,auto:gcp,gcp,ok
Kusankisha,rejouire,rejouire,2.0,2.0,Positif,positive,Verbe,verb,ok,to rejoice,auto:gcp,gcp,ok
kushintuluka,changer,changer,2.0,2.0,Positif,positive,Verbe,verb,ok,to change,auto:gcp,gcp,ok
Makenga,souffrance,souffrance,2.0,2.0,Positif,positive,Mot,other,ok,suffering,auto:gcp,gcp,ok
Kuludika,redresser,redresser,2.0,2.0,Positif,positive,Verbe,verb,ok,to sort out,auto:gcp,gcp,ok
Kuenza,faire,faire,2.0,2.0,Positif,positive,Verbe,verb,ok,TO DO,auto:gcp,gcp,ok
kulomba,Demander,demander,2.0,2.0,Positif,positive,Verbe,verb,ok,ask,auto:gcp,gcp,ok
Kupumuna,epancher,epancher,2.0,2.0,Positif,positive,Verbe,verb,ok,to pour out,auto:gcp,gcp,ok
Ditalala,paix,paix,2.0,2.0,Positif,positive,Mot,other,ok,peace,auto:gcp,gcp,ok
Kudisangisha,reunir,reunir,2.0,2.0,Positif,positive,Verbe,verb,ok,reunite,auto:gcp,gcp,ok
Diku,famille,famille,2.0,2.0,Positif,positive,Mot,other,ok,family,auto:gcp,gcp,ok
Tshisumbu,groupe,groupe,2.0,2.0,Positif,positive,Mot,other,ok,band,auto:gcp,gcp,ok
Mikenji,lois,lois,2.0,2.0,Positif,positive,Mot,other,ok,laws,auto:gcp,gcp,ok
Ntemu,temoin,temoin,2.0,2.0,Positif,positive,Mot,other,ok,witness,auto:gcp,gcp,ok
Kushima,mentir,mentir,-3.0,-3.0,Negatif,negative,Verbe,verb,ok,lie,auto:gcp,gcp,ok
Tshisangilu,reunion,reunion,4.0,4.0,Positif,positive,Mot,other,ok,meeting,auto:gcp,gcp,ok
Pamuapa,defois,defois,4.0,4.0,Positif,positive,Mot,other,ok,sometimes,auto:gcp,gcp,ok
Kuseka,Rigoler,rigoler,4.0,4.0,Positif,positive,Verbe,verb,ok,to laugh,auto:gcp,gcp,ok
Kuibidila,habitude,habitude,4.0,4.0,Positif,positive,Mot,other,ok,habit,auto:gcp,gcp,ok
Madilu,deuil,deuil,-6.0,-6.0,Negatif,negative,Mot,other,ok,grief,auto:gcp,gcp,ok
Kuibaka,construire,construire,3.0,3.0,Positif,positive,Verbe,verb,ok,build,auto:gcp,gcp,ok
Bipepela,facile,facile,3.0,3.0,Positif,positive,Mot,other,ok,easy,auto:gcp,gcp,ok
Kusungula,choisire,choisire,3.0,3.0,Positif,positive,Verbe,verb,ok,choose,auto:gcp,gcp,ok
kulomba,Demander,demander,3.0,3.0,Positif,positive,Verbe,verb,ok,ask,auto:gcp,gcp,ok
Bulongolodi,organisation,organisation,3.0,3.0,Positif,positive,Mot,other,ok,organization,auto:gcp,gcp,ok
Kucimuna,vincrait,vincrait,3.0,3.0,Positif,positive,Mot,other,ok,would win,auto:gcp,gcp,ok
Kusuminyina,ainsister,ainsister,3.0,3.0,Positif,positive,Verbe,verb,ok,doncster,auto:gcp,gcp,ok
Kutunguluka,continuer,continuer,3.0,3.0,Positif,positive,Verbe,verb,ok,continue,auto:gcp,gcp,ok
Mufuki,createur,createur,3.0,3.0,Positif,positive,Mot,other,ok,Creator,auto:gcp,gcp,ok
Kukokela,soumission,soumission,3.0,3.0,Positif,positive,Mot,other,ok,submission,auto:gcp,gcp,ok
Disanka,joie,joie,3.0,3.0,Positif,positive,Mot,other,ok,joy,auto:gcp,gcp,ok
Kukumbajia,ajouter,ajouter,3.0,3.0,Positif,positive,Verbe,verb,ok,add,auto:gcp,gcp,ok
Mukaji,femme,femme,3.0,3.0,Positif,positive,Mot,other,ok,women,auto:gcp,gcp,ok
mudimu,travail,travail,3.0,3.0,Positif,positive,Verbe,verb,ok,work,auto:gcp,gcp,ok
Kabutu,destruiction,destruiction,3.0,3.0,Positif,positive,Mot,other,ok,destruction,auto:gcp,gcp,ok
Lukuka,aviditer,aviditer,3.0,3.0,Positif,positive,Mot,other,ok,to greed,auto:gcp,gcp,ok
Muana,descendance,descendance,3.0,3.0,Positif,positive,Mot,other,ok,descendants,auto:gcp,gcp,ok
Biabunyi,immence,immence,3.0,3.0,Positif,positive,Mot,other,ok,immensity,auto:gcp,gcp,ok
Lulamatu,fideliter,fideliter,3.0,3.0,Positif,positive,Mot,other,ok,loyalty,auto:gcp,gcp,ok
Kudipuekesha,humilter,humilter,3.0,3.0,Positif,positive,Mot,other,ok,to humble,auto:gcp,gcp,ok
Kukuba,proteger,proteger,3.0,3.0,Positif,positive,Verbe,verb,ok,protect,auto:gcp,gcp,ok
Ciendelela,eterniter,eterniter,3.0,3.0,Positif,positive,Mot,other,ok,eternity,auto:gcp,gcp,ok
Dishintuluka,changement,changement,3.0,3.0,Positif,positive,Mot,other,ok,change,auto:gcp,gcp,ok
Ditumikila,obeisance,obeisance,3.0,3.0,Positif,positive,Mot,other,ok,obedience,auto:gcp,gcp,ok
disanka,bonheur,bonheur,3.0,3.0,Positif,positive,Mot,other,ok,happiness,auto:gcp,gcp,ok
dibungama,tristesse,tristesse,-1.0,-1.0,Negatif,negative,Mot,other,ok,sadness,auto:gcp,gcp,ok
tshinji,colere,colere,-4.0,-4.0,Negatif,negative,Mot,other,ok,anger,auto:gcp,gcp,ok
bowa,peur,peur,-6.0,-6.0,Negatif,negative,Mot,other,ok,fear,auto:gcp,gcp,ok
ditalala,paix,paix,5.0,5.0,Positif,positive,Mot,other,ok,peace,auto:gcp,gcp,ok
kukuata,reusir,reusir,5.0,5.0,Positif,positive,Verbe,verb,ok,to succeed,auto:gcp,gcp,ok
kubula,echec,echec,-5.0,-5.0,Negatif,negative,Mot,other,ok,failure,auto:gcp,gcp,ok
ditekemena,confiance,confiance,4.0,4.0,Positif,positive,Mot,other,ok,trust,auto:gcp,gcp,ok
kuseka,sourire,sourire,6.0,6.0,Positif,positive,Verbe,verb,ok,smile,auto:gcp,gcp,ok
bisonji,Larmes,larmes,-3.0,-3.0,Negatif,negative,Mot,other,ok,tears,auto:gcp,gcp,ok
ditekemena,espoir,espoir,2.0,2.0,Positif,positive,Mot,other,ok,hope,auto:gcp,gcp,ok
kuvuluka,souvenir,souvenir,3.0,3.0,Positif,positive,Mot,other,ok,memory,auto:gcp,gcp,ok
kubengakutekemena,desespoir,desespoir,-7.0,-7.0,Negatif,negative,Mot,other,ok,despair,auto:gcp,gcp,ok
moyimukola,courage,courage,1.0,1.0,Positif,positive,Mot,other,ok,courage,auto:gcp,gcp,ok
tungunuka,continuer,continuer,1.0,1.0,Positif,positive,Verbe,verb,ok,continue,auto:gcp,gcp,ok
mudikadila,liberter,liberter,1.0,1.0,Positif,positive,Mot,other,ok,freedom,auto:gcp,gcp,ok
kukudimuna,trasformer,trasformer,1.0,1.0,Positif,positive,Verbe,verb,ok,transform,auto:gcp,gcp,ok
kukola,grandir,grandir,1.0,1.0,Positif,positive,Verbe,verb,ok,to grow,auto:gcp,gcp,ok
kulongesha,enseigne,enseigne,1.0,1.0,Positif,positive,Mot,other,ok,taught,auto:gcp,gcp,ok
tshisumi,perceverance,perceverance,1.0,1.0,Positif,positive,Mot,other,ok,perseverance,auto:gcp,gcp,ok
kubenga,refuser,refuser,-2.0,-2.0,Negatif,negative,Verbe,verb,ok,refuse,auto:gcp,gcp,ok
kubela,reprimande,reprimande,-4.0,-4.0,Negatif,negative,Mot,other,ok,reprimand,auto:gcp,gcp,ok
kulomba,demander,demander,4.0,4.0,Positif,positive,Verbe,verb,ok,ask,auto:gcp,gcp,ok
bundu,honte,honte,-3.0,-3.0,Negatif,negative,Mot,other,ok,shame,auto:gcp,gcp,ok
lupepela,air,air,2.0,2.0,Positif,positive,Mot,other,ok,air,auto:gcp,gcp,ok
buloba,monde,monde,2.0,2.0,Positif,positive,Mot,other,ok,world,auto:gcp,gcp,ok
anumpidieu,immediatement,immediatement,2.0,2.0,Positif,positive,Mot,other,ok,immediately,auto:gcp,gcp,ok
bualubudimuakuezeka,possible,possible,2.0,2.0,Positif,positive,Mot,other,ok,possible,auto:gcp,gcp,ok
bualubudikabuyimuakuezeka,impossible,impossible,-2.0,-2.0,Negatif,negative,Mot,other,ok,impossible,auto:gcp,gcp,ok
buabualukayi,pourquoi,pourquoi,0.0,0.0,Negatif,negative,Mot,other,ok,Why,auto:gcp,gcp,ok
biakana,parfaite,parfaite,4.0,4.0,Positif,positive,Mot,other,ok,perfect,auto:gcp,gcp,ok
muenacilema,egoiste,egoiste,-5.0,-5.0,Negatif,negative,Mot,other,ok,self-centered,auto:gcp,gcp,ok
umueka,visible,visible,6.0,6.0,Positif,positive,Mot,other,ok,visible,auto:gcp,gcp,ok
kayilulamatu,infidele,infidele,-3.0,-3.0,Negatif,negative,Mot,other,ok,unfaithful,auto:gcp,gcp,ok
lulamatu,fidele,fidele,3.0,3.0,Positif,positive,Mot,other,ok,faithful,auto:gcp,gcp,ok
disengelela,supplication,supplication,3.0,3.0,Positif,positive,Mot,other,ok,supplication,auto:gcp,gcp,ok
dipingana,retour,retour,3.0,3.0,Positif,positive,Mot,other,ok,back,auto:gcp,gcp,ok
dikudimuna,variation,variation,3.0,3.0,Positif,positive,Mot,other,ok,variation,auto:gcp,gcp,ok
dikuatshisha,contribuer,contribuer,3.0,3.0,Positif,positive,Verbe,verb,ok,contribute,auto:gcp,gcp,ok
dikanyina,menace,menace,-5.0,-5.0,Negatif,negative,Mot,other,ok,threat,auto:gcp,gcp,ok
dijimina,disparaitre,disparaitre,-6.0,-6.0,Negatif,negative,Mot,other,ok,disappear,auto:gcp,gcp,ok
difuilalusa,pardon,pardon,1.0,1.0,Positif,positive,Mot,other,ok,pardon,auto:gcp,gcp,ok
dibela,discipline,discipline,1.0,1.0,Positif,positive,Mot,other,ok,discipline,auto:gcp,gcp,ok
dibingishibua,justification,justification,1.0,1.0,Positif,positive,Mot,other,ok,justification,auto:gcp,gcp,ok
kutangila,surveillance,surveillance,1.0,1.0,Positif,positive,Mot,other,ok,monitoring,auto:gcp,gcp,ok
mukawu,jalousie,jalousie,-8.0,-8.0,Negatif,negative,Mot,other,ok,jealousy,auto:gcp,gcp,ok
kuanyishibua,satisfaction,satisfaction,4.0,4.0,Positif,positive,Mot,other,ok,satisfaction,auto:gcp,gcp,ok
dinyingalala,regret,regret,-8.0,-8.0,Negatif,negative,Mot,other,ok,regret,auto:gcp,gcp,ok
disanka,enthousiasme,enthousiasme,4.0,4.0,Positif,positive,Mot,other,ok,enthusiasm,auto:gcp,gcp,ok
kushikija,determination,determination,4.0,4.0,Positif,positive,Mot,other,ok,determination,auto:gcp,gcp,ok
kukina,hair,hair,-5.0,-5.0,Negatif,negative,Mot,other,ok,hate,auto:gcp,gcp,ok
dielekana,inquietude,inquietude,-4.0,-4.0,Negatif,negative,Mot,other,ok,worry,auto:gcp,gcp,ok
dilenga,bonne,bonne,3.0,3.0,Positif,positive,Mot,other,ok,Good,auto:gcp,gcp,ok
dituku,journée,journée,3.0,3.0,Positif,positive,Mot,other,ok,daytime,auto:gcp,gcp,ok
muedi,barbe,barbe,3.0,3.0,Positif,positive,Mot,other,ok,beard,auto:gcp,gcp,ok
mukana,bouche,bouche,3.0,3.0,Positif,positive,Mot,other,ok,mouth,auto:gcp,gcp,ok
diboko,bras,bras,3.0,3.0,Positif,positive,Mot,other,ok,arm,auto:gcp,gcp,ok
bongo,cerveau,cerveau,3.0,3.0,Positif,positive,Mot,other,ok,brain,auto:gcp,gcp,ok
kasuki,cheveu,cheveu,3.0,3.0,Positif,positive,Mot,other,ok,hair,auto:gcp,gcp,ok
kampombe,cheville,cheville,3.0,3.0,Positif,positive,Mot,other,ok,ankle,auto:gcp,gcp,ok
lukofi,cil,cil,3.0,3.0,Positif,positive,Mot,other,ok,eyelash,auto:gcp,gcp,ok
muoyo,cœur,cœur,3.0,3.0,Positif,positive,Mot,other,ok,heart,auto:gcp,gcp,ok
nuongo,colonnevertébrale,colonnevertébrale,3.0,3.0,Positif,positive,Mot,other,ok,spine,auto:gcp,gcp,ok
mubidi,corps,corps,3.0,3.0,Positif,positive,Mot,other,ok,body,auto:gcp,gcp,ok
libadi,cote,cote,3.0,3.0,Positif,positive,Mot,other,ok,side,auto:gcp,gcp,ok
nshingu,cou,cou,3.0,3.0,Positif,positive,Mot,other,ok,neck,auto:gcp,gcp,ok
lukenyibu,coude,coude,3.0,3.0,Positif,positive,Mot,other,ok,elbow,auto:gcp,gcp,ok
tshibalubalu,crane,crane,3.0,3.0,Positif,positive,Mot,other,ok,skull,auto:gcp,gcp,ok
tshibelo,cuisse,cuisse,3.0,3.0,Positif,positive,Mot,other,ok,thigh,auto:gcp,gcp,ok
dinu,dent,dent,3.0,3.0,Positif,positive,Mot,other,ok,tooth,auto:gcp,gcp,ok
munu,doigt,doigt,3.0,3.0,Positif,positive,Mot,other,ok,finger,auto:gcp,gcp,ok
nyima,dos,dos,3.0,3.0,Positif,positive,Mot,other,ok,back,auto:gcp,gcp,ok
dikaya,épaule,épaule,3.0,3.0,Positif,positive,Mot,other,ok,shoulder,auto:gcp,gcp,ok
tshifu,estomac,estomac,3.0,3.0,Positif,positive,Mot,other,ok,stomach,auto:gcp,gcp,ok
ditaku,fesse,fesse,3.0,3.0,Positif,positive,Mot,other,ok,buttock,auto:gcp,gcp,ok
mutshima,foie,foie,3.0,3.0,Positif,positive,Mot,other,ok,liver,auto:gcp,gcp,ok
mpala,front,front,3.0,3.0,Positif,positive,Mot,other,ok,forehead,auto:gcp,gcp,ok
tsinu,genou,genou,3.0,3.0,Positif,positive,Mot,other,ok,knee,auto:gcp,gcp,ok
diminu,gorge,gorge,3.0,3.0,Positif,positive,Mot,other,ok,throat,auto:gcp,gcp,ok
kunyema,courrir,courrir,3.0,3.0,Positif,positive,Verbe,verb,ok,run,auto:gcp,gcp,ok
kudila,pleurer,pleurer,-7.0,-7.0,Negatif,negative,Verbe,verb,ok,cry,auto:gcp,gcp,ok
kusambila,prier,prier,5.0,5.0,Positif,positive,Verbe,verb,ok,pray,auto:gcp,gcp,ok
kudima,cultiver,cultiver,5.0,5.0,Positif,positive,Verbe,verb,ok,cultivate,auto:gcp,gcp,ok
kusalula,labourer,labourer,5.0,5.0,Positif,positive,Verbe,verb,ok,plow,auto:gcp,gcp,ok
luteta,graine,graine,5.0,5.0,Positif,positive,Mot,other,ok,seed,auto:gcp,gcp,ok
munya,soleil,soleil,5.0,5.0,Positif,positive,Mot,other,ok,sun,auto:gcp,gcp,ok
budimi,champ,champ,5.0,5.0,Positif,positive,Mot,other,ok,field,auto:gcp,gcp,ok
bowa,champignon,champignon,5.0,5.0,Positif,positive,Mot,other,ok,mushroom,auto:gcp,gcp,ok
buanga,fêtiche,fêtiche,-1.0,-1.0,Negatif,negative,Mot,other,ok,fetish,auto:gcp,gcp,ok
manga,medicaments,medicaments,2.0,2.0,Positif,positive,Mot,other,ok,drugs,auto:gcp,gcp,ok
kudia,manger,manger,2.0,2.0,Positif,positive,Verbe,verb,ok,eat,auto:gcp,gcp,ok
tshisanji,radio,radio,2.0,2.0,Positif,positive,Mot,other,ok,radio,auto:gcp,gcp,ok
tshisangilu,ristourne,ristourne,2.0,2.0,Positif,positive,Mot,other,ok,discount,auto:gcp,gcp,ok
kasengulu,tamis,tamis,2.0,2.0,Positif,positive,Mot,other,ok,sieve,auto:gcp,gcp,ok
njiwu,danger,danger,-6.0,-6.0,Negatif,negative,Verbe,verb,ok,hazard,auto:gcp,gcp,ok
kulongolola,arranger,arranger,3.0,3.0,Positif,positive,Verbe,verb,ok,arrange,auto:gcp,gcp,ok
bunyi,Motbre,motbre,3.0,3.0,Positif,positive,Mot,other,ok,word,auto:gcp,gcp,ok
kukezula,purifier,purifier,3.0,3.0,Positif,positive,Verbe,verb,ok,purify,auto:gcp,gcp,ok
kubikakulufu,ressuciter,ressuciter,1.0,1.0,Positif,positive,Verbe,verb,ok,resurrect,auto:gcp,gcp,ok
bangilu,debut,debut,1.0,1.0,Positif,positive,Mot,other,ok,beginning,auto:gcp,gcp,ok
kubika,sereveiller,sereveiller,1.0,1.0,Positif,positive,Verbe,verb,ok,wake up,auto:gcp,gcp,ok
kulala,dormir,dormir,1.0,1.0,Positif,positive,Verbe,verb,ok,sleep,auto:gcp,gcp,ok
nshinga,fil,fil,1.0,1.0,Positif,positive,Mot,other,ok,thread,auto:gcp,gcp,ok
bubi,mal,mal,-1.0,-1.0,Negatif,negative,Mot,other,ok,wrong,auto:gcp,gcp,ok
disanka,joie,joie,4.0,4.0,Positif,positive,Mot,other,ok,joy,auto:gcp,gcp,ok
buta,sandre,sandre,3.0,3.0,Positif,positive,Mot,other,ok,pikeperch,auto:gcp,gcp,ok
tshingoma,arme,arme,-4.0,-4.0,Negatif,negative,Mot,other,ok,armed,auto:gcp,gcp,ok
nkuasa,chaise,chaise,2.0,2.0,Positif,positive,Mot,other,ok,chair,auto:gcp,gcp,ok
diba,montre,montre,2.0,2.0,Positif,positive,Mot,other,ok,watch,auto:gcp,gcp,ok
ngondo,lune,lune,2.0,2.0,Positif,positive,Mot,other,ok,moon,auto:gcp,gcp,ok
ditu,journer,journer,2.0,2.0,Positif,positive,Mot,other,ok,day,auto:gcp,gcp,ok
nyama,animal,animal,2.0,2.0,Positif,positive,Mot,other,ok,animal,auto:gcp,gcp,ok
lumingu,semaine,semaine,2.0,2.0,Positif,positive,Mot,other,ok,week,auto:gcp,gcp,ok
nsangilu,assemblée,assemblée,2.0,2.0,Positif,positive,Mot,other,ok,assembly,auto:gcp,gcp,ok
biheta,résulat,résulat,2.0,2.0,Positif,positive,Mot,other,ok,result,auto:gcp,gcp,ok
mateta,examen,examen,2.0,2.0,Positif,positive,Mot,other,ok,exam,auto:gcp,gcp,ok
kunyema,fuir,fuir,2.0,2.0,Positif,positive,Verbe,verb,ok,flee,auto:gcp,gcp,ok
kusama,maladie,maladie,-2.0,-2.0,Negatif,negative,Mot,other,ok,disease,auto:gcp,gcp,ok
ludimi,langue,langue,4.0,4.0,Positif,positive,Mot,other,ok,language,auto:gcp,gcp,ok
matshi,oreille,oreille,4.0,4.0,Positif,positive,Mot,other,ok,ear,auto:gcp,gcp,ok
nshingu,cou,cou,4.0,4.0,Positif,positive,Mot,other,ok,neck,auto:gcp,gcp,ok
muaku,Mot,mot,4.0,4.0,Positif,positive,Mot,other,ok,word,auto:gcp,gcp,ok
lupepela,air,air,4.0,4.0,Positif,positive,Mot,other,ok,air,auto:gcp,gcp,ok
kusomba,s'asseoire,s'asseoire,4.0,4.0,Positif,positive,Verbe,verb,ok,to sit down,auto:gcp,gcp,ok
ngondo,mois,mois,4.0,4.0,Positif,positive,Mot,other,ok,month,auto:gcp,gcp,ok
kulua,venir,venir,4.0,4.0,Positif,positive,Verbe,verb,ok,come,auto:gcp,gcp,ok
kuya,partir,partir,4.0,4.0,Positif,positive,Verbe,verb,ok,leave,auto:gcp,gcp,ok
tshibasa,banc,banc,4.0,4.0,Positif,positive,Mot,other,ok,bench,auto:gcp,gcp,ok
dibeji,papier,papier,4.0,4.0,Positif,positive,Mot,other,ok,paper,auto:gcp,gcp,ok
kabudimbua,sachet,sachet,4.0,4.0,Positif,positive,Mot,other,ok,bag,auto:gcp,gcp,ok
kabudimbua,macadame,macadame,4.0,4.0,Positif,positive,Mot,other,ok,tarmac,auto:gcp,gcp,ok
njila,route,route,4.0,4.0,Positif,positive,Mot,other,ok,road,auto:gcp,gcp,ok
benketshi,sceau,sceau,4.0,4.0,Positif,positive,Mot,other,ok,seal,auto:gcp,gcp,ok
kusamuna,louer,louer,4.0,4.0,Positif,positive,Verbe,verb,ok,to rent out,auto:gcp,gcp,ok
kukukuila,adorer,adorer,4.0,4.0,Positif,positive,Verbe,verb,ok,worship,auto:gcp,gcp,ok
kosha,brûler,brûler,4.0,4.0,Positif,positive,Verbe,verb,ok,burn,auto:gcp,gcp,ok
luwongu,ravin,ravin,4.0,4.0,Positif,positive,Mot,other,ok,ravine,auto:gcp,gcp,ok
bulalu,lit,lit,4.0,4.0,Positif,positive,Mot,other,ok,bed,auto:gcp,gcp,ok
mitshi,arbre,arbre,4.0,4.0,Positif,positive,Mot,other,ok,TREE,auto:gcp,gcp,ok
kushiya,laisser,laisser,4.0,4.0,Positif,positive,Verbe,verb,ok,to leave,auto:gcp,gcp,ok
dingeya,mangue,mangue,4.0,4.0,Positif,positive,Mot,other,ok,mango,auto:gcp,gcp,ok
tshimuma,fruit,fruit,4.0,4.0,Positif,positive,Mot,other,ok,fruit,auto:gcp,gcp,ok
kabuta,malette,malette,4.0,4.0,Positif,positive,Mot,other,ok,briefcase,auto:gcp,gcp,ok
bukula,farine,farine,4.0,4.0,Positif,positive,Mot,other,ok,flour,auto:gcp,gcp,ok
kutokesha,blanchir,blanchir,1.0,1.0,Positif,positive,Verbe,verb,ok,to whiten,auto:gcp,gcp,ok
butoka,blancheur,blancheur,1.0,1.0,Positif,positive,Mot,other,ok,whiteness,auto:gcp,gcp,ok
kufunda,ecrire,ecrire,1.0,1.0,Positif,positive,Verbe,verb,ok,to write,auto:gcp,gcp,ok
kunvua,entendre,entendre,1.0,1.0,Positif,positive,Verbe,verb,ok,hear,auto:gcp,gcp,ok
kuteleja,ecouter,ecouter,1.0,1.0,Positif,positive,Verbe,verb,ok,listen,auto:gcp,gcp,ok
kusengelela,supplier,supplier,1.0,1.0,Positif,positive,Verbe,verb,ok,beggar,auto:gcp,gcp,ok
bitotshi,boue,boue,1.0,1.0,Positif,positive,Mot,other,ok,mud,auto:gcp,gcp,ok
kulongesha,enseigner,enseigner,1.0,1.0,Positif,positive,Verbe,verb,ok,teach,auto:gcp,gcp,ok
kupatuka,sortir,sortir,1.0,1.0,Positif,positive,Verbe,verb,ok,to go out,auto:gcp,gcp,ok
kuvuala,porter,porter,1.0,1.0,Positif,positive,Verbe,verb,ok,to carry,auto:gcp,gcp,ok
ndenji,bebiteur,bebiteur,1.0,1.0,Positif,positive,Mot,other,ok,bebiteur,auto:gcp,gcp,ok
kunaya,jouer,jouer,1.0,1.0,Positif,positive,Verbe,verb,ok,play,auto:gcp,gcp,ok
mubangila,fiancer,fiancer,1.0,1.0,Positif,positive,Mot,other,ok,to engage,auto:gcp,gcp,ok
muanzankongolu,arcenciel,arcenciel,1.0,1.0,Positif,positive,Mot,other,ok,rainbow,auto:gcp,gcp,ok
nvula,pluie,pluie,1.0,1.0,Positif,positive,Mot,other,ok,rain,auto:gcp,gcp,ok
tumbela,arachide,arachide,1.0,1.0,Positif,positive,Mot,other,ok,peanut,auto:gcp,gcp,ok
kubola,pourrir,pourrir,-2.0,-2.0,Negatif,negative,Mot,other,ok,rot,auto:gcp,gcp,ok
moyi,salutation,salutation,3.0,3.0,Positif,positive,Mot,other,ok,greeting,auto:gcp,gcp,ok
dinu,dent,dent,3.0,3.0,Positif,positive,Mot,other,ok,tooth,auto:gcp,gcp,ok
luzadi,ongle,ongle,3.0,3.0,Positif,positive,Mot,other,ok,nail,auto:gcp,gcp,ok
mushiku,lèvre,lèvre,3.0,3.0,Positif,positive,Mot,other,ok,lip,auto:gcp,gcp,ok
muedi,barbe,barbe,3.0,3.0,Positif,positive,Mot,other,ok,beard,auto:gcp,gcp,ok
tshina,troue,troue,3.0,3.0,Positif,positive,Mot,other,ok,hole,auto:gcp,gcp,ok
lukita,tombeau,tombeau,3.0,3.0,Positif,positive,Mot,other,ok,tomb,auto:gcp,gcp,ok
musheta,cercueil,cercueil,3.0,3.0,Positif,positive,Mot,other,ok,coffin,auto:gcp,gcp,ok
kutanda,gronder,gronder,3.0,3.0,Positif,positive,Verbe,verb,ok,scold,auto:gcp,gcp,ok
mukela,sel,sel,3.0,3.0,Positif,positive,Mot,other,ok,salt,auto:gcp,gcp,ok
lukombu,baler,baler,3.0,3.0,Positif,positive,Mot,other,ok,to sweep,auto:gcp,gcp,ok
kuasa,brancher,brancher,3.0,3.0,Positif,positive,Verbe,verb,ok,connect,auto:gcp,gcp,ok
