CILUBA,French,French_norm,Score,Score_int,Sentiment,Sentiment_std,Nature,Nature_std,qa_status
biakana,parfaite,parfaite,4.0,4.0,Positif,positive,Mot,other,ok
muenacilema,egoiste,egoiste,-5.0,-5.0,Negatif,negative,Mot,other,ok
umueka,visible,visible,6.0,6.0,Positif,positive,Mot,other,ok
kayilulamatu,infidele,infidele,-3.0,-3.0,Negatif,negative,Mot,other,ok
lulamatu,fidele,fidele,3.0,3.0,Positif,positive,Mot,other,ok
disengelela,supplication,supplication,3.0,3.0,Positif,positive,Mot,other,ok
dipingana,retour,retour,3.0,3.0,Positif,positive,Mot,other,ok
dikudimuna,variation,variation,3.0,3.0,Positif,positive,Mot,other,ok
dikuatshisha,contribuer,contribuer,3.0,3.0,Positif,positive,Verbe,verb,ok
dikanyina,menace,menace,-5.0,-5.0,Negatif,negative,Mot,other,ok
dijimina,disparaitre,disparaitre,-6.0,-6.0,Negatif,negative,Mot,other,ok
difuilalusa,pardon,pardon,1.0,1.0,Positif,positive,Mot,other,ok
dibela,discipline,discipline,1.0,1.0,Positif,positive,Mot,other,ok
dibingishibua,justification,justification,1.0,1.0,Positif,positive,Mot,other,ok
kutangila,surveillance,surveillance,1.0,1.0,Positif,positive,Mot,other,ok
mukawu,jalousie,jalousie,-8.0,-8.0,Negatif,negative,Mot,other,ok
kuanyishibua,satisfaction,satisfaction,4.0,4.0,Positif,positive,Mot,other,ok
dinyingalala,regret,regret,-8.0,-8.0,Negatif,negative,Mot,other,ok
disanka,enthousiasme,enthousiasme,4.0,4.0,Positif,positive,Mot,other,ok
kushikija,determination,determination,4.0,4.0,Positif,positive,Mot,other,ok
kukina,hair,hair,-5.0,-5.0,Negatif,negative,Mot,other,ok
dielekana,inquietude,inquietude,-4.0,-4.0,Negatif,negative,Mot,other,ok
dilenga,bonne,bonne,3.0,3.0,Positif,positive,Mot,other,ok
dituku,journée,journée,3.0,3.0,Positif,positive,Mot,other,ok
muedi,barbe,barbe,3.0,3.0,Positif,positive,Mot,other,ok
mukana,bouche,bouche,3.0,3.0,Positif,positive,Mot,other,ok
diboko,bras,bras,3.0,3.0,Positif,positive,Mot,other,ok
bongo,cerveau,cerveau,3.0,3.0,Positif,positive,Mot,other,ok
kasuki,cheveu,cheveu,3.0,3.0,Positif,positive,Mot,other,ok
kampombe,cheville,cheville,3.0,3.0,Positif,positive,Mot,other,ok
lukofi,cil,cil,3.0,3.0,Positif,positive,Mot,other,ok
muoyo,cœur,cœur,3.0,3.0,Positif,positive,Mot,other,ok
nuongo,colonnevertébrale,colonnevertébrale,3.0,3.0,Positif,positive,Mot,other,ok
mubidi,corps,corps,3.0,3.0,Positif,positive,Mot,other,ok
libadi,cote,cote,3.0,3.0,Positif,positive,Mot,other,ok
nshingu,cou,cou,3.0,3.0,Positif,positive,Mot,other,ok
lukenyibu,coude,coude,3.0,3.0,Positif,positive,Mot,other,ok
tshibalubalu,crane,crane,3.0,3.0,Positif,positive,Mot,other,ok
tshibelo,cuisse,cuisse,3.0,3.0,Positif,positive,Mot,other,ok
dinu,dent,dent,3.0,3.0,Positif,positive,Mot,other,ok
munu,doigt,doigt,3.0,3.0,Positif,positive,Mot,other,ok
nyima,dos,dos,3.0,3.0,Positif,positive,Mot,other,ok
dikaya,épaule,épaule,3.0,3.0,Positif,positive,Mot,other,ok
tshifu,estomac,estomac,3.0,3.0,Positif,positive,Mot,other,ok
ditaku,fesse,fesse,3.0,3.0,Positif,positive,Mot,other,ok
mutshima,foie,foie,3.0,3.0,Positif,positive,Mot,other,ok
mpala,front,front,3.0,3.0,Positif,positive,Mot,other,ok
tsinu,genou,genou,3.0,3.0,Positif,positive,Mot,other,ok
diminu,gorge,gorge,3.0,3.0,Positif,positive,Mot,other,ok
kunyema,courrir,courrir,3.0,3.0,Positif,positive,Verbe,verb,ok
kudila,pleurer,pleurer,-7.0,-7.0,Negatif,negative,Verbe,verb,ok
kusambila,prier,prier,5.0,5.0,Positif,positive,Verbe,verb,ok
kudima,cultiver,cultiver,5.0,5.0,Positif,positive,Verbe,verb,ok
kusalula,labourer,labourer,5.0,5.0,Positif,positive,Verbe,verb,ok
luteta,graine,graine,5.0,5.0,Positif,positive,Mot,other,ok
munya,soleil,soleil,5.0,5.0,Positif,positive,Mot,other,ok
budimi,champ,champ,5.0,5.0,Positif,positive,Mot,other,ok
bowa,champignon,champignon,5.0,5.0,Positif,positive,Mot,other,ok
buanga,fêtiche,fêtiche,-1.0,-1.0,Negatif,negative,Mot,other,ok
manga,medicaments,medicaments,2.0,2.0,Positif,positive,Mot,other,ok
kudia,manger,manger,2.0,2.0,Positif,positive,Verbe,verb,ok
tshisanji,radio,radio,2.0,2.0,Positif,positive,Mot,other,ok
tshisangilu,ristourne,ristourne,2.0,2.0,Positif,positive,Mot,other,ok
kasengulu,tamis,tamis,2.0,2.0,Positif,positive,Mot,other,ok
njiwu,danger,danger,-6.0,-6.0,Negatif,negative,Verbe,verb,ok
kulongolola,arranger,arranger,3.0,3.0,Positif,positive,Verbe,verb,ok
bunyi,Motbre,motbre,3.0,3.0,Positif,positive,Mot,other,ok
kukezula,purifier,purifier,3.0,3.0,Positif,positive,Verbe,verb,ok
kubikakulufu,ressuciter,ressuciter,1.0,1.0,Positif,positive,Verbe,verb,ok
bangilu,debut,debut,1.0,1.0,Positif,positive,Mot,other,ok
kubika,sereveiller,sereveiller,1.0,1.0,Positif,positive,Verbe,verb,ok
kulala,dormir,dormir,1.0,1.0,Positif,positive,Verbe,verb,ok
nshinga,fil,fil,1.0,1.0,Positif,positive,Mot,other,ok
bubi,mal,mal,-1.0,-1.0,Negatif,negative,Mot,other,ok
disanka,joie,joie,4.0,4.0,Positif,positive,Mot,other,ok
buta,sandre,sandre,3.0,3.0,Positif,positive,Mot,other,ok
tshingoma,arme,arme,-4.0,-4.0,Negatif,negative,Mot,other,ok
nkuasa,chaise,chaise,2.0,2.0,Positif,positive,Mot,other,ok
diba,montre,montre,2.0,2.0,Positif,positive,Mot,other,ok
ngondo,lune,lune,2.0,2.0,Positif,positive,Mot,other,ok
ditu,journer,journer,2.0,2.0,Positif,positive,Mot,other,ok
nyama,animal,animal,2.0,2.0,Positif,positive,Mot,other,ok
lumingu,semaine,semaine,2.0,2.0,Positif,positive,Mot,other,ok
nsangilu,assemblée,assemblée,2.0,2.0,Positif,positive,Mot,other,ok
biheta,résulat,résulat,2.0,2.0,Positif,positive,Mot,other,ok
mateta,examen,examen,2.0,2.0,Positif,positive,Mot,other,ok
kunyema,fuir,fuir,2.0,2.0,Positif,positive,Verbe,verb,ok
kusama,maladie,maladie,-2.0,-2.0,Negatif,negative,Mot,other,ok
ludimi,langue,langue,4.0,4.0,Positif,positive,Mot,other,ok
matshi,oreille,oreille,4.0,4.0,Positif,positive,Mot,other,ok
nshingu,cou,cou,4.0,4.0,Positif,positive,Mot,other,ok
muaku,Mot,mot,4.0,4.0,Positif,positive,Mot,other,ok
lupepela,air,air,4.0,4.0,Positif,positive,Mot,other,ok
kusomba,s'asseoire,s'asseoire,4.0,4.0,Positif,positive,Verbe,verb,ok
ngondo,mois,mois,4.0,4.0,Positif,positive,Mot,other,ok
kulua,venir,venir,4.0,4.0,Positif,positive,Verbe,verb,ok
kuya,partir,partir,4.0,4.0,Positif,positive,Verbe,verb,ok
tshibasa,banc,banc,4.0,4.0,Positif,positive,Mot,other,ok
dibeji,papier,papier,4.0,4.0,Positif,positive,Mot,other,ok
kabudimbua,sachet,sachet,4.0,4.0,Positif,positive,Mot,other,ok
kabudimbua,macadame,macadame,4.0,4.0,Positif,positive,Mot,other,ok
njila,route,route,4.0,4.0,Positif,positive,Mot,other,ok
benketshi,sceau,sceau,4.0,4.0,Positif,positive,Mot,other,ok
kusamuna,louer,louer,4.0,4.0,Positif,positive,Verbe,verb,ok
kukukuila,adorer,adorer,4.0,4.0,Positif,positive,Verbe,verb,ok
kosha,brûler,brûler,4.0,4.0,Positif,positive,Verbe,verb,ok
luwongu,ravin,ravin,4.0,4.0,Positif,positive,Mot,other,ok
bulalu,lit,lit,4.0,4.0,Positif,positive,Mot,other,ok
mitshi,arbre,arbre,4.0,4.0,Positif,positive,Mot,other,ok
kushiya,laisser,laisser,4.0,4.0,Positif,positive,Verbe,verb,ok
dingeya,mangue,mangue,4.0,4.0,Positif,positive,Mot,other,ok
tshimuma,fruit,fruit,4.0,4.0,Positif,positive,Mot,other,ok
kabuta,malette,malette,4.0,4.0,Positif,positive,Mot,other,ok
bukula,farine,farine,4.0,4.0,Positif,positive,Mot,other,ok
kutokesha,blanchir,blanchir,1.0,1.0,Positif,positive,Verbe,verb,ok
butoka,blancheur,blancheur,1.0,1.0,Positif,positive,Mot,other,ok
kufunda,ecrire,ecrire,1.0,1.0,Positif,positive,Verbe,verb,ok
kunvua,entendre,entendre,1.0,1.0,Positif,positive,Verbe,verb,ok
kuteleja,ecouter,ecouter,1.0,1.0,Positif,positive,Verbe,verb,ok
kusengelela,supplier,supplier,1.0,1.0,Positif,positive,Verbe,verb,ok
bitotshi,boue,boue,1.0,1.0,Positif,positive,Mot,other,ok
kulongesha,enseigner,enseigner,1.0,1.0,Positif,positive,Verbe,verb,ok
kupatuka,sortir,sortir,1.0,1.0,Positif,positive,Verbe,verb,ok
kuvuala,porter,porter,1.0,1.0,Positif,positive,Verbe,verb,ok
ndenji,bebiteur,bebiteur,1.0,1.0,Positif,positive,Mot,other,ok
kunaya,jouer,jouer,1.0,1.0,Positif,positive,Verbe,verb,ok
mubangila,fiancer,fiancer,1.0,1.0,Positif,positive,Mot,other,ok
muanzankongolu,arcenciel,arcenciel,1.0,1.0,Positif,positive,Mot,other,ok
nvula,pluie,pluie,1.0,1.0,Positif,positive,Mot,other,ok
tumbela,arachide,arachide,1.0,1.0,Positif,positive,Mot,other,ok
kubola,pourrir,pourrir,-2.0,-2.0,Negatif,negative,Mot,other,ok
moyi,salutation,salutation,3.0,3.0,Positif,positive,Mot,other,ok
dinu,dent,dent,3.0,3.0,Positif,positive,Mot,other,ok
luzadi,ongle,ongle,3.0,3.0,Positif,positive,Mot,other,ok
mushiku,lèvre,lèvre,3.0,3.0,Positif,positive,Mot,other,ok
muedi,barbe,barbe,3.0,3.0,Positif,positive,Mot,other,ok
tshina,troue,troue,3.0,3.0,Positif,positive,Mot,other,ok
lukita,tombeau,tombeau,3.0,3.0,Positif,positive,Mot,other,ok
musheta,cercueil,cercueil,3.0,3.0,Positif,positive,Mot,other,ok
kutanda,gronder,gronder,3.0,3.0,Positif,positive,Verbe,verb,ok
mukela,sel,sel,3.0,3.0,Positif,positive,Mot,other,ok
lukombu,baler,baler,3.0,3.0,Positif,positive,Mot,other,ok
kuasa,brancher,brancher,3.0,3.0,Positif,positive,Verbe,verb,ok
kulela,accoucher,accoucher,3.0,3.0,Positif,positive,Verbe,verb,ok
kulonga,etudier,etudier,3.0,3.0,Positif,positive,Verbe,verb,ok
kuvuala,s'abiller,s'abiller,3.0,3.0,Positif,positive,Verbe,verb,ok
kuenda,marcher,marcher,3.0,3.0,Positif,positive,Verbe,verb,ok
kuamba,dire,dire,3.0,3.0,Positif,positive,Verbe,verb,ok
kuakula,parler,parler,3.0,3.0,Positif,positive,Verbe,verb,ok
kudia,manger,manger,3.0,3.0,Positif,positive,Verbe,verb,ok
kusumba,acheter,acheter,3.0,3.0,Positif,positive,Verbe,verb,ok
kubanda,monter,monter,3.0,3.0,Positif,positive,Verbe,verb,ok
kubenga,refuser,refuser,3.0,3.0,Positif,positive,Verbe,verb,ok
kupatuka,sortir,sortir,3.0,3.0,Positif,positive,Verbe,verb,ok
kusomba,s'assoir,s'assoir,3.0,3.0,Positif,positive,Verbe,verb,ok
kulenga,toucher,toucher,3.0,3.0,Positif,positive,Verbe,verb,ok
kutuala,emener,emener,3.0,3.0,Positif,positive,Verbe,verb,ok
kuimansha,jetter,jetter,3.0,3.0,Positif,positive,Verbe,verb,ok
kubugna,plier,plier,3.0,3.0,Positif,positive,Verbe,verb,ok
kuenza,fair,fair,3.0,3.0,Positif,positive,Verbe,verb,ok
kulekala,laisser,laisser,3.0,3.0,Positif,positive,Verbe,verb,ok
kumvua,ecouter,ecouter,3.0,3.0,Positif,positive,Verbe,verb,ok
kukuluka,tomber,tomber,-1.0,-1.0,Negatif,negative,Verbe,verb,ok
kunanga,aimer,aimer,2.0,2.0,Positif,positive,Verbe,verb,ok
kulala,dormir,dormir,2.0,2.0,Positif,positive,Verbe,verb,ok
bulalu,lit,lit,2.0,2.0,Positif,positive,Verbe,verb,ok
mupana,pantallon,pantallon,2.0,2.0,Positif,positive,Mot,other,ok
nkanzu,robe,robe,2.0,2.0,Positif,positive,Mot,other,ok
kulomba,demander,demander,2.0,2.0,Positif,positive,Verbe,verb,ok
kuibila,frauder,frauder,3.0,3.0,Positif,positive,Verbe,verb,ok
kututa,tapper,tapper,6.0,6.0,Positif,positive,Verbe,verb,ok
mesa,table,table,5.0,5.0,Positif,positive,Mot,other,ok
kupingana,rentrer,rentrer,3.0,3.0,Positif,positive,Verbe,verb,ok
kusomba,s'assoire,s'assoire,3.0,3.0,Positif,positive,Verbe,verb,ok
kupeta,trouver,trouver,5.0,5.0,Positif,positive,Verbe,verb,ok
tatu,père,père,3.0,3.0,Positif,positive,Mot,other,ok
mamu,mère,mère,3.0,3.0,Positif,positive,Mot,other,ok
mwana,enfant,enfant,3.0,3.0,Positif,positive,Mot,other,ok
mukaji,femme,femme,3.0,3.0,Positif,positive,Mot,other,ok
mutelu,chemise,chemise,3.0,3.0,Positif,positive,Mot,other,ok
lupangu,parcelle,parcelle,3.0,3.0,Positif,positive,Mot,other,ok
tshibuta,malette,malette,3.0,3.0,Positif,positive,Mot,other,ok
bilatu,chaussure,chaussure,3.0,3.0,Positif,positive,Mot,other,ok
moyo,cœur,cœur,3.0,3.0,Positif,positive,Mot,other,ok
machi,sang,sang,3.0,3.0,Positif,positive,Mot,other,ok
mukolu,jambe,jambe,3.0,3.0,Positif,positive,Mot,other,ok
disu,oeuil,oeuil,3.0,3.0,Positif,positive,Mot,other,ok
maboko,bras,bras,3.0,3.0,Positif,positive,Mot,other,ok
makasa,pierds,pierds,3.0,3.0,Positif,positive,Mot,other,ok
minu,doigts,doigts,3.0,3.0,Positif,positive,Mot,other,ok
mayi,œufs,œufs,3.0,3.0,Positif,positive,Mot,other,ok
tshiadi,poitrine,poitrine,3.0,3.0,Positif,positive,Mot,other,ok
mongu,dot,dot,3.0,3.0,Positif,positive,Mot,other,ok
kaombu,talont,talont,3.0,3.0,Positif,positive,Mot,other,ok
mulume,mari,mari,3.0,3.0,Positif,positive,Mot,other,ok
mbuji,chèvre,chèvre,3.0,3.0,Positif,positive,Mot,other,ok
ngomba,vache,vache,3.0,3.0,Positif,positive,Mot,other,ok
nyunyi,oiseaux,oiseaux,3.0,3.0,Positif,positive,Mot,other,ok
nyoka,serpent,serpent,3.0,3.0,Positif,positive,Mot,other,ok
nguluba,porc,porc,3.0,3.0,Positif,positive,Mot,other,ok
dibata,canard,canard,3.0,3.0,Positif,positive,Mot,other,ok
mbotsha,kobail,kobail,3.0,3.0,Positif,positive,Mot,other,ok
nzevu,elephant,elephant,3.0,3.0,Positif,positive,Mot,other,ok
lomba,salamandre,salamandre,3.0,3.0,Positif,positive,Mot,other,ok
ntambua,lion,lion,3.0,3.0,Positif,positive,Mot,other,ok
kangenena,insecte,insecte,3.0,3.0,Positif,positive,Mot,other,ok
tshitala,coque,coque,3.0,3.0,Positif,positive,Mot,other,ok
tshikuka,poule,poule,3.0,3.0,Positif,positive,Mot,other,ok
mayi,eau,eau,3.0,3.0,Positif,positive,Mot,other,ok
lupuichi,poussière,poussière,3.0,3.0,Positif,positive,Mot,other,ok
mudilu,feu,feu,3.0,3.0,Positif,positive,Mot,other,ok
mvula,pluie,pluie,3.0,3.0,Positif,positive,Mot,other,ok
mukidi,ravin,ravin,3.0,3.0,Positif,positive,Mot,other,ok
tshiomba,manioc,manioc,3.0,3.0,Positif,positive,Mot,other,ok
mafuta,ouil,ouil,3.0,3.0,Positif,positive,Mot,other,ok
makala,braise,braise,3.0,3.0,Positif,positive,Mot,other,ok
mutshi,arbre,arbre,3.0,3.0,Positif,positive,Mot,other,ok
dibwa,pierre,pierre,3.0,3.0,Positif,positive,Mot,other,ok
mashinda,hèrbe,hèrbe,3.0,3.0,Positif,positive,Mot,other,ok
nsoka,cailloux,cailloux,3.0,3.0,Positif,positive,Mot,other,ok
binu,jenoux,jenoux,3.0,3.0,Positif,positive,Mot,other,ok
nzubu,maison,maison,3.0,3.0,Positif,positive,Mot,other,ok
lumuenu,vittre,vittre,3.0,3.0,Positif,positive,Mot,other,ok
tshiamua,piesse,piesse,3.0,3.0,Positif,positive,Mot,other,ok
mpala,frond,frond,3.0,3.0,Positif,positive,Mot,other,ok
makuta,argent,argent,3.0,3.0,Positif,positive,Mot,other,ok
losa,riz,riz,3.0,3.0,Positif,positive,Mot,other,ok
binsonji,larme,larme,3.0,3.0,Positif,positive,Mot,other,ok
maleta,lettre,lettre,3.0,3.0,Positif,positive,Mot,other,ok
nsuki,cheveux,cheveux,3.0,3.0,Positif,positive,Mot,other,ok
bualu,problème,problème,3.0,3.0,Positif,positive,Mot,other,ok
kuimba,chanter,chanter,3.0,3.0,Positif,positive,Verbe,verb,ok
musambu,chanson,chanson,3.0,3.0,Positif,positive,Mot,other,ok
diulu,ciel,ciel,3.0,3.0,Positif,positive,Mot,other,ok
muyiki,causerie,causerie,3.0,3.0,Positif,positive,Mot,other,ok
kupueka,descendre,descendre,3.0,3.0,Positif,positive,Verbe,verb,ok
nzebwa,courant,courant,3.0,3.0,Positif,positive,Mot,other,ok
lulengu,paresse,paresse,3.0,3.0,Positif,positive,Mot,other,ok
mabela,lait,lait,3.0,3.0,Positif,positive,Mot,other,ok
bulenga,bonté,bonté,3.0,3.0,Positif,positive,Mot,other,ok
bulunda,amitié,amitié,3.0,3.0,Positif,positive,Mot,other,ok
mulunda,ami,ami,3.0,3.0,Positif,positive,Mot,other,ok
muimvi,voleur,voleur,3.0,3.0,Positif,positive,Mot,other,ok
Anyïma,Ame,ame,3.0,3.0,Positif,positive,Mot,other,ok
Bipeta,Résultats,résultats,3.0,3.0,Positif,positive,Mot,other,ok
Bowa,Peur,peur,1.0,1.0,Negatif,negative,Mot,other,ok
Buakana,Bonté,bonté,3.0,3.0,Positif,positive,Mot,other,ok
Bubi,Péché,péché,1.0,1.0,Negatif,negative,Mot,other,ok
Budikadidi,Liberté,liberté,3.0,3.0,Positif,positive,Mot,other,ok
Buenzeji,Impact,impact,1.0,1.0,Negatif,negative,Mot,other,ok
Bukenka,Lumière,lumière,3.0,3.0,Positif,positive,Mot,other,ok
Bukokeshi,Pouvoir,pouvoir,3.0,3.0,Positif,positive,Mot,other,ok
Bukola,Force,force,3.0,3.0,Positif,positive,Mot,other,ok
Bulanda,Pauvreté,pauvreté,1.0,1.0,Negatif,negative,Mot,other,ok
Bulelela,Vérité,vérité,3.0,3.0,Positif,positive,Mot,other,ok
Bundu,Honte,honte,2.0,2.0,Negatif,negative,Mot,other,ok
Butshimunyi,Victoire,victoire,3.0,3.0,Positif,positive,Mot,other,ok
Butumbi,Gloire,gloire,3.0,3.0,Positif,positive,Mot,other,ok
Diakabi,Malheur,malheur,-5.0,-5.0,Negatif,negative,Mot,other,ok
Diambuluisha,Aide,aide,4.0,4.0,Positif,positive,Mot,other,ok
Dibanditshibua,Elévation,elévation,4.0,4.0,Positif,positive,Mot,other,ok
Dibenesha,Bénédiction,bénédiction,4.0,4.0,Positif,positive,Mot,other,ok
Dibungama,Tristesse,tristesse,-6.0,-6.0,Negatif,negative,Mot,other,ok
Difesto,Fête,fête,4.0,4.0,Positif,positive,Mot,other,ok
Difutu,Salaire,salaire,4.0,4.0,Positif,positive,Mot,other,ok
Dijikula,Déclaration,déclaration,4.0,4.0,Positif,positive,Verbe,verb,ok
Dijinga,Désir,désir,4.0,4.0,Positif,positive,Mot,other,ok
Dikankamika,Exhortation,exhortation,4.0,4.0,Positif,positive,Mot,other,ok
Dikima,Audace,audace,4.0,4.0,Positif,positive,Mot,other,ok
Dikokela,Soumission,soumission,4.0,4.0,Positif,positive,Mot,other,ok
Dikumbana,Capacité,capacité,4.0,4.0,Positif,positive,Mot,other,ok
Dilomba,Requête,requête,4.0,4.0,Positif,positive,Mot,other,ok
Dimanya,Connaissance,connaissance,4.0,4.0,Positif,positive,Mot,other,ok
Dimanyisha,Annonce,annonce,4.0,4.0,Positif,positive,Mot,other,ok
Dipa,Don,don,4.0,4.0,Positif,positive,Mot,other,ok
Dipangadika,Décision,décision,4.0,4.0,Positif,positive,Mot,other,ok
Disama,Maladie,maladie,-3.0,-3.0,Negatif,negative,Mot,other,ok
Disuludibua,Délivrance,délivrance,1.0,1.0,Positif,positive,Mot,other,ok
Ditabuja,Foi,foi,1.0,1.0,Positif,positive,Mot,other,ok
Ditawuluka,Séparation,séparation,1.0,1.0,Positif,positive,Mot,other,ok
Ditekemena,Espérance,espérance,1.0,1.0,Positif,positive,Mot,other,ok
Ditetshibua,Tentation,tentation,1.0,1.0,Positif,positive,Mot,other,ok
Dituampanda,Assister,assister,1.0,1.0,Positif,positive,Verbe,verb,ok
Dituamushinga,Considérer,considérer,1.0,1.0,Positif,positive,Verbe,verb,ok
Ditumikila,Obéissance,obéissance,1.0,1.0,Positif,positive,Mot,other,ok
Kabingila,Raison,raison,1.0,1.0,Positif,positive,Mot,other,ok
Kalasisa,Exercice,exercice,1.0,1.0,Positif,positive,Mot,other,ok
Kalumbila,Objectif,objectif,1.0,1.0,Positif,positive,Mot,other,ok
Kuambulula,Reprendre,reprendre,1.0,1.0,Positif,positive,Verbe,verb,ok
Kudima,Cultiver,cultiver,1.0,1.0,Positif,positive,Verbe,verb,ok
Kudiundisha,Elargir,elargir,1.0,1.0,Positif,positive,Mot,other,ok
Kueyemena,Confier,confier,1.0,1.0,Positif,positive,Verbe,verb,ok
Kuibaka,Construire,construire,1.0,1.0,Positif,positive,Verbe,verb,ok
Kujandula,Découvrir,découvrir,1.0,1.0,Positif,positive,Verbe,verb,ok
Kujimina,Disparaître,disparaître,1.0,1.0,Positif,positive,Verbe,verb,ok
Kukukuila,Adorer,adorer,1.0,1.0,Positif,positive,Verbe,verb,ok
Kulenga,Toucher,toucher,1.0,1.0,Positif,positive,Verbe,verb,ok
Kuluka,Vomir,vomir,-2.0,-2.0,Negatif,negative,Verbe,verb,ok
Kumanyinula,Reconnaitre,reconnaitre,3.0,3.0,Positif,positive,Mot,other,ok
Kumva,Comprendre,comprendre,3.0,3.0,Positif,positive,Mot,other,ok
Kunanukila,Persévérance,persévérance,3.0,3.0,Positif,positive,Mot,other,ok
Kunyoka,Punir,punir,3.0,3.0,Positif,positive,Verbe,verb,ok
Kunyunguluka,Contourner,contourner,3.0,3.0,Positif,positive,Verbe,verb,ok
Kusamba,Consoler,consoler,3.0,3.0,Positif,positive,Verbe,verb,ok
Kusambila,Prier,prier,3.0,3.0,Positif,positive,Verbe,verb,ok
Kusankishibua,Satisfaire,satisfaire,3.0,3.0,Positif,positive,Mot,other,ok
Kusekelela,Célébrer,célébrer,3.0,3.0,Positif,positive,Verbe,verb,ok
Kusemena,S'approcher,s'approcher,3.0,3.0,Positif,positive,Verbe,verb,ok
Kusoka,Invoquer,invoquer,3.0,3.0,Positif,positive,Verbe,verb,ok
Kusumbulula,Racheter,racheter,3.0,3.0,Positif,positive,Verbe,verb,ok
Kuteleja,Ecouter,ecouter,3.0,3.0,Positif,positive,Verbe,verb,ok
Kutonda,Confesser,confesser,3.0,3.0,Positif,positive,Verbe,verb,ok
Kutshina,Craindre,craindre,3.0,3.0,Positif,positive,Verbe,verb,ok
Kutumbisha,Louer,louer,3.0,3.0,Positif,positive,Verbe,verb,ok
Kuzanjika,Exalter,exalter,3.0,3.0,Positif,positive,Mot,other,ok
Lujoku,Lenteur,lenteur,3.0,3.0,Positif,positive,Mot,other,ok
Lukota,Crise,crise,3.0,3.0,Positif,positive,Mot,other,ok
Lulamatu,Fidélité,fidélité,3.0,3.0,Positif,positive,Mot,other,ok
Lungenyi,Sagesse,sagesse,3.0,3.0,Positif,positive,Mot,other,ok
Lusa,Compensions,compensions,3.0,3.0,Positif,positive,Mot,other,ok
Lutambishi,Orgueil,orgueil,3.0,3.0,Positif,positive,Mot,other,ok
Lutatu,Peine,peine,-4.0,-4.0,Negatif,negative,Mot,other,ok
Mafi,Mensonge,mensonge,-4.0,-4.0,Negatif,negative,Mot,other,ok
Menyi,Intelligence,intelligence,5.0,5.0,Positif,positive,Mot,other,ok
Milayi,Promesses,promesses,5.0,5.0,Positif,positive,Mot,other,ok
Mimuemua,Sourire,sourire,5.0,5.0,Positif,positive,Verbe,verb,ok
Muanu,Conte,conte,5.0,5.0,Positif,positive,Mot,other,ok
Mufanu,Ressemblance,ressemblance,5.0,5.0,Positif,positive,Mot,other,ok
Mutshiawudi,Jalousie,jalousie,-7.0,-7.0,Negatif,negative,Mot,other,ok
Mveva,Sentiment,sentiment,4.0,4.0,Positif,positive,Mot,other,ok
Ngasa,Grace,grace,4.0,4.0,Positif,positive,Mot,other,ok
Njiwu,Danger,danger,4.0,4.0,Positif,positive,Verbe,verb,ok
Nshobu,Défis,défis,4.0,4.0,Positif,positive,Mot,other,ok
Nsungu,EMotion,emotion,4.0,4.0,Positif,positive,Mot,other,ok
Nyota,Soif,soif,4.0,4.0,Positif,positive,Mot,other,ok
Nyuma,esprit,esprit,4.0,4.0,Positif,positive,Mot,other,ok
Nzala,Famine,famine,-6.0,-6.0,Negatif,negative,Mot,other,ok
Tshihidi,Dimension,dimension,2.0,2.0,Positif,positive,Mot,other,ok
Tshikadilu,Comportement,comportement,2.0,2.0,Positif,positive,Mot,other,ok
Tshikashi,Acclamation,acclamation,2.0,2.0,Positif,positive,Mot,other,ok
Tshinji,Colère,colère,-1.0,-1.0,Negatif,negative,Mot,other,ok
Tshishima,Miracle,miracle,3.0,3.0,Positif,positive,Mot,other,ok
Tshitanaja,Distraction,distraction,3.0,3.0,Positif,positive,Mot,other,ok
Tshiwumbishi,Obstacle,obstacle,3.0,3.0,Positif,positive,Mot,other,ok
nkuansa,chaise,chaise,3.0,3.0,Positif,positive,Mot,other,ok
mesa,table,table,3.0,3.0,Positif,positive,Mot,other,ok
tshinu,mortier,mortier,3.0,3.0,Positif,positive,Mot,other,ok
muinshi,pilon,pilon,3.0,3.0,Positif,positive,Mot,other,ok
dilongu,assiette,assiette,3.0,3.0,Positif,positive,Mot,other,ok
kumona,voir,voir,3.0,3.0,Positif,positive,Verbe,verb,ok
kuenda,marcher,marcher,3.0,3.0,Positif,positive,Verbe,verb,ok
tshilamba,habit,habit,3.0,3.0,Positif,positive,Mot,other,ok
mashinyi,vehicule,vehicule,3.0,3.0,Positif,positive,Mot,other,ok
kasolonyi,essence,essence,3.0,3.0,Positif,positive,Mot,other,ok
ndeka,avion,avion,3.0,3.0,Positif,positive,Mot,other,ok
muinvi,voleur,voleur,-4.0,-4.0,Negatif,negative,Mot,other,ok
muloji,sorcier,sorcier,-7.0,-7.0,Negatif,negative,Mot,other,ok
ndumba,prostituer,prostituer,-3.0,-3.0,Negatif,negative,Mot,other,ok
tshintu,chose,chose,5.0,5.0,Positif,positive,Mot,other,ok
dikopu,gobelet,gobelet,5.0,5.0,Positif,positive,Mot,other,ok
lukutu,ceuilleur,ceuilleur,5.0,5.0,Positif,positive,Mot,other,ok
nsuki,cheveux,cheveux,5.0,5.0,Positif,positive,Mot,other,ok
matshi,sang,sang,5.0,5.0,Positif,positive,Mot,other,ok
Disu,œil,œil,5.0,5.0,Positif,positive,Mot,other,ok
