CILUBA,French,Score,Sentiment,Nature,
Kunyoka,Punir,3,Positif,Verbe,
Kunyunguluka,Contourner,3,Positif,Verbe,
Kusamba,Consoler,3,Positif,Verbe,
Kusambila,Prier,3,Positif,Verbe,
Kusankishibua,Satisfaire,3,Positif,Mot,
Kusekelela,Célébrer,3,Positif,Verbe,
Kusemena,S'approcher,3,Positif,Verbe,
Kusoka,Invoquer,3,Positif,Verbe,
Kusumbulula,Racheter,3,Positif,Verbe,
Kuteleja,Ecouter,3,Positif,Verbe,
Kutonda,Confesser,3,Positif,Verbe,
Kutshina,Craindre,3,Positif,Verbe,
Kutumbisha,Louer,3,Positif,Verbe,
Kuzanjika,Exalter,3,Positif,Mot,
Lujoku,Lenteur,3,Positif,Mot,
Lukota,Crise,3,Positif,Mot,
Lulamatu,Fidélité,3,Positif,Mot,
Lungenyi,Sagesse,3,Positif,Mot,
Lusa,Compensions,3,Positif,Mot,
Lutambishi,Orgueil,3,Positif,Mot,
Lutatu,Peine,-4,Negatif,Mot,
Mafi,Mensonge,-4,Negatif,Mot,
Menyi,Intelligence,5,Positif,Mot,
Milayi,Promesses,5,Positif,Mot,
Mimuemua,Sourire,5,Positif,Verbe,
Muanu,Conte,5,Positif,Mot,
Mufanu,Ressemblance,5,Positif,Mot,
Mutshiawudi,Jalousie,-7,Negatif,Mot,
Mveva,Sentiment,4,Positif,Mot,
Ngasa,Grace,4,Positif,Mot,
Njiwu,Danger,4,Positif,Verbe,
Nshobu,Défis,4,Positif,Mot,
Nsungu,EMotion,4,Positif,Mot,
Nyota,Soif,4,Positif,Mot,
Nyuma,esprit,4,Positif,Mot,
Nzala,Famine,-6,Negatif,Mot,
Tshihidi,Dimension,2,Positif,Mot,
Tshikadilu,Comportement,2,Positif,Mot,
Tshikashi,Acclamation,2,Positif,Mot,
Tshinji,Colère,-1,Negatif,Mot,
Tshishima,Miracle,3,Positif,Mot,
Tshitanaja,Distraction,3,Positif,Mot,
Tshiwumbishi,Obstacle,3,Positif,Mot,
nkuansa,chaise,3,Positif,Mot,
mesa,table,3,Positif,Mot,
tshinu,mortier,3,Positif,Mot,
muinshi,pilon,3,Positif,Mot,
dilongu,assiette,3,Positif,Mot,
kumona,voir,3,Positif,Verbe,
kuenda,marcher,3,Positif,Verbe,
tshilamba,habit,3,Positif,Mot,
mashinyi,vehicule,3,Positif,Mot,
kasolonyi,essence,3,Positif,Mot,
ndeka,avion,3,Positif,Mot,
muinvi,voleur,-4,Negatif,Mot,
muloji,sorcier,-7,Negatif,Mot,
ndumba,prostituer,-3,Negatif,Mot,
tshintu,chose,5,Positif,Mot,
dikopu,gobelet,5,Positif,Mot,
lukutu,ceuilleur,5,Positif,Mot,
nsuki,cheveux,5,Positif,Mot,
matshi,sang,5,Positif,Mot,
Disu,œil,5,Positif,Mot,
menu,dents,5,Positif,Mot,
ludimi,langue,5,Positif,Mot,
mitoto,etoiles,5,Positif,Mot,
ngondu,lune,5,Positif,Mot,
diba,soleil,5,Positif,Mot,
tshisalu,marcher,5,Positif,Verbe,
kaleji,feuilledemanioc,5,Positif,Mot,
tshilunga,feuilledepatate,5,Positif,Mot,
matala,maïs,5,Positif,Mot,
ngaji,noixdepalme,5,Positif,Mot,
mafuta,huile,5,Positif,Mot,
mayi,eau,5,Positif,Mot,
mabela,seins,5,Positif,Mot,
mutu,tête,5,Positif,Mot,
mapapa,babouches,5,Positif,Mot,
bisabata,chaussures,5,Positif,Mot,
musoku,village,5,Positif,Mot,
tshimenga,ville,5,Positif,Mot,
ditunga,pays,5,Positif,Mot,
musulu,rivière,5,Positif,Mot,
tshikela,poisson,5,Positif,Mot,
ngomba,vâche,5,Positif,Mot,
kabua,chien,5,Positif,Mot,
kalulu,cobaille,5,Positif,Mot,
mbuji,chevre,5,Positif,Mot,
mbumba,sceau,5,Positif,Mot,
mbidika,cruche,5,Positif,Mot,
difu,ventre,5,Positif,Mot,
mala,instins,5,Positif,Mot,
moyi,cœur,5,Positif,Mot,
tshibi,porte,5,Positif,Mot,
didishi,fénêtre,5,Positif,Mot,
mulonda,tuyau,5,Positif,Mot,
kuenza,faire,5,Positif,Verbe,
kuamba,dire,5,Positif,Verbe,
nyunyi,oiseau,5,Positif,Mot,
tshianda,sorcellerie,5,Positif,Mot,
mutelu,chemise,5,Positif,Mot,
mupanu,pantalon,5,Positif,Mot,
mukanda,livre,5,Positif,Mot,
kulonga,etudier,5,Positif,Verbe,
kufunda,ecrire,5,Positif,Verbe,
kuakula,parler,5,Positif,Verbe,
bualu,probleme,5,Positif,Mot,
mulongeshi,enseignant,5,Positif,Mot,
kalasa,école,5,Positif,Mot,
diba,soleil,5,Positif,Mot,
luya,chaleur,5,Positif,Mot,
butuku,lanuit,5,Positif,Mot,
kamua,téléphone,5,Positif,Mot,
mudilu,feu,5,Positif,Mot,
mudimu,travail,5,Positif,Mot,
dina,Mot,5,Positif,Mot,
dibeji,papier,5,Positif,Mot,
nzadi,orteils,5,Positif,Mot,
minu,doigts,5,Positif,Mot,
kabadi,harmoir,5,Positif,Mot,
kasaka,berceau,5,Positif,Mot,
luesu,casserole,5,Positif,Mot,
nshima,foufou,5,Positif,Mot,
tshidimu,année,5,Positif,Mot,
dituku,jour,5,Positif,Mot,
munyinyi,viande,5,Positif,Mot,
njilu,obergine,5,Positif,Mot,
mulembua,combo,5,Positif,Mot,
kunda,haricot,5,Positif,Mot,
tumbela,arachides,5,Positif,Mot,
nsoya,soja,5,Positif,Mot,
tshiomba,manioc,5,Positif,Mot,
bulalu,lit,5,Positif,Mot,
kubala,lire,5,Positif,Verbe,
nzubu,maison,5,Positif,Mot,
lutanda,veranda,5,Positif,Mot,
nkumba,toilette,5,Positif,Mot,
katambua,tabouret,5,Positif,Mot,
malata,tole,5,Positif,Mot,
nyinduwabujitu,marteau,5,Positif,Mot,
tshibasa,bancs,5,Positif,Mot,
tshingalu,brouette,5,Positif,Mot,
tshimanu,murs,5,Positif,Mot,
nkonfua,cille,5,Positif,Mot,
kuya,aller,5,Positif,Verbe,
kulua,venir,5,Positif,Verbe,
kunyema,courire,5,Positif,Verbe,
kukola,grandir,5,Positif,Verbe,
kubenga,refuser,-2,Negatif,Verbe,
kunenga,tarder,2,Positif,Verbe,
kabadi,armoire,2,Positif,Mot,
disanga,joix,2,Positif,Mot,
lumu,honneur,2,Positif,Mot,
kunyenga,ravir,2,Positif,Verbe,
disambila,priere,2,Positif,Verbe,
kubenesha,benir,2,Positif,Verbe,
disu,œil,2,Positif,Mot,
dinu,dent,2,Positif,Mot,
dishi,oreille,2,Positif,Mot,
lusenga,sable,2,Positif,Mot,
lulengu,negligence,2,Positif,Verbe,
kwela,mettre,2,Positif,Verbe,
kuteka,placer,2,Positif,Verbe,
kutuma,envoyer,2,Positif,Verbe,
kuendesha,conduire,2,Positif,Verbe,
muaba,lieu,2,Positif,Mot,
nyama,animal,2,Positif,Mot,
nyoka,serpent,-5,Negatif,Mot,
dikaya,epaule,1,Positif,Mot,
dikisha,repos,1,Positif,Verbe,
kuibaka,construire,1,Positif,Verbe,
mayi,eau,1,Positif,Mot,
shingu,cou,1,Positif,Mot,
mukanda,bible,1,Positif,Mot,
manyi,onction,1,Positif,Mot,
kufunda,ecrire,1,Positif,Mot,
dimanya,connaissance,1,Positif,Mot,
mungenyi,sagesse,1,Positif,Mot,
menji,intelligence,1,Positif,Mot,
tshibangishilu,commencement,1,Positif,Verbe,
lutulu,patience,1,Positif,Mot,
nkurusa,croix,1,Positif,Mot,
diampa,pain,1,Positif,Mot,
mvinyo,vigne,1,Positif,Verbe,
bulela,verite,1,Positif,Verbe,
kuimba,chanter,1,Positif,Verbe,
kulala,dormir,1,Positif,Verbe,
bowa,peur,1,Positif,Verbe,
kanemu,respect,1,Positif,Verbe,
dinanga,amour,1,Positif,Mot,
mudimu,emploi,1,Positif,Mot,
kukuna,planter,1,Positif,Verbe,
muntu,tete,1,Positif,Mot,
diboku,bras,1,Positif,Mot,
kuvuala,porter,1,Positif,Verbe,
nzubu,maison,1,Positif,Mot,
butaka,sexe,1,Positif,Mot,
kuenda,marcher,1,Positif,Verbe,
kuitaba,croire,1,Positif,Verbe,
luteta,graine,1,Positif,Mot,
lusenga,sable,1,Positif,Mot,
mashi,sang,1,Positif,Mot,
lukutu,cuilliere,1,Positif,Mot,
tshiadi,pointrine,1,Positif,Mot,
bijitu,poid,1,Positif,Mot,
dilomba,demande,1,Positif,Verbe,
ditekemena,esparance,1,Positif,Mot,
dianyisha,admirer,1,Positif,Verbe,
dilolo,soir,1,Positif,Mot,
mukuna,montagne,1,Positif,Mot,
makuta,argent,1,Positif,Mot,
tshiama,fer,1,Positif,Mot,
mudilu,feu,1,Positif,Mot,
kusuba,acheter,1,Positif,Verbe,
kulela,acoucher,1,Positif,Verbe,
kupangila,rater,-4,Negatif,Verbe,
kudiata,pietuner,-2,Negatif,Verbe,
kudinga,mentir,-4,Negatif,Verbe,
buloba,terre,4,Positif,Mot,
kabala,lire,4,Positif,Verbe,
kuinama,incliner,4,Positif,Verbe,
kupuekesha,baisser,-4,Negatif,Verbe,
kushima,nier,-5,Negatif,Verbe,
buteketa,faiblesse,-7,Negatif,Verbe,
kulambula,offrir,3,Positif,Verbe,
kulombola,dirger,3,Positif,Verbe,
kuambula,transporter,3,Positif,Mot,
kuiba,voler,-7,Negatif,Verbe,
kupana,vendre,-1,Negatif,Verbe,
mashinyi,vehicule,1,Positif,Mot,
kulenga,toucher,1,Positif,Verbe,
kuambulula,repeter,1,Positif,Verbe,
kudila,pleurer,1,Positif,Verbe,
mvula,pluie,1,Positif,Mot,
tshimanu,mur,1,Positif,Mot,
ditumba,coin,1,Positif,Mot,
tshibenda,courbure,1,Positif,Mot,
mulangi,bouteille,1,Positif,Mot,
nzolu,poule,1,Positif,Mot,
kuseka,sourire,1,Positif,Verbe,
kabanya,partager,1,Positif,Verbe,
kubenesha,benir,1,Positif,Verbe,
kunanga,aimer,1,Positif,Verbe,
lutatu,peine,1,Positif,Mot,
kela,couteau,1,Positif,Mot,
dibaya,planche,1,Positif,Mot,
cilamba,pagne,1,Positif,Mot,
makala,braise,1,Positif,Mot,
mukanda,bible,1,Positif,Mot,
lusenga,sable,1,Positif,Mot,
mashi,sang,1,Positif,Mot,
dinanga,amour,1,Positif,Mot,
lukinu,heine,1,Positif,Verbe,
luse,pardon,1,Positif,Verbe,
disanga,joie,1,Positif,Verbe,
makuta,argent,1,Positif,Mot,
nyota,soif,1,Positif,Verbe,
mayi,eau,1,Positif,Mot,
musoko,village,1,Positif,Mot,
bungi,beaucoup,0,Neutre,Mot,
muaku,parole,2,Positif,Mot,
nzubu,maison,2,Positif,Mot,
butoke,lumiere,2,Positif,Mot,
midima,tenebres,2,Positif,Mot,
bulelela,verite,2,Positif,Mot,
moyi,cœur,2,Positif,Mot,
kumanya,connaittre,2,Positif,Verbe,
lumu,gloire,2,Positif,Mot,
mukenji,loi,2,Positif,Mot,
ngasa,grace,2,Positif,Mot,
mukoko,brebis,2,Positif,Mot,
dituku,jour,2,Positif,Mot,
ngombe,bœuf,2,Positif,Mot,
diiyi,œuf,2,Positif,Mot,
cinu,mortier,2,Positif,Mot,
muinshi,pilon,2,Positif,Mot,
disu,œil,2,Positif,Mot,
bukola,force,2,Positif,Mot,
bukenga,bougie,2,Positif,Mot,
diulu,ciel,2,Positif,Mot,
buloba,terre,2,Positif,Mot,
bulengela,bonte,2,Positif,Mot,
ditekemena,espoir,2,Positif,Verbe,
matshi,oreille,2,Positif,Mot,
diboku,bras,2,Positif,Mot,
mukolu,jambe,2,Positif,Mot,
nsuki,cheveux,2,Positif,Mot,
nkanzu,robe,2,Positif,Mot,
mutelu,chemise,2,Positif,Mot,
mapapa,babouche,2,Positif,Mot,
mesa,table,2,Positif,Mot,
diakabi,malheur,2,Positif,Mot,
kanyinganyinga,regret,2,Positif,Verbe,
kaheja,mepris,2,Positif,Verbe,
lutambishi,orgueil,2,Positif,Verbe,
bumuntu,dignite,2,Positif,Mot,
vinta,guerre,2,Positif,Mot,
lulamatu,attachement,2,Positif,Verbe,
makanda,force,2,Positif,Mot,
dibungama,tristesse,-3,Negatif,Verbe,
tshinji,colere,-4,Negatif,Verbe,
diakalenga,heureux,5,Positif,Mot,
nzala,faim,-1,Negatif,Verbe,
buakana,justice,4,Positif,Mot,
mutoke,pur,4,Positif,Mot,
ditalala,paix,4,Positif,Mot,
kupenda,insulter,-6,Negatif,Mot,
kushima,mentir,-1,Negatif,Verbe,
kulomba,demander,3,Positif,Verbe,
kulamba,preparer,3,Positif,Verbe,
mukela,sel,3,Positif,Mot,
kulu,sommet,3,Positif,Mot,
muendu,lampe,3,Positif,Mot,
butumbi,gloire,3,Positif,Mot,
lupingu,statue,3,Positif,Mot,
muishi,flame,3,Positif,Mot,
mala,alcool,3,Positif,Mot,
dibua,pierre,3,Positif,Mot,
mutshi,arbre,3,Positif,Mot,
dilata,tole,3,Positif,Mot,
njila,route,3,Positif,Mot,
lumuenu,armoire,3,Positif,Mot,
tshilaamba,pont,3,Positif,Mot,
kulenga,toucher,3,Positif,Verbe,
kunyema,courir,3,Positif,Verbe,
kunaya,jouer,3,Positif,Verbe,
kudila,pleurer,-4,Negatif,Verbe,
kuakula,parler,1,Positif,Verbe,
kujadika,affirmer,1,Positif,Verbe,
kulaya,promettre,1,Positif,Verbe,
kuadamuna,repondre,1,Positif,Verbe,
kulala,dormir,1,Positif,Verbe,
kudia,manger,1,Positif,Verbe,
kunua,boire,1,Positif,Verbe,
kudiata,pietiner,1,Positif,Verbe,
kusungula,choisir,1,Positif,Verbe,
tshiibi,porte,1,Positif,Verbe,
kufila,donner,1,Positif,Verbe,
kuangata,recevoir,1,Positif,Verbe,
kufuka,créer,1,Positif,Verbe,
binsonji,larme,1,Positif,Mot,
kudia,manger,1,Positif,Verbe,
kunanga,aimer,1,Positif,Verbe,
kujamaja,danser,1,Positif,Verbe,
kuyahamuaba,partir,1,Positif,Verbe,
kulua,viens,1,Positif,Mot,
bishi,comment,1,Positif,Mot,
difikadilenga,bienvenu,1,Positif,Mot,
bubi,mauvais,-4,Negatif,Mot,
kunua,boire,-1,Negatif,Verbe,
kutuladifu,avorter,-4,Negatif,Verbe,
kuenzacintu,créer,6,Positif,Verbe,
kusasa,fleterisse,6,Positif,Mot,
kuelamenji,pensee,6,Positif,Verbe,
bunkolotu,increduliter,6,Positif,Verbe,
mbangishilu,commencer,6,Positif,Verbe,
kijikija,fin,6,Positif,Mot,
kuibacintu,derober,6,Positif,Verbe,
karereji,snober,6,Positif,Verbe,
kuabanyangana,partager,6,Positif,Verbe,
kufila,donner,6,Positif,Verbe,
kujinga,desire,6,Positif,Verbe,
kunshintuluka,changer,6,Positif,Verbe,
kudisha,nourire,6,Positif,Verbe,
kushebeya,tuer,-2,Negatif,Verbe,
tshikisu,mechant,3,Positif,Verbe,
dijinga,volonter,3,Positif,Mot,
kutumikila,obeir,3,Positif,Verbe,
lulamantu,fidelite,3,Positif,Verbe,
kulamata,atacher,3,Positif,Verbe,
kuiba,voler,-5,Negatif,Verbe,
kukenga,soufrire,-4,Negatif,Verbe,
moyimukola,courage,1,Positif,Mot,
kukulakaja,veillire,1,Positif,Mot,
pidiewu,bientôt,1,Positif,Mot,
kuhola,cueillire,1,Positif,Verbe,
difikapamuaba,arrivee,1,Positif,Verbe,
babi,prudent,1,Positif,Mot,
bimpa,bien,1,Positif,Mot,
kuseka,rire,1,Positif,Mot,
kuabulula,repeter,1,Positif,Verbe,
kutangila,regarder,1,Positif,Verbe,
kuenza,faire,1,Positif,Verbe,
kujulacintu,soulever,1,Positif,Verbe,
kujuka,reveiller,1,Positif,Verbe,
kushala,rester,1,Positif,Verbe,
kuakula,parler,1,Positif,Verbe,
kuhikila,causer,1,Positif,Verbe,
kutumamuntu,deleguer,1,Positif,Verbe,
malanda,relation,1,Positif,Mot,
bobumua,union,1,Positif,Mot,
kutumacintu,envoyer,1,Positif,Verbe,
kulaya,promesse,1,Positif,Verbe,
kurujamolayi,accomplire,1,Positif,Verbe,
kusabakena,rencontrer,1,Positif,Mot,
kulondabualu,ranconter,1,Positif,Mot,
butuku,nuit,1,Positif,Mot,
mudinda,matin,1,Positif,Mot,
kukubaja,ajoutre,1,Positif,Verbe,
kukeresha,diminuer,1,Positif,Verbe,
kuhishisha,depasser,1,Positif,Verbe,
kuvudija,augmenter,1,Positif,Verbe,
cihidi,niveau,1,Positif,Mot,
kufilamuenenu,commenter,1,Positif,Verbe,
kukudimuna,interpreter,1,Positif,Verbe,
bimpabikola,superbe,1,Positif,Mot,
disama,maladie,1,Positif,Mot,
lukosu,toux,1,Positif,Mot,
difu,ventre,1,Positif,Mot,
bualubudibuezeka,evenement,1,Positif,Mot,
kubanga,debut,1,Positif,Mot,
kukanga,fermer,1,Positif,Verbe,
dibanjidibua,investutire,1,Positif,Verbe,
dilongeshibua,farmation,1,Positif,Mot,
kukonkola,toquer,1,Positif,Verbe,
kukalaba,ramper,1,Positif,Verbe,
kuitaba,decrocher,1,Positif,Verbe,
cidicihitakudifuma,resement,1,Positif,Mot,
bualubuenyi,nouvelle,1,Positif,Mot,
kujingulula,decouvere,1,Positif,Verbe,
kuibaka,construiction,1,Positif,Mot,
mushimi,source,1,Positif,Mot,
difutu,salaire,1,Positif,Mot,
manayi,amisement,1,Positif,Mot,
difucila,location,1,Positif,Mot,
kuyobola,provoquer,1,Positif,Verbe,
biamushindu,different,1,Positif,Mot,
kujamaja,tremousser,1,Positif,Verbe,
kunyunga,mouvement,1,Positif,Mot,
tulu,someil,1,Positif,Mot,
citanaji,divertisement,1,Positif,Mot,
nyungilukilu,environnement,1,Positif,Mot,
cidicienzeka,foctionnement,1,Positif,Mot,
cilenga,beau,1,Positif,Mot,
diboku,bras,1,Positif,Mot,
lupeepepele,vent,1,Positif,Mot,
cinwinu,verre,1,Positif,Mot,
cisalu,vaccin,1,Positif,Mot,
mikadila,libre,1,Positif,Verbe,
kapepelelupepele,Air,1,Positif,Mot,
Mutshi,Arbre,1,Positif,Mot,
Mujiluwamashimakunze,Artère,1,Positif,Mot,
MuediMuevu,Barbe,1,Positif,Mot,
Mutshi,Bois,1,Positif,Mot,
Mukana,Bouche,1,Positif,Mot,
Ditamba,Branche,1,Positif,Mot,
Diboko,Bras,1,Positif,Mot,
DitshimaDifuima,Brouillard,1,Positif,Mot,
Bongabwamuntu,Cerveau,1,Positif,Mot,
KadilKapia,Chaleur,1,Positif,Mot,
Lusukikasuki,Cheveu,1,Positif,Mot,
Kampombekampombo,Cheville,1,Positif,Mot,
Diulu,Ciel,1,Positif,Mot,
Lukofi,Cil,1,Positif,Mot,
Muoyo,Cœur,1,Positif,Mot,
MubidiMbidi,Corps,1,Positif,Mot,
LubadiLubaleLubanji,Côte,1,Positif,Mot,
Nshingu,Cou,1,Positif,Mot,
Lukenyibu,Coude,1,Positif,Mot,
DikaluDilangi,Couleur,1,Positif,Mot,
TshibalubaluKabalubalu,Crâne,1,Positif,Mot,
TshibeluTshioko,Cuisse,1,Positif,Mot,
Dinu,Dent,1,Positif,Mot,
TshipepeleButoke,Désert,1,Positif,Mot,
Munu,Doigt,1,Positif,Mot,
Nyima,Dos,1,Positif,Mot,
Maayi,Eau,1,Positif,Mot,
MupenyiMukenya,Eclair,1,Positif,Mot,
DikayaDipeka,Epaule,1,Positif,Mot,
TshifuTshifue,Estomac,1,Positif,Mot,
Mutooto,Etoile,1,Positif,Mot,
TshiamuTshifike,Fer,1,Positif,Mot,
DitakuDitengi,Fesse,1,Positif,Mot,
Dibeji,Feuille,1,Positif,Mot,
Tshilongo,Fleur,1,Positif,Mot,
Musulu,Fleuve,1,Positif,Mot,
Mutshima,Foie,1,Positif,Mot,
Ditu,Forêt,1,Positif,Mot,
Mashika,Froid,1,Positif,Verbe,
Mpala,Front,1,Positif,Mot,
MuinshiMuishi,Fumée,1,Positif,Verbe,
Tshinu,Genou,1,Positif,Mot,
MaayiMakuatakaneDibue,Glace,1,Positif,Mot,
DiminuMuminu,Gorge,1,Positif,Mot,
Lukundu,Hanche,1,Positif,Mot,
TshisosaTshilu,Herbe,1,Positif,Mot,
NkoloTshidilaTshitamba,Île,1,Positif,Mot,
DitangalalaDiaMaayi,Inondation,1,Positif,Mot,
Dila,Intestin,1,Positif,Mot,
Mukolo,Jambe,1,Positif,Mot,
Ditama,Joue,1,Positif,Verbe,
Dijiba,Lac,1,Positif,Mot,
Ludimi,Langue,1,Positif,Mot,
Tshinsonji,Larme,1,Positif,Mot,
Mushiku,Lèvre,1,Positif,Mot,
Munya,Lumière,1,Positif,Mot,
Muenji,Lune,1,Positif,Mot,
Lubanga,Mâchoire,1,Positif,Mot,
Tshianza,Main,1,Positif,Mot,
Tshibanga,Menton,1,Positif,Mot,
Mbu,Mer,1,Positif,Mot,
Buloba,Monde,1,Positif,Mot,
Mukuna,Montagne,1,Positif,Mot,
Mumpenya,Moustache,1,Positif,Mot,
MusunyiDikoyi,Muscle,1,Positif,Mot,
Mumpempe,Narine,1,Positif,Mot,
Bonga,Nerf,1,Positif,Mot,
Diulu,Nez,1,Positif,Mot,
Muofo,Motbril,1,Positif,Mot,
Dikoshi,Nuque,1,Positif,Mot,
Disu,Œil,1,Positif,Mot,
Luzadi,Ongle,1,Positif,Mot,
Ditshi,Oreille,1,Positif,Mot,
MuanawaNkasa,Orteil,1,Positif,Mot,
Mufuba,Os,1,Positif,Mot,
Tshilafinye,Paupière,1,Positif,Mot,
Dikoba,Peau,1,Positif,Mot,
Dikasa,Pied,1,Positif,Mot,
Nshinguwadiboko,Poignet,1,Positif,Mot,
Dinkomo,Poing,1,Positif,Mot,
Tshiadi,Poitrine,1,Positif,Mot,
Tshiala,Pouce,1,Positif,Mot,
Mujiluudiutaka,pouls,1,Positif,Mot,
Tshisulusulu,Poumon,1,Positif,Mot,
LupuishiLusoka,Poussière,1,Positif,Mot,
KonyiKamuma,Rein,1,Positif,Mot,
MunyenguMufudi,Ride,1,Positif,Mot,
LuteMate,Salive,1,Positif,Mot,
Mashi,Sang,1,Positif,Mot,
Dibele,Sein,1,Positif,Mot,
Dikiki,Sourcil,1,Positif,Mot,
BikoyikoyiMifuba,Squelette,1,Positif,Mot,
Tshisululu,Sueur,1,Positif,Mot,
Tshikankanya,Talon,1,Positif,Mot,
Mujilu,Veine,1,Positif,Mot,
Difu,Ventre,1,Positif,Mot,
Mpala,Visage,1,Positif,Mot,
kapepelelupepele,Air,1,Positif,Mot,
Mutshi,Arbre,1,Positif,Mot,
Mujiluwamashimakunze,Artère,1,Positif,Mot,
MuediMuevu,Barbe,1,Positif,Mot,
Mutshi,Bois,1,Positif,Mot,
Mukana,Bouche,1,Positif,Mot,
Ditamba,Branche,1,Positif,Mot,
Diboko,Bras,1,Positif,Mot,
DitshimaDifuima,Brouillard,1,Positif,Mot,
Bongabwamuntu,Cerveau,1,Positif,Mot,
KadilKapia,Chaleur,1,Positif,Mot,
Lusukikasuki,Cheveu,1,Positif,Mot,
Kampombekampombo,Cheville,1,Positif,Mot,
Diulu,Ciel,1,Positif,Mot,
Lukofi,Cil,1,Positif,Mot,
Muoyo,Cœur,1,Positif,Mot,
MubidiMbidi,Corps,1,Positif,Mot,
LubadiLubaleLubanji,Côte,1,Positif,Mot,
Nshingu,Cou,1,Positif,Mot,
Lukenyibu,Coude,1,Positif,Mot,
DikaluDilangi,Couleur,1,Positif,Mot,
TshibalubaluKabalubalu,Crâne,1,Positif,Mot,
TshibeluTshioko,Cuisse,1,Positif,Mot,
Dinu,Dent,1,Positif,Mot,
TshipepeleButoke,Désert,1,Positif,Mot,
Munu,Doigt,1,Positif,Mot,
Nyima,Dos,1,Positif,Mot,
Maayi,Eau,1,Positif,Mot,
MupenyiMukenya,Eclair,1,Positif,Mot,
DikayaDipeka,Epaule,1,Positif,Mot,
TshifuTshifue,Estomac,1,Positif,Mot,
Mutooto,Etoile,1,Positif,Mot,
TshiamuTshifike,Fer,1,Positif,Mot,
DitakuDitengi,Fesse,1,Positif,Mot,
Dibeji,Feuille,1,Positif,Mot,
Tshilongo,Fleur,1,Positif,Mot,
Musulu,Fleuve,1,Positif,Mot,
Mutshima,Foie,1,Positif,Mot,
Ditu,Forêt,1,Positif,Mot,
Mashika,Froid,1,Positif,Mot,
Mpala,Front,1,Positif,Mot,
MuinshiMuishi,Fumée,1,Positif,Mot,
Tshinu,Genou,1,Positif,Mot,
MaayiMakuatakaneDibue,Glace,1,Positif,Mot,
DiminuMuminu,Gorge,1,Positif,Mot,
Lukundu,Hanche,1,Positif,Mot,
TshisosaTshilu,Herbe,1,Positif,Mot,
NkoloTshidilaTshitamba,Île,1,Positif,Mot,
DitangalalaDiaMaayi,Inondation,1,Positif,Mot,
Dila,Intestin,1,Positif,Mot,
Mukolo,Jambe,1,Positif,Mot,
Ditama,Joue,1,Positif,Mot,
Dijiba,Lac,1,Positif,Mot,
Ludimi,Langue,1,Positif,Mot,
Tshinsonji,Larme,1,Positif,Mot,
Mushiku,Lèvre,1,Positif,Mot,
Munya,Lumière,1,Positif,Mot,
Muenji,Lune,1,Positif,Mot,
Lubanga,Mâchoire,3,Positif,Mot,
Tshianza,Main,3,Positif,Mot,
Tshibanga,Menton,3,Positif,Mot,
Mbu,Mer,3,Positif,Mot,
Buloba,Monde,3,Positif,Mot,
Mukuna,Montagne,3,Positif,Mot,
Mumpenya,Moustache,3,Positif,Mot,
MusunyiDikoyi,Muscle,3,Positif,Mot,
Mumpempe,Narine,3,Positif,Mot,
Bonga,Nerf,3,Positif,Mot,
Diulu,Nez,3,Positif,Mot,
Muofo,Motbril,3,Positif,Mot,
Dikoshi,Nuque,3,Positif,Mot,
Disu,Œil,3,Positif,Mot,
Luzadi,Ongle,3,Positif,Mot,
Ditshi,Oreille,3,Positif,Mot,
MuanawaNkasa,Orteil,3,Positif,Mot,
Mufuba,Os,3,Positif,Mot,
Tshilafinye,Paupière,3,Positif,Mot,
Dikoba,Peau,3,Positif,Mot,
Dikasa,Pied,3,Positif,Mot,
Nshinguwadiboko,Poignet,3,Positif,Mot,
Dinkomo,Poing,3,Positif,Mot,
Tshiadi,Poitrine,3,Positif,Mot,
Tshiala,Pouce,3,Positif,Mot,
Mujiluudiutaka,pouls,3,Positif,Mot,
Tshisulusulu,Poumon,3,Positif,Mot,
LupuishiLusoka,Poussière,3,Positif,Mot,
KonyiKamuma,Rein,3,Positif,Mot,
MunyenguMufudi,Ride,3,Positif,Mot,
LuteMate,Salive,3,Positif,Mot,
Mashi,Sang,3,Positif,Mot,
Dibele,Sein,3,Positif,Mot,
Dikiki,Sourcil,3,Positif,Mot,
BikoyikoyiMifuba,Squelette,3,Positif,Mot,
Tshisululu,Sueur,3,Positif,Mot,
Tshikankanya,Talon,3,Positif,Mot,
Mujilu,Veine,3,Positif,Mot,
Difu,Ventre,3,Positif,Mot,
Mpala,Visage,3,Positif,Mot,
Muji,Racine,3,Positif,Mot,
kuya,partir,3,Positif,Verbe,
kuja,danser,3,Positif,Verbe,
kuenda,marcher,3,Positif,Verbe,
kumuana,voir,3,Positif,Verbe,
kuelameji,penser,3,Positif,Verbe,
kualukila,revenir,3,Positif,Verbe,
kuakula,parler,3,Positif,Verbe,
kuya,partir,3,Positif,Verbe,
kunyema,courir,3,Positif,Verbe,
kuyalubilu,fuir,3,Positif,Verbe,
kudila,pleurer,-4,Negatif,Verbe,
kunyingalala,regretter,-3,Negatif,Verbe,
kutangalaja,disperser,-6,Negatif,Verbe,
kuabanya,partager,3,Positif,Verbe,
kuakaja,ranger,5,Positif,Verbe,
kuhangila,manque,-3,Negatif,Verbe,
kulenga,toucher,4,Positif,Verbe,
kukuata,attrapper,4,Positif,Verbe,
kuseka,sourir,3,Positif,Verbe,
